NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,Truck,19,29,17.5,3,8.552,17.5,66.5,52.5,24.344,0,19,23,36.89,2.2,4.72,1.16,0.988,19,23
1,Truck,18,31,17.5,7,12.602,17.5,66.5,52.5,15.242,0,18,23,12.51,0.78,4.79,1.12,0.903,19,23
4,Sedan,19,30,6.0,7,6.192,6.0,22.8,18.0,83.097,0,19,23,44.29,0.85,4.61,0.95,0.974,19,21
3,SUV,21,32,13.5,3,13.394,13.5,51.3,40.5,83.097,0,29,32,16.29,2.81,4.77,0.92,0.978,21,23
1,Sedan,16,32,6.0,7,10.643,6.0,22.8,18.0,5.938,0,29,32,34.08,3.4,4.66,1.02,0.991,19,21
2,Sedan,19,30,6.0,7,9.637,6.0,22.8,18.0,86.377,0,19,23,38.94,2.39,4.62,1.19,0.989,19,21
4,Small,20,31,6.0,7,15.218,4.0,15.2,10.0,5.938,0,31,39,18.09,1.79,4.65,0.95,0.97,20,23
4,Small,22,31,4.0,7,9.181,4.0,15.2,12.0,57.822,0,31,39,28.81,1.28,4.71,0.94,0.973,20,23
1,Small,18,33,4.0,7,4.909,4.0,15.2,12.0,15.242,0,18,23,24.51,3.24,4.79,1.17,0.987,20,22
1,Sedan,21,32,6.0,3,7.78,6.0,22.8,18.0,83.097,0,32,39,33.39,0.67,4.73,1.02,0.956,21,22
3,Small,20,31,5.0,3,11.983,4.0,15.2,11.0,83.097,0,20,23,18.57,2.07,4.73,1.19,0.974,21,21
4,Sedan,18,33,7.0,3,17.205,6.0,22.8,17.0,86.377,0,33,39,38.07,2.83,4.6,1.2,0.991,21,23
5,Sedan,21,33,6.0,7,8.11,6.0,22.8,18.0,15.242,0,29,33,47.01,2.47,4.62,0.96,0.991,19,23
1,Small,19,32,4.0,7,11.154,4.0,15.2,12.0,83.097,0,19,23,48.24,2.15,4.78,1.03,0.99,20,22
3,SUV,21,32,13.5,7,7.823,13.5,51.3,40.5,5.938,0,32,39,46.26,3.33,4.77,1.08,0.994,21,22
3,Small,20,33,4.0,7,7.855,4.0,15.2,12.0,5.938,0,20,23,22.17,2.1,4.79,1.21,0.979,19,21
4,SUV,18,30,13.5,7,9.424,13.5,51.3,40.5,5.938,0,30,39,9.27,0.95,4.71,0.96,0.893,20,23
5,SUV,18,31,13.5,7,17.499,13.5,51.3,40.5,24.344,0,18,23,18.02,1.35,4.77,0.98,0.96,21,23
