NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
3,Sedan,20,31,6.0,3,12.157,6.0,22.8,18.0,57.822,0,31,39,40.53,2.78,4.73,1.12,0.991,19,21
1,Small,20,29,4.0,7,9.269,4.0,15.2,12.0,24.344,0,29,39,29.57,1.65,4.78,0.92,0.98,19,23
3,Small,20,29,4.0,3,11.582,4.0,15.2,12.0,24.344,0,20,23,37.45,1.27,4.77,0.91,0.979,19,21
3,Small,18,32,4.0,7,6.367,4.0,15.2,12.0,86.377,0,29,32,8.59,2.6,4.61,0.94,0.956,19,23
4,SUV,18,30,13.5,3,13.732,13.5,51.3,40.5,24.344,0,30,39,20.88,2.06,4.68,1.04,0.977,21,21
5,Sedan,20,35,6.0,7,8.055,6.0,22.8,18.0,10.783,0,29,35,37.92,3.51,4.65,1.16,0.993,21,23
3,SUV,22,32,13.5,3,9.362,13.5,51.3,40.5,83.097,0,32,39,12.13,1.28,4.62,0.95,0.938,21,23
3,Sedan,18,32,6.0,7,7.76,6.0,22.8,18.0,24.344,0,29,32,8.13,0.65,4.68,1.08,0.828,20,21
5,Small,21,34,4.0,7,6.066,4.0,15.2,12.0,5.938,0,21,23,17.24,1.06,4.69,1.22,0.947,21,22
1,Truck,17,33,17.5,3,17.028,17.5,66.5,52.5,5.938,0,17,23,14.97,2.68,4.65,1.1,0.975,21,23
2,Small,20,33,5.0,7,13.08,4.0,15.2,11.0,83.097,0,29,33,24.01,1.7,4.79,0.98,0.976,19,22
5,Small,21,32,6.0,3,14.709,4.0,15.2,10.0,57.822,0,21,23,23.55,0.86,4.77,1.22,0.952,21,21
4,Sedan,18,32,6.0,7,10.66,6.0,22.8,18.0,15.242,0,32,39,44.25,3.49,4.77,1.0,0.994,19,23
5,Sedan,20,31,6.0,7,5.633,6.0,22.8,18.0,5.938,0,20,23,27.44,2.2,4.6,1.21,0.984,20,22
1,Small,18,30,5.0,7,11.892,4.0,15.2,11.0,15.242,0,18,23,43.75,3.25,4.62,1.0,0.993,21,22
3,Truck,18,32,17.5,7,5.669,17.5,66.5,52.5,5.938,0,18,23,18.97,3.53,4.68,1.24,0.985,20,23
4,Sedan,19,30,7.0,7,16.287,6.0,22.8,17.0,86.377,0,30,39,6.82,0.82,4.66,1.08,0.836,19,23
2,Small,20,31,4.0,3,9.905,4.0,15.2,12.0,86.377,0,20,23,33.75,1.14,4.72,1.13,0.974,21,23
