NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
3,Small,19,31,6.0,7,15.0,4.0,15.2,10.0,5.938,0,19,23,47.76,3.2,4.71,1.19,0.993,19,22
3,Truck,19,32,17.5,7,7.773,17.5,66.5,52.5,15.242,0,32,39,17.62,2.19,4.72,0.98,0.974,21,21
1,Sedan,18,33,6.0,3,8.542,6.0,22.8,18.0,15.242,0,29,33,15.96,2.45,4.76,0.96,0.975,21,22
1,Truck,18,30,17.5,7,5.924,17.5,66.5,52.5,15.242,0,18,23,35.1,3.06,4.6,1.03,0.991,20,21
1,Small,21,30,5.0,3,13.741,4.0,15.2,11.0,5.938,0,21,23,47.89,3.18,4.77,1.13,0.993,20,21
2,Sedan,18,35,6.0,7,12.663,6.0,22.8,18.0,24.344,0,29,35,6.83,1.66,4.68,1.17,0.916,21,22
3,Small,21,30,4.0,3,4.165,4.0,15.2,12.0,3.045,0,30,39,29.79,0.63,4.68,1.03,0.948,20,22
5,SUV,20,30,13.5,3,9.937,13.5,51.3,40.5,5.938,0,30,39,18.37,3.42,4.66,0.99,0.984,19,21
4,Small,18,30,4.0,3,5.601,4.0,15.2,12.0,83.097,0,30,39,33.83,0.79,4.77,1.0,0.963,19,23
1,SUV,18,29,13.5,7,16.883,13.5,51.3,40.5,15.242,0,29,39,21.03,1.84,4.72,1.19,0.974,21,22
5,SUV,18,33,13.5,7,7.171,13.5,51.3,40.5,57.822,0,33,39,15.11,1.69,4.72,1.01,0.962,19,21
3,Small,18,33,5.0,3,13.198,4.0,15.2,11.0,57.822,0,29,33,46.14,2.2,4.68,1.14,0.99,19,23
5,Small,19,31,4.0,7,10.486,4.0,15.2,12.0,86.377,0,31,39,16.5,2.65,4.65,0.91,0.977,21,23
3,Truck,21,32,17.5,3,12.104,17.5,66.5,52.5,3.045,0,29,32,19.11,0.77,4.73,0.94,0.934,20,21
5,SUV,19,32,13.5,3,7.723,13.5,51.3,40.5,10.783,0,29,32,32.91,2.74,4.63,0.91,0.989,20,23
2,Small,21,32,4.0,7,6.859,4.0,15.2,12.0,57.822,0,21,23,42.59,3.19,4.6,0.96,0.993,19,23
5,Small,20,29,5.0,3,12.448,4.0,15.2,11.0,83.097,0,29,39,19.18,2.62,4.69,1.18,0.98,20,23
4,Sedan,17,29,6.0,7,9.814,6.0,22.8,18.0,15.242,0,29,39,42.57,2.34,4.62,1.2,0.99,20,22
5,SUV,18,33,13.5,7,11.065,13.5,51.3,40.5,86.377,0,33,39,20.45,1.02,4.77,0.97,0.953,19,22
3,Small,20,32,4.0,3,9.058,4.0,15.2,12.0,5.938,0,20,23,33.55,2.47,4.76,1.02,0.988,21,21
2,Small,19,33,4.0,7,10.336,4.0,15.2,12.0,24.344,0,29,33,28.99,1.41,4.78,1.13,0.976,19,23
