set N :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;

set M :=  1 2 3 4 5 6 7 8 9 10 ;

set T :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 ;

param arrival := 
    1 9
    2 12
    3 8
    4 11
    5 7
    6 9
    7 10
    8 8
    9 9
    10 6
    11 6
    12 10
    13 3
    14 7
    15 6
 ;

param depart := 
    1 19
    2 18
    3 19
    4 20
    5 18
    6 23
    7 19
    8 21
    9 21
    10 19
    11 22
    12 19
    13 21
    14 20
    15 22
 ;

param TFC := 
    1 1 1
    2 1 3
    3 1 6
    4 1 3
    5 1 17
    6 1 1
    7 1 5
    8 1 1
    9 1 4
    10 1 3
    11 1 4
    12 1 4
    13 1 3
    14 1 4
    15 1 5
    1 2 1
    2 2 3
    3 2 6
    4 2 3
    5 2 17
    6 2 1
    7 2 5
    8 2 1
    9 2 4
    10 2 3
    11 2 4
    12 2 4
    13 2 3
    14 2 4
    15 2 5
    1 3 1
    2 3 3
    3 3 6
    4 3 3
    5 3 17
    6 3 1
    7 3 5
    8 3 1
    9 3 4
    10 3 3
    11 3 4
    12 3 4
    13 3 3
    14 3 4
    15 3 5
    1 4 1
    2 4 3
    3 4 6
    4 4 3
    5 4 17
    6 4 1
    7 4 5
    8 4 1
    9 4 4
    10 4 3
    11 4 4
    12 4 4
    13 4 3
    14 4 4
    15 4 5
    1 5 1
    2 5 3
    3 5 6
    4 5 3
    5 5 17
    6 5 1
    7 5 5
    8 5 1
    9 5 4
    10 5 3
    11 5 4
    12 5 4
    13 5 3
    14 5 4
    15 5 5
    1 6 1
    2 6 2
    3 6 3
    4 6 2
    5 6 9
    6 6 1
    7 6 3
    8 6 1
    9 6 2
    10 6 2
    11 6 2
    12 6 2
    13 6 2
    14 6 2
    15 6 3
    1 7 1
    2 7 2
    3 7 3
    4 7 2
    5 7 9
    6 7 1
    7 7 3
    8 7 1
    9 7 2
    10 7 2
    11 7 2
    12 7 2
    13 7 2
    14 7 2
    15 7 3
    1 8 1
    2 8 2
    3 8 3
    4 8 2
    5 8 9
    6 8 1
    7 8 3
    8 8 1
    9 8 2
    10 8 2
    11 8 2
    12 8 2
    13 8 2
    14 8 2
    15 8 3
    1 9 1
    2 9 2
    3 9 2
    4 9 2
    5 9 4
    6 9 1
    7 9 1
    8 9 1
    9 9 1
    10 9 1
    11 9 2
    12 9 1
    13 9 2
    14 9 1
    15 9 2
    1 10 1
    2 10 2
    3 10 2
    4 10 2
    5 10 4
    6 10 1
    7 10 1
    8 10 1
    9 10 1
    10 10 1
    11 10 2
    12 10 1
    13 10 2
    14 10 1
    15 10 2
 ;

param installed_cost := 
    1 1000
    2 1000
    3 1000
    4 1000
    5 1000
    6 1500
    7 1500
    8 1500
    9 2200
    10 2200
 ;

param number_of_timeslot := 24 ;
