set N :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;

set M :=  1 2 3 4 5 6 7 8 9 10 ;

set T :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 ;

param arrival := 
    1 7
    2 11
    3 9
    4 3
    5 9
    6 8
    7 9
    8 11
    9 8
    10 8
    11 13
    12 7
    13 11
    14 11
    15 10
 ;

param depart := 
    1 20
    2 22
    3 22
    4 19
    5 22
    6 20
    7 20
    8 21
    9 21
    10 20
    11 20
    12 19
    13 17
    14 20
    15 19
 ;

param TFC := 
    1 1 4
    2 1 4
    3 1 3
    4 1 10
    5 1 8
    6 1 4
    7 1 4
    8 1 10
    9 1 4
    10 1 2
    11 1 6
    12 1 4
    13 1 2
    14 1 2
    15 1 4
    1 2 4
    2 2 4
    3 2 3
    4 2 10
    5 2 8
    6 2 4
    7 2 4
    8 2 10
    9 2 4
    10 2 2
    11 2 6
    12 2 4
    13 2 2
    14 2 2
    15 2 4
    1 3 4
    2 3 4
    3 3 3
    4 3 10
    5 3 8
    6 3 4
    7 3 4
    8 3 10
    9 3 4
    10 3 2
    11 3 6
    12 3 4
    13 3 2
    14 3 2
    15 3 4
    1 4 4
    2 4 4
    3 4 3
    4 4 10
    5 4 8
    6 4 4
    7 4 4
    8 4 10
    9 4 4
    10 4 2
    11 4 6
    12 4 4
    13 4 2
    14 4 2
    15 4 4
    1 5 4
    2 5 4
    3 5 3
    4 5 10
    5 5 8
    6 5 4
    7 5 4
    8 5 10
    9 5 4
    10 5 2
    11 5 6
    12 5 4
    13 5 2
    14 5 2
    15 5 4
    1 6 2
    2 6 2
    3 6 2
    4 6 5
    5 6 4
    6 6 2
    7 6 2
    8 6 5
    9 6 2
    10 6 1
    11 6 3
    12 6 2
    13 6 1
    14 6 1
    15 6 2
    1 7 2
    2 7 2
    3 7 2
    4 7 5
    5 7 4
    6 7 2
    7 7 2
    8 7 5
    9 7 2
    10 7 1
    11 7 3
    12 7 2
    13 7 1
    14 7 1
    15 7 2
    1 8 2
    2 8 2
    3 8 2
    4 8 5
    5 8 4
    6 8 2
    7 8 2
    8 8 5
    9 8 2
    10 8 1
    11 8 3
    12 8 2
    13 8 1
    14 8 1
    15 8 2
    1 9 2
    2 9 1
    3 9 1
    4 9 2
    5 9 2
    6 9 2
    7 9 2
    8 9 3
    9 9 2
    10 9 1
    11 9 2
    12 9 2
    13 9 1
    14 9 1
    15 9 2
    1 10 2
    2 10 1
    3 10 1
    4 10 2
    5 10 2
    6 10 2
    7 10 2
    8 10 3
    9 10 2
    10 10 1
    11 10 2
    12 10 2
    13 10 1
    14 10 1
    15 10 2
 ;

param installed_cost := 
    1 1000
    2 1000
    3 1000
    4 1000
    5 1000
    6 1500
    7 1500
    8 1500
    9 2200
    10 2200
 ;

param number_of_timeslot := 24 ;
