set N :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;

set M :=  1 2 3 4 5 6 7 8 9 10 ;

set T :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 ;

param arrival := 
    1 7
    2 3
    3 11
    4 11
    5 6
    6 10
    7 7
    8 10
    9 8
    10 10
    11 9
    12 5
    13 5
    14 10
    15 4
 ;

param depart := 
    1 19
    2 17
    3 18
    4 18
    5 18
    6 18
    7 19
    8 19
    9 16
    10 16
    11 17
    12 22
    13 22
    14 20
    15 18
 ;

param TFC := 
    1 1 5
    2 1 4
    3 1 6
    4 1 5
    5 1 3
    6 1 6
    7 1 4
    8 1 14
    9 1 3
    10 1 6
    11 1 5
    12 1 5
    13 1 16
    14 1 5
    15 1 7
    1 2 5
    2 2 4
    3 2 6
    4 2 5
    5 2 3
    6 2 6
    7 2 4
    8 2 14
    9 2 3
    10 2 6
    11 2 5
    12 2 5
    13 2 16
    14 2 5
    15 2 7
    1 3 5
    2 3 4
    3 3 6
    4 3 5
    5 3 3
    6 3 6
    7 3 4
    8 3 14
    9 3 3
    10 3 6
    11 3 5
    12 3 5
    13 3 16
    14 3 5
    15 3 7
    1 4 5
    2 4 4
    3 4 6
    4 4 5
    5 4 3
    6 4 6
    7 4 4
    8 4 14
    9 4 3
    10 4 6
    11 4 5
    12 4 5
    13 4 16
    14 4 5
    15 4 7
    1 5 5
    2 5 4
    3 5 6
    4 5 5
    5 5 3
    6 5 6
    7 5 4
    8 5 14
    9 5 3
    10 5 6
    11 5 5
    12 5 5
    13 5 16
    14 5 5
    15 5 7
    1 6 3
    2 6 2
    3 6 3
    4 6 3
    5 6 2
    6 6 3
    7 6 2
    8 6 7
    9 6 2
    10 6 3
    11 6 3
    12 6 3
    13 6 8
    14 6 3
    15 6 4
    1 7 3
    2 7 2
    3 7 3
    4 7 3
    5 7 2
    6 7 3
    7 7 2
    8 7 7
    9 7 2
    10 7 3
    11 7 3
    12 7 3
    13 7 8
    14 7 3
    15 7 4
    1 8 3
    2 8 2
    3 8 3
    4 8 3
    5 8 2
    6 8 3
    7 8 2
    8 8 7
    9 8 2
    10 8 3
    11 8 3
    12 8 3
    13 8 8
    14 8 3
    15 8 4
    1 9 1
    2 9 2
    3 9 2
    4 9 1
    5 9 1
    6 9 2
    7 9 2
    8 9 3
    9 9 1
    10 9 2
    11 9 1
    12 9 2
    13 9 4
    14 9 1
    15 9 2
    1 10 1
    2 10 2
    3 10 2
    4 10 1
    5 10 1
    6 10 2
    7 10 2
    8 10 3
    9 10 1
    10 10 2
    11 10 1
    12 10 2
    13 10 4
    14 10 1
    15 10 2
 ;

param installed_cost := 
    1 1000
    2 1000
    3 1000
    4 1000
    5 1000
    6 1500
    7 1500
    8 1500
    9 2200
    10 2200
 ;

param number_of_timeslot := 24 ;
