,offer_01,offer_02,offer_03,offer_04,offer_05,offer_06,offer_07,offer_08,offer_09,bids_01,bids_02,bids_03,bids_04,bids_05,bids_06,bids_07,bids_08,bids_09,Time,Iteration
0,1.7637000000000002e-06,9.223e-07,1.9456e-06,8.34e-08,1.2161e-06,3.0776000000000004e-06,9.855e-07,7.060000000000001e-07,2.7220000000000004e-06,0.0755137686,0.0580636051,0.0565237446,0.0616209689,0.07275684269999999,0.08081975,0.059608379999999996,0.06579583039999999,0.057076033299999995,16,0
1,2.8693e-06,2.5704000000000004e-06,3.1157e-06,7.440000000000001e-07,6.984000000000001e-07,2.8712e-06,1.4015e-06,2.4331e-06,1.0173e-06,0.11796943909999999,0.0981791929,0.2399927411,0.3151463991,0.1335248802,0.1470687689,0.17753866869999999,0.1906607299,0.09658287519999999,17,0
2,2.4024e-06,8.732000000000001e-07,2.3873e-06,2.2557000000000003e-06,3.1222e-06,1.6860000000000001e-07,2.2577e-06,1.0391e-06,7.587e-07,0.5026497683,0.408518268,0.5045512208,0.4675047,0.450364849,0.5548723418,0.30637249450000004,0.5374699181999999,0.5101376326,18,0
3,1.7899000000000002e-06,1.8389e-06,1.3193e-06,2.898e-07,2.0304e-06,2.7868e-06,2.0517e-06,2.1663000000000003e-06,6.438000000000001e-07,0.5260966577,0.2700364647,0.5597248176,0.5501739513,0.6480123525999999,0.5689204335,0.3457054357,0.5406812440000001,0.5533927341,19,0
4,2.1365e-06,3.2200000000000004e-08,1.0000000000000002e-06,9.93e-08,2.4304e-06,3.0879e-06,1.8265e-06,1.7253000000000002e-06,2.8812e-06,0.5744864351,0.253792044,0.556046629,0.5732070801,0.5795936054,0.5686073639,0.3069483054,0.5018562698000001,0.3113989513,20,0
5,1.4492e-06,2.9437000000000003e-06,2.5062000000000002e-06,1.6845e-06,1.2649000000000002e-06,5.544e-07,9.564e-07,7.49e-07,9.304e-07,0.47988237880000006,0.2763716109,0.37857619259999997,0.476621062,0.4579237478,0.1722376038,0.362427755,0.40661373790000005,0.2281894021,21,0
6,3.1794000000000004e-06,1.8186000000000003e-06,1.5276e-06,6.628e-07,2.1333000000000004e-06,7.125000000000001e-07,1.9333e-06,1.961e-06,1.3323000000000001e-06,0.4072277857,1.5915808394,0.36691454670000007,0.13487459970000001,0.2398683095,0.3202555902,1.5502333943,0.43902722,0.8283692933,22,0
7,8.78e-07,1.9417e-06,3.3203000000000006e-06,1.8165e-06,2.282e-06,1.9550000000000002e-07,1.55e-06,7.341000000000001e-07,1.7874000000000002e-06,0.2488610312,0.2316606139,0.22132419390000002,0.1809580689,0.24848800540000002,0.35688064529999997,0.22007317310000002,0.22219154570000002,0.20261700710000002,23,0
8,5.955000000000001e-07,4.2480000000000005e-07,7.105e-07,1.9642e-06,2.5867e-06,3.2844e-06,7.123e-07,2.1037000000000003e-06,3.845e-07,0.1419954678,0.13500199210000002,0.1154167014,0.1562271106,0.10673513520000001,0.2044458167,0.12610786200000002,0.1707171632,0.17764936439999998,24,0
9,2.9017e-06,2.9966000000000002e-06,3.1109e-06,2.17e-08,1.07e-07,2.6136000000000003e-06,3.0039e-06,3.0181e-06,5.952e-07,0.0800170399,0.0566113659,0.07192769060000001,0.2286728288,0.0433454286,0.1145924237,0.051716405300000004,0.1182469373,0.0291603187,25,0
10,2.1298000000000003e-06,2.869e-06,2.9309e-06,2.3271e-06,8.925000000000001e-07,1.41e-06,5.656e-07,2.362e-07,8.849e-07,0.03446254830000001,0.07360129309999999,0.06689124669999999,0.0683358521,0.044222628900000005,0.2072367911,0.0290357498,0.0713167334,0.05712149600000001,26,0
11,5.095e-07,7.003e-07,5.258e-07,5.183000000000001e-07,3.1430000000000002e-06,3.3181000000000005e-06,1.7182e-06,2.2299e-06,1.4485e-06,0.0453214975,0.0493170645,0.062572974,0.0951856148,0.09032067040000001,0.1329218979,0.027434539,0.0661361791,0.050290331800000004,27,0
12,1.7979e-06,3.426e-07,2.3451000000000002e-06,1.1220000000000002e-06,1.0489e-06,2.3947e-06,1.1173e-06,4.41e-07,1.0456e-06,0.0914933917,0.080800751,0.13164261379999997,0.0940047896,0.1301189083,0.1445163997,0.0558855209,0.12700101279999998,0.0995624715,28,0
