NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
5,Small,18,34,4.0,3,7.445,4.0,15.2,12.0,3.045,0,18,23,26.07,3.09,4.6,1.05,0.988,21,22
4,Sedan,19,33,6.0,7,12.044,6.0,22.8,18.0,83.097,0,33,39,17.86,0.85,4.7,0.95,0.936,20,21
2,Small,19,33,5.0,3,12.099,4.0,15.2,11.0,24.344,0,29,33,27.51,2.4,4.74,1.13,0.985,19,21
1,Sedan,19,34,7.0,3,16.852,6.0,22.8,17.0,83.097,0,19,23,29.01,0.82,4.66,1.05,0.959,20,23
4,SUV,19,31,13.5,3,9.972,13.5,51.3,40.5,15.242,0,31,39,30.39,2.65,4.6,0.98,0.988,19,22
2,Small,18,31,6.0,3,16.578,4.0,15.2,10.0,24.344,0,31,39,48.35,3.51,4.76,0.92,0.994,21,23
4,Sedan,19,30,6.0,7,13.344,6.0,22.8,18.0,10.783,0,30,39,7.12,2.37,4.65,1.2,0.942,21,23
2,Small,18,29,4.0,3,10.302,4.0,15.2,12.0,83.097,0,29,39,9.94,3.31,4.74,1.12,0.97,19,21
1,Small,21,30,4.0,3,8.231,4.0,15.2,12.0,83.097,0,21,23,17.53,3.21,4.62,0.95,0.982,19,23
4,Sedan,19,35,6.0,3,7.269,6.0,22.8,18.0,15.242,0,19,23,25.13,1.08,4.61,1.14,0.964,20,21
4,Small,22,31,4.0,3,8.678,4.0,15.2,12.0,86.377,0,31,39,35.28,0.71,4.6,1.0,0.961,19,23
1,Small,19,29,4.0,7,8.724,4.0,15.2,12.0,5.938,0,29,39,29.6,1.13,4.73,1.06,0.971,20,21
2,Sedan,17,30,6.0,7,10.767,6.0,22.8,18.0,3.045,0,30,39,18.86,2.54,4.76,1.23,0.979,21,22
4,SUV,22,30,13.5,7,8.33,13.5,51.3,40.5,5.938,0,30,39,11.12,2.41,4.71,1.23,0.963,21,22
3,Sedan,19,32,6.0,7,7.547,6.0,22.8,18.0,24.344,0,29,32,30.6,0.74,4.71,1.07,0.957,20,22
2,Sedan,19,33,6.0,3,13.669,6.0,22.8,18.0,86.377,0,29,33,16.68,2.45,4.74,1.18,0.976,20,23
3,Small,17,32,4.0,3,8.33,4.0,15.2,12.0,24.344,0,17,23,22.54,2.98,4.71,1.01,0.985,19,23
3,Sedan,23,32,6.0,3,4.234,6.0,22.8,18.0,57.822,0,32,39,39.5,0.7,4.76,0.94,0.964,20,23
1,SUV,16,32,13.5,7,14.514,13.5,51.3,40.5,15.242,0,16,23,37.51,2.76,4.69,1.09,0.99,20,23
2,Sedan,24,30,6.0,7,4.351,6.0,22.8,18.0,15.242,0,30,39,10.28,3.53,4.79,1.21,0.973,19,23
2,Small,23,34,4.0,3,9.981,4.0,15.2,12.0,3.045,0,34,39,45.7,2.22,4.78,1.03,0.99,21,21
4,Small,18,34,4.0,7,9.665,4.0,15.2,12.0,86.377,0,18,23,15.12,2.05,4.72,1.12,0.968,21,22
4,Truck,18,30,17.5,7,10.533,17.5,66.5,52.5,24.344,0,18,23,28.93,1.06,4.8,0.98,0.968,19,23
5,Sedan,20,33,6.0,3,10.323,6.0,22.8,18.0,15.242,0,29,33,20.47,2.14,4.74,1.21,0.977,21,21
1,Sedan,17,30,6.0,3,12.04,6.0,22.8,18.0,86.377,0,17,23,13.13,2.78,4.7,1.05,0.973,19,21
5,Small,18,29,6.0,3,16.864,4.0,15.2,10.0,10.783,0,29,39,11.97,2.18,4.71,0.95,0.962,21,23
5,Sedan,20,31,6.0,7,6.904,6.0,22.8,18.0,86.377,0,20,23,17.21,0.73,4.72,1.02,0.923,21,21
5,Sedan,17,32,6.0,7,10.465,6.0,22.8,18.0,86.377,0,17,23,13.02,3.6,4.76,1.07,0.979,21,21
3,Sedan,17,30,6.0,7,6.856,6.0,22.8,18.0,83.097,0,17,23,37.63,2.75,4.72,1.07,0.99,19,21
3,SUV,20,30,13.5,3,9.529,13.5,51.3,40.5,86.377,0,20,23,20.56,3.52,4.75,0.91,0.986,20,22
1,SUV,21,34,13.5,3,7.841,13.5,51.3,40.5,24.344,0,29,34,46.46,3.18,4.77,1.23,0.993,21,23
1,SUV,18,33,13.5,7,14.428,13.5,51.3,40.5,3.045,0,29,33,37.04,1.25,4.72,1.19,0.979,21,23
3,SUV,21,29,13.5,7,14.93,13.5,51.3,40.5,3.045,0,21,23,25.68,3.27,4.61,1.12,0.988,20,23
4,Sedan,21,32,6.0,7,7.382,6.0,22.8,18.0,15.242,0,32,39,31.62,0.62,4.79,0.99,0.95,19,21
4,Small,21,36,4.0,7,10.496,4.0,15.2,12.0,83.097,0,29,36,25.97,0.72,4.74,0.92,0.948,21,22
5,Small,19,33,4.0,3,7.312,4.0,15.2,12.0,10.783,0,19,23,18.32,2.58,4.63,0.96,0.979,19,23
