NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,Small,20,34,4.0,7,8.914,4.0,15.2,12.0,83.097,0,20,23,41.07,1.17,4.62,1.19,0.979,19,22
5,Sedan,21,33,6.0,7,5.091,6.0,22.8,18.0,86.377,0,29,33,26.52,2.46,4.77,1.12,0.985,20,22
1,SUV,21,34,13.5,7,4.546,13.5,51.3,40.5,83.097,0,21,23,45.81,2.5,4.63,0.92,0.991,19,22
4,SUV,16,35,13.5,7,12.079,13.5,51.3,40.5,86.377,0,35,39,22.16,1.91,4.67,1.07,0.977,20,21
5,Small,17,31,4.0,3,8.621,4.0,15.2,12.0,15.242,0,31,39,35.87,0.51,4.66,0.99,0.947,19,23
5,Small,20,34,4.0,7,1.856,4.0,15.2,12.0,86.377,0,29,34,47.09,2.6,4.62,1.1,0.992,20,22
5,Small,18,31,5.0,3,13.224,4.0,15.2,11.0,15.242,0,31,39,48.14,3.14,4.65,1.14,0.993,20,21
1,Truck,17,32,17.5,7,12.772,17.5,66.5,52.5,83.097,0,29,32,43.87,1.05,4.63,1.21,0.979,20,23
5,Sedan,18,29,6.0,3,6.611,6.0,22.8,18.0,24.344,0,29,39,25.26,1.21,4.61,0.97,0.968,20,22
1,SUV,20,33,13.5,7,8.514,13.5,51.3,40.5,57.822,0,20,23,24.5,0.82,4.68,1.01,0.951,20,23
2,Small,18,35,5.0,3,11.945,4.0,15.2,11.0,3.045,0,29,35,42.62,3.05,4.69,1.2,0.992,21,21
3,Small,19,33,4.0,7,9.032,4.0,15.2,12.0,5.938,0,29,33,34.5,1.29,4.65,1.21,0.978,19,21
3,Truck,20,30,17.5,7,11.689,17.5,66.5,52.5,5.938,0,30,39,41.83,2.11,4.72,1.0,0.989,20,21
2,Small,17,32,5.0,7,12.521,4.0,15.2,11.0,83.097,0,17,23,23.02,1.97,4.76,1.04,0.978,20,22
2,Sedan,18,32,6.0,7,9.37,6.0,22.8,18.0,83.097,0,32,39,28.58,3.03,4.71,1.22,0.989,19,22
2,SUV,19,30,13.5,3,10.698,13.5,51.3,40.5,24.344,0,30,39,18.93,1.92,4.68,0.92,0.973,19,23
1,Small,17,30,4.0,3,11.203,4.0,15.2,12.0,83.097,0,17,23,20.44,3.23,4.76,1.17,0.985,19,21
3,Sedan,19,35,6.0,3,9.989,6.0,22.8,18.0,83.097,0,35,39,18.56,2.26,4.71,1.21,0.976,20,22
4,Small,17,34,5.0,7,11.985,4.0,15.2,11.0,5.938,0,29,34,7.33,2.8,4.7,1.12,0.952,20,23
1,SUV,21,30,13.5,7,15.678,13.5,51.3,40.5,10.783,0,30,39,41.23,2.07,4.69,1.06,0.988,21,22
3,Sedan,21,30,6.0,7,11.395,6.0,22.8,18.0,5.938,0,30,39,24.69,2.07,4.69,1.16,0.981,21,23
1,Sedan,18,31,6.0,7,5.625,6.0,22.8,18.0,83.097,0,31,39,35.76,2.85,4.6,1.16,0.99,19,22
4,Sedan,16,30,6.0,7,8.797,6.0,22.8,18.0,15.242,0,16,23,35.5,2.38,4.77,1.12,0.988,19,23
1,Small,19,30,4.0,3,7.0,4.0,15.2,12.0,24.344,0,30,39,40.28,2.59,4.68,1.16,0.99,19,21
2,Small,22,31,4.0,3,7.138,4.0,15.2,12.0,10.783,0,31,39,41.63,1.91,4.69,1.15,0.988,21,22
3,SUV,17,29,13.5,3,7.349,13.5,51.3,40.5,3.045,0,17,23,46.15,2.9,4.78,0.97,0.993,20,21
4,Small,16,29,4.0,3,7.437,4.0,15.2,12.0,86.377,0,29,39,40.57,0.89,4.72,1.01,0.973,19,23
4,Truck,18,29,17.5,7,10.013,17.5,66.5,52.5,83.097,0,18,23,48.54,2.19,4.75,1.0,0.991,19,22
5,Sedan,20,32,6.0,7,4.288,6.0,22.8,18.0,15.242,0,20,23,20.69,0.99,4.7,1.19,0.952,21,21
3,SUV,17,31,13.5,3,9.639,13.5,51.3,40.5,24.344,0,31,39,20.8,2.78,4.6,1.0,0.983,20,21
3,Small,21,30,4.0,3,2.742,4.0,15.2,12.0,5.938,0,30,39,48.42,1.12,4.71,1.15,0.982,21,21
5,SUV,18,30,13.5,3,5.232,13.5,51.3,40.5,83.097,0,30,39,49.33,1.03,4.62,1.12,0.981,20,22
5,Small,17,30,6.0,3,15.307,4.0,15.2,10.0,15.242,0,30,39,35.21,3.16,4.77,1.2,0.991,20,23
1,Small,20,30,4.0,7,7.124,4.0,15.2,12.0,83.097,0,20,23,31.07,3.16,4.68,1.01,0.99,19,22
5,Small,20,30,4.0,7,9.831,4.0,15.2,12.0,3.045,0,20,23,15.7,2.39,4.7,0.99,0.974,19,21
