NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
5,Sedan,20,31,6.0,7,7.538,6.0,22.8,18.0,3.045,0,31,39,23.36,1.58,4.66,1.24,0.973,21,21
5,Small,19,32,4.0,7,5.807,4.0,15.2,12.0,86.377,0,29,32,47.98,0.76,4.77,0.92,0.973,19,23
3,Sedan,18,32,6.0,7,11.294,6.0,22.8,18.0,24.344,0,18,23,12.41,1.95,4.75,1.08,0.96,20,22
1,Sedan,22,30,6.0,3,8.419,6.0,22.8,18.0,83.097,0,30,39,28.03,1.45,4.7,1.05,0.976,21,22
2,Sedan,18,32,7.0,3,16.894,6.0,22.8,17.0,10.783,0,18,23,44.77,2.65,4.73,0.96,0.992,19,22
2,SUV,23,32,13.5,7,6.523,13.5,51.3,40.5,83.097,0,32,39,23.63,1.65,4.64,1.01,0.975,20,21
2,Small,17,30,4.0,3,9.962,4.0,15.2,12.0,83.097,0,30,39,7.62,3.09,4.64,0.98,0.958,19,21
3,Small,19,30,6.0,3,14.634,4.0,15.2,10.0,83.097,0,30,39,37.72,1.63,4.7,1.14,0.984,20,21
1,Small,22,30,5.0,7,13.761,4.0,15.2,11.0,10.783,0,30,39,28.12,1.76,4.79,1.16,0.98,19,22
4,Sedan,18,30,6.0,3,7.614,6.0,22.8,18.0,83.097,0,30,39,31.49,1.03,4.64,1.21,0.97,20,21
2,SUV,19,31,13.5,3,11.3,13.5,51.3,40.5,83.097,0,19,23,47.54,2.98,4.76,1.0,0.993,20,23
3,Sedan,18,34,6.0,7,12.02,6.0,22.8,18.0,5.938,0,29,34,40.04,2.18,4.79,0.93,0.989,21,21
5,Truck,16,31,17.5,3,11.124,17.5,66.5,52.5,57.822,0,31,39,6.86,1.85,4.63,1.13,0.924,19,22
3,Sedan,19,30,6.0,3,2.902,6.0,22.8,18.0,86.377,0,30,39,17.62,3.28,4.71,1.09,0.983,20,22
2,Sedan,21,30,6.0,3,12.057,6.0,22.8,18.0,24.344,0,21,23,19.1,1.04,4.67,1.24,0.951,21,22
5,SUV,21,30,13.5,7,9.525,13.5,51.3,40.5,83.097,0,30,39,15.57,2.53,4.74,0.97,0.975,20,22
4,SUV,21,32,13.5,7,5.586,13.5,51.3,40.5,10.783,0,32,39,21.41,0.9,4.76,0.98,0.949,19,21
2,Sedan,20,30,7.0,7,17.05,6.0,22.8,17.0,10.783,0,30,39,32.4,2.29,4.65,1.19,0.987,21,21
3,Sedan,21,31,6.0,3,4.734,6.0,22.8,18.0,5.938,0,31,39,13.21,0.97,4.76,0.92,0.925,19,22
4,Truck,17,32,17.5,7,9.892,17.5,66.5,52.5,24.344,0,32,39,33.57,1.97,4.76,1.08,0.985,21,21
4,Small,21,32,5.0,7,13.199,4.0,15.2,11.0,15.242,0,21,23,21.4,2.09,4.64,1.16,0.978,19,22
5,Sedan,21,35,6.0,7,6.785,6.0,22.8,18.0,24.344,0,35,39,7.81,2.91,4.71,1.09,0.957,19,23
4,Sedan,20,31,6.0,7,6.862,6.0,22.8,18.0,86.377,0,31,39,42.83,2.07,4.73,0.96,0.989,19,22
3,SUV,22,32,13.5,7,6.391,13.5,51.3,40.5,5.938,0,29,32,9.5,1.54,4.73,1.14,0.934,19,22
4,SUV,20,30,13.5,3,2.641,13.5,51.3,40.5,5.938,0,20,23,14.46,2.59,4.79,1.16,0.974,20,22
1,Sedan,21,33,6.0,3,7.039,6.0,22.8,18.0,15.242,0,33,39,16.49,0.78,4.75,1.2,0.925,20,23
2,SUV,17,32,13.5,7,9.025,13.5,51.3,40.5,3.045,0,17,23,22.3,2.45,4.67,0.96,0.982,21,21
4,SUV,19,31,13.5,3,9.446,13.5,51.3,40.5,5.938,0,19,23,11.57,1.12,4.66,1.05,0.926,19,23
2,SUV,17,32,13.5,7,8.605,13.5,51.3,40.5,86.377,0,32,39,49.15,2.54,4.6,1.17,0.992,20,21
1,SUV,19,32,13.5,3,15.007,13.5,51.3,40.5,83.097,0,19,23,47.53,2.83,4.61,1.02,0.993,20,21
2,Small,21,32,4.0,3,9.749,4.0,15.2,12.0,15.242,0,29,32,43.92,1.44,4.77,0.91,0.984,19,23
4,Sedan,19,34,6.0,7,8.723,6.0,22.8,18.0,83.097,0,29,34,11.63,2.38,4.79,1.03,0.965,21,22
2,SUV,19,32,13.5,7,6.532,13.5,51.3,40.5,3.045,0,32,39,39.69,1.12,4.73,1.2,0.978,19,22
5,Sedan,21,31,6.0,7,12.855,6.0,22.8,18.0,86.377,0,31,39,7.18,2.64,4.6,1.22,0.949,21,21
4,Small,19,30,4.0,7,2.576,4.0,15.2,12.0,57.822,0,19,23,46.19,0.58,4.73,1.07,0.963,19,23
1,Small,18,32,4.0,3,9.888,4.0,15.2,12.0,83.097,0,29,32,26.11,3.58,4.7,0.98,0.989,21,21
1,SUV,17,33,13.5,7,13.803,13.5,51.3,40.5,83.097,0,29,33,45.74,1.42,4.8,1.04,0.985,19,21
5,Truck,19,33,17.5,7,8.933,17.5,66.5,52.5,86.377,0,29,33,7.85,3.59,4.66,0.92,0.965,19,22
4,Truck,20,31,17.5,7,14.088,17.5,66.5,52.5,3.045,0,31,39,13.44,0.66,4.66,1.1,0.893,20,23
5,Small,17,31,6.0,3,15.826,4.0,15.2,10.0,86.377,0,17,23,27.46,1.37,4.75,0.99,0.974,21,22
2,Small,19,30,4.0,7,8.701,4.0,15.2,12.0,57.822,0,19,23,16.58,0.62,4.74,1.23,0.907,20,23
3,Sedan,21,29,6.0,3,9.215,6.0,22.8,18.0,83.097,0,29,39,28.83,1.01,4.65,1.07,0.966,20,21
5,Small,18,30,6.0,3,14.512,4.0,15.2,10.0,57.822,0,18,23,16.37,0.92,4.67,1.14,0.936,20,23
1,Truck,19,32,17.5,7,11.043,17.5,66.5,52.5,3.045,0,32,39,19.89,1.89,4.7,1.07,0.974,19,22
4,Sedan,18,33,8.0,7,18.557,6.0,22.8,16.0,3.045,0,18,23,46.52,1.15,4.66,1.1,0.981,20,21
2,Truck,19,31,17.5,3,9.49,17.5,66.5,52.5,57.822,0,19,23,42.29,3.51,4.78,0.97,0.993,20,21
1,Truck,20,31,17.5,7,9.544,17.5,66.5,52.5,83.097,0,31,39,16.9,3.32,4.65,0.98,0.982,19,23
3,Sedan,20,30,7.0,3,15.956,6.0,22.8,17.0,5.938,0,30,39,30.21,1.57,4.64,1.12,0.979,19,23
3,SUV,19,36,13.5,3,3.198,13.5,51.3,40.5,57.822,0,19,23,34.72,2.4,4.63,1.14,0.988,21,21
3,Small,18,32,4.0,3,9.397,4.0,15.2,12.0,5.938,0,32,39,25.81,1.11,4.79,1.15,0.966,21,21
1,Small,21,35,5.0,3,13.189,4.0,15.2,11.0,3.045,0,29,35,36.26,0.8,4.64,0.96,0.966,19,23
3,Sedan,22,32,6.0,7,8.63,6.0,22.8,18.0,57.822,0,29,32,33.97,1.39,4.61,1.1,0.979,19,23
5,Small,22,32,4.0,3,11.455,4.0,15.2,12.0,24.344,0,32,39,26.06,3.18,4.74,1.03,0.988,21,21
3,Sedan,18,30,6.0,7,8.206,6.0,22.8,18.0,57.822,0,30,39,31.38,3.36,4.8,1.09,0.991,20,23
3,Truck,20,32,17.5,3,15.052,17.5,66.5,52.5,24.344,0,20,23,49.56,2.49,4.66,1.24,0.992,19,23
2,Truck,20,33,17.5,7,10.209,17.5,66.5,52.5,3.045,0,20,23,47.0,2.1,4.62,0.99,0.99,19,22
1,Sedan,23,31,6.0,7,4.389,6.0,22.8,18.0,3.045,0,31,39,17.06,1.74,4.74,1.15,0.967,20,23
