NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
4,Small,21,31,4.0,3,8.202,4.0,15.2,12.0,57.822,0,21,23,32.33,2.9,4.76,1.1,0.989,21,22
3,SUV,21,32,13.5,3,12.518,13.5,51.3,40.5,24.344,0,32,39,9.88,1.14,4.74,1.11,0.915,19,22
4,Small,22,32,4.0,7,9.973,4.0,15.2,12.0,83.097,0,29,32,46.02,2.04,4.7,1.14,0.989,19,22
2,SUV,17,35,13.5,3,12.209,13.5,51.3,40.5,83.097,0,29,35,29.0,2.9,4.75,0.99,0.988,21,23
4,SUV,17,34,13.5,3,10.455,13.5,51.3,40.5,10.783,0,34,39,37.12,3.38,4.77,0.91,0.992,21,22
2,Small,19,35,4.0,3,8.494,4.0,15.2,12.0,15.242,0,35,39,39.54,3.18,4.76,1.03,0.992,21,21
2,Small,18,30,4.0,3,10.067,4.0,15.2,12.0,24.344,0,18,23,46.76,0.84,4.75,0.9,0.975,21,22
5,Sedan,19,30,6.0,3,13.893,6.0,22.8,18.0,83.097,0,30,39,15.59,2.98,4.7,1.24,0.979,21,22
5,Sedan,19,31,6.0,7,7.287,6.0,22.8,18.0,86.377,0,19,23,28.19,3.38,4.72,1.1,0.99,20,22
2,SUV,23,33,13.5,3,9.411,13.5,51.3,40.5,3.045,0,29,33,17.88,1.99,4.77,1.19,0.972,21,23
1,Small,17,33,4.0,7,10.397,4.0,15.2,12.0,15.242,0,29,33,49.41,2.93,4.71,0.99,0.993,21,22
2,Small,22,33,4.0,7,11.393,4.0,15.2,12.0,24.344,0,33,39,21.86,3.03,4.67,1.06,0.985,20,23
4,Small,19,35,4.0,3,5.561,4.0,15.2,12.0,15.242,0,29,35,32.62,2.07,4.76,0.91,0.985,19,23
5,SUV,18,33,13.5,7,7.278,13.5,51.3,40.5,5.938,0,33,39,49.64,3.02,4.67,0.96,0.993,19,21
4,Small,20,30,4.0,3,10.098,4.0,15.2,12.0,83.097,0,20,23,25.38,2.39,4.67,1.06,0.984,20,21
5,Sedan,23,29,6.0,7,10.343,6.0,22.8,18.0,57.822,0,29,39,27.15,1.31,4.67,1.11,0.972,20,22
3,Small,17,34,6.0,3,17.111,4.0,15.2,10.0,24.344,0,34,39,18.3,0.53,4.65,1.25,0.902,20,21
4,Truck,20,31,17.5,3,8.105,17.5,66.5,52.5,83.097,0,20,23,24.77,3.48,4.74,1.2,0.988,20,21
3,SUV,17,29,13.5,7,12.774,13.5,51.3,40.5,5.938,0,17,23,32.79,2.45,4.72,1.0,0.988,21,22
1,Sedan,18,34,6.0,3,11.527,6.0,22.8,18.0,57.822,0,18,23,23.16,2.7,4.77,1.09,0.984,20,22
1,Small,17,30,4.0,7,10.353,4.0,15.2,12.0,3.045,0,17,23,25.52,1.38,4.74,1.16,0.972,21,22
3,Sedan,19,31,6.0,7,10.791,6.0,22.8,18.0,83.097,0,19,23,32.45,3.46,4.68,1.12,0.991,20,22
3,SUV,18,31,13.5,7,9.756,13.5,51.3,40.5,86.377,0,31,39,24.81,1.36,4.61,0.99,0.971,21,22
2,Small,18,30,4.0,7,7.109,4.0,15.2,12.0,86.377,0,18,23,24.98,1.4,4.77,1.09,0.972,19,23
4,SUV,17,35,13.5,3,12.282,13.5,51.3,40.5,5.938,0,17,23,9.24,3.17,4.77,1.21,0.966,21,22
5,Sedan,19,31,6.0,3,1.649,6.0,22.8,18.0,5.938,0,31,39,11.57,3.28,4.78,1.08,0.974,21,22
5,SUV,19,31,13.5,7,7.515,13.5,51.3,40.5,57.822,0,19,23,13.85,2.86,4.68,1.12,0.975,21,22
4,Small,18,32,4.0,7,7.689,4.0,15.2,12.0,15.242,0,18,23,47.34,2.83,4.63,1.16,0.993,19,21
5,SUV,20,33,13.5,3,11.986,13.5,51.3,40.5,3.045,0,29,33,23.71,1.0,4.66,1.23,0.959,20,23
5,Small,20,31,5.0,3,13.129,4.0,15.2,11.0,15.242,0,20,23,36.75,0.67,4.76,1.01,0.96,19,22
3,Sedan,18,34,6.0,7,5.989,6.0,22.8,18.0,57.822,0,34,39,36.83,0.62,4.71,0.92,0.957,20,22
3,Small,20,31,4.0,7,6.242,4.0,15.2,12.0,24.344,0,20,23,24.97,3.1,4.64,1.21,0.987,19,23
5,Sedan,18,32,6.0,7,12.136,6.0,22.8,18.0,86.377,0,29,32,17.81,1.68,4.64,0.9,0.967,20,23
5,Sedan,18,32,6.0,3,13.664,6.0,22.8,18.0,83.097,0,18,23,34.45,1.73,4.63,1.01,0.983,20,21
2,Truck,19,30,17.5,3,13.787,17.5,66.5,52.5,15.242,0,19,23,38.56,3.27,4.75,1.21,0.992,19,23
2,Small,20,31,4.0,3,4.889,4.0,15.2,12.0,83.097,0,31,39,35.59,2.82,4.7,1.06,0.99,20,21
1,Sedan,21,31,6.0,7,13.182,6.0,22.8,18.0,3.045,0,21,23,48.66,2.29,4.77,0.99,0.991,20,21
5,SUV,20,32,13.5,3,11.394,13.5,51.3,40.5,15.242,0,29,32,11.03,1.48,4.79,1.02,0.941,21,23
1,Small,21,30,5.0,3,12.948,4.0,15.2,11.0,57.822,0,30,39,39.18,1.05,4.6,1.07,0.976,19,23
1,Small,17,30,4.0,3,7.168,4.0,15.2,12.0,83.097,0,17,23,15.17,0.62,4.6,1.17,0.899,21,21
5,Small,21,30,5.0,3,13.071,4.0,15.2,11.0,24.344,0,30,39,47.75,2.72,4.7,1.16,0.992,20,23
5,Sedan,21,33,6.0,7,9.699,6.0,22.8,18.0,57.822,0,33,39,42.66,2.12,4.73,1.07,0.989,19,21
2,Small,16,31,5.0,7,12.591,4.0,15.2,11.0,86.377,0,31,39,47.12,2.3,4.7,0.99,0.991,21,22
