NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,SUV,17,33,13.5,7,7.098,13.5,51.3,40.5,15.242,0,17,23,44.93,3.16,4.75,1.0,0.993,21,22
3,Small,23,32,4.0,7,11.627,4.0,15.2,12.0,5.938,0,29,32,48.17,3.29,4.66,1.11,0.994,19,22
4,Sedan,20,31,6.0,3,6.525,6.0,22.8,18.0,5.938,0,31,39,17.52,2.58,4.75,1.09,0.978,20,22
3,Small,20,30,4.0,3,9.621,4.0,15.2,12.0,5.938,0,20,23,32.78,1.89,4.8,1.15,0.984,19,22
5,Small,19,30,4.0,7,7.852,4.0,15.2,12.0,3.045,0,30,39,36.76,2.76,4.78,0.98,0.99,21,22
4,Small,17,35,4.0,7,11.649,4.0,15.2,12.0,83.097,0,17,23,15.49,0.93,4.77,0.92,0.933,19,22
4,Small,20,33,4.0,3,4.559,4.0,15.2,12.0,15.242,0,20,23,49.85,2.14,4.71,1.12,0.991,21,23
4,SUV,19,32,13.5,3,8.547,13.5,51.3,40.5,5.938,0,19,23,13.53,2.32,4.74,1.05,0.969,20,22
4,Small,19,30,4.0,3,7.484,4.0,15.2,12.0,24.344,0,19,23,49.7,1.13,4.62,1.18,0.982,21,22
1,Sedan,19,31,6.0,3,6.475,6.0,22.8,18.0,24.344,0,31,39,44.17,1.92,4.71,1.09,0.988,19,22
3,Small,18,29,4.0,3,6.324,4.0,15.2,12.0,24.344,0,29,39,47.69,3.23,4.62,0.91,0.994,21,23
2,Small,19,34,5.0,3,13.199,4.0,15.2,11.0,83.097,0,29,34,9.56,3.22,4.71,1.11,0.968,21,22
5,SUV,17,31,13.5,3,14.542,13.5,51.3,40.5,57.822,0,31,39,34.67,2.47,4.8,1.19,0.988,21,22
3,SUV,24,32,13.5,3,13.824,13.5,51.3,40.5,15.242,0,32,39,19.32,1.48,4.75,0.94,0.966,19,22
5,Sedan,20,30,6.0,7,12.63,6.0,22.8,18.0,15.242,0,30,39,28.73,2.55,4.75,0.96,0.986,19,21
4,Small,19,32,4.0,3,9.122,4.0,15.2,12.0,15.242,0,29,32,30.15,1.82,4.79,0.91,0.982,21,21
1,Sedan,19,29,6.0,3,7.681,6.0,22.8,18.0,5.938,0,19,23,31.02,3.58,4.74,0.93,0.991,21,22
4,Small,18,33,4.0,7,7.675,4.0,15.2,12.0,57.822,0,29,33,19.28,0.54,4.71,1.24,0.908,20,23
1,Small,18,33,4.0,3,10.986,4.0,15.2,12.0,5.938,0,33,39,16.58,1.0,4.77,1.17,0.941,19,22
3,Truck,18,29,17.5,7,7.142,17.5,66.5,52.5,24.344,0,29,39,17.63,1.66,4.8,1.08,0.966,19,23
1,Small,19,34,4.0,3,9.409,4.0,15.2,12.0,57.822,0,19,23,25.74,2.75,4.65,0.95,0.986,19,22
2,Sedan,19,31,7.0,3,16.435,6.0,22.8,17.0,83.097,0,19,23,23.09,2.67,4.68,1.11,0.984,21,23
5,Small,18,31,4.0,7,8.502,4.0,15.2,12.0,5.938,0,31,39,42.16,3.47,4.79,0.99,0.993,19,22
4,Small,19,34,4.0,7,10.947,4.0,15.2,12.0,57.822,0,19,23,29.37,1.62,4.62,1.01,0.979,21,23
2,SUV,18,30,13.5,3,7.734,13.5,51.3,40.5,83.097,0,18,23,18.33,1.07,4.79,1.08,0.95,20,23
5,Sedan,17,31,6.0,7,5.127,6.0,22.8,18.0,83.097,0,31,39,11.15,3.08,4.77,1.18,0.971,21,21
5,Sedan,17,30,6.0,7,8.81,6.0,22.8,18.0,3.045,0,17,23,13.63,1.54,4.72,1.23,0.953,20,21
2,Sedan,17,30,6.0,7,8.694,6.0,22.8,18.0,86.377,0,30,39,24.4,0.72,4.65,1.08,0.945,21,21
4,SUV,19,29,13.5,7,9.732,13.5,51.3,40.5,3.045,0,29,39,43.76,1.34,4.76,1.14,0.983,20,23
5,SUV,18,29,13.5,7,12.439,13.5,51.3,40.5,15.242,0,29,39,43.53,3.2,4.66,1.2,0.993,20,21
4,Sedan,17,30,6.0,3,7.995,6.0,22.8,18.0,5.938,0,30,39,9.04,3.21,4.77,1.24,0.966,19,21
4,Truck,17,29,17.5,7,15.423,17.5,66.5,52.5,15.242,0,29,39,37.57,1.11,4.67,1.09,0.976,20,21
4,Truck,20,32,17.5,3,10.197,17.5,66.5,52.5,86.377,0,32,39,12.59,0.6,4.76,0.96,0.876,19,21
2,Sedan,20,30,6.0,7,10.268,6.0,22.8,18.0,24.344,0,30,39,33.13,0.77,4.77,0.98,0.962,19,23
2,Small,20,33,4.0,7,8.782,4.0,15.2,12.0,10.783,0,20,23,19.63,2.3,4.73,1.04,0.978,20,22
5,Small,20,34,4.0,7,4.369,4.0,15.2,12.0,24.344,0,20,23,39.04,3.06,4.74,1.06,0.992,19,22
5,Truck,20,32,17.5,7,9.211,17.5,66.5,52.5,10.783,0,29,32,23.74,2.84,4.65,1.19,0.985,20,23
4,SUV,17,30,13.5,3,10.049,13.5,51.3,40.5,5.938,0,30,39,30.46,2.08,4.69,1.23,0.984,19,23
4,SUV,20,34,13.5,3,12.352,13.5,51.3,40.5,86.377,0,20,23,19.89,1.88,4.62,0.91,0.974,21,23
1,Small,17,32,4.0,7,10.478,4.0,15.2,12.0,10.783,0,17,23,32.04,1.58,4.61,1.15,0.98,19,23
4,SUV,18,32,13.5,7,13.647,13.5,51.3,40.5,86.377,0,29,32,49.43,3.46,4.7,0.99,0.994,19,21
3,Truck,18,31,17.5,3,9.303,17.5,66.5,52.5,5.938,0,18,23,46.09,1.04,4.62,1.16,0.979,21,21
4,Truck,20,30,17.5,3,4.582,17.5,66.5,52.5,24.344,0,30,39,23.18,1.65,4.77,1.16,0.974,21,23
5,Truck,16,32,17.5,3,15.891,17.5,66.5,52.5,10.783,0,29,32,22.33,1.78,4.77,0.99,0.975,21,21
3,Sedan,22,31,6.0,3,13.227,6.0,22.8,18.0,10.783,0,31,39,28.42,1.23,4.64,1.2,0.972,19,21
5,Sedan,19,33,7.0,3,16.464,6.0,22.8,17.0,15.242,0,29,33,8.8,1.51,4.63,1.15,0.928,19,23
2,Small,21,31,4.0,3,10.71,4.0,15.2,12.0,83.097,0,21,23,28.65,1.31,4.73,1.11,0.974,19,23
2,Truck,19,33,17.5,3,15.193,17.5,66.5,52.5,5.938,0,29,33,24.32,0.61,4.68,1.06,0.935,20,21
3,Sedan,21,31,6.0,3,12.729,6.0,22.8,18.0,5.938,0,31,39,48.43,1.92,4.62,1.17,0.989,19,21
1,Small,22,35,4.0,7,10.845,4.0,15.2,12.0,86.377,0,35,39,27.68,1.53,4.7,0.9,0.977,20,21
5,Sedan,18,30,6.0,7,11.696,6.0,22.8,18.0,3.045,0,30,39,21.79,1.56,4.63,1.12,0.971,19,22
2,Sedan,18,31,6.0,3,5.612,6.0,22.8,18.0,10.783,0,31,39,38.48,0.53,4.79,1.04,0.952,21,22
