NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,SUV,20,30,13.5,3,13.105,13.5,51.3,40.5,57.822,0,30,39,41.58,1.66,4.65,0.91,0.986,21,21
3,Small,21,33,4.0,3,10.608,4.0,15.2,12.0,15.242,0,33,39,14.59,3.01,4.73,0.98,0.977,20,21
4,Small,18,30,4.0,3,10.391,4.0,15.2,12.0,24.344,0,18,23,24.51,1.31,4.68,0.94,0.969,21,21
4,Small,19,33,5.0,7,13.562,4.0,15.2,11.0,10.783,0,29,33,43.35,1.53,4.77,1.12,0.985,20,22
4,Small,20,30,4.0,3,6.798,4.0,15.2,12.0,10.783,0,30,39,16.06,2.37,4.65,1.23,0.974,20,23
1,SUV,19,33,13.5,7,10.99,13.5,51.3,40.5,3.045,0,29,33,7.33,1.91,4.63,1.23,0.931,19,21
2,Sedan,16,32,6.0,3,10.368,6.0,22.8,18.0,83.097,0,29,32,26.25,2.05,4.76,1.1,0.982,19,22
4,Small,18,31,4.0,3,11.642,4.0,15.2,12.0,5.938,0,31,39,26.82,3.6,4.73,1.17,0.99,20,23
5,Sedan,19,35,6.0,7,9.573,6.0,22.8,18.0,57.822,0,35,39,42.43,1.33,4.74,1.15,0.982,21,22
4,Sedan,22,32,6.0,7,5.884,6.0,22.8,18.0,24.344,0,32,39,23.5,1.2,4.78,0.93,0.965,20,21
1,Small,16,32,4.0,7,11.49,4.0,15.2,12.0,83.097,0,32,39,35.42,0.99,4.79,1.02,0.972,20,23
5,Sedan,18,33,6.0,7,11.936,6.0,22.8,18.0,10.783,0,18,23,43.51,0.69,4.68,1.18,0.967,20,23
5,Small,19,32,4.0,3,8.594,4.0,15.2,12.0,5.938,0,29,32,32.8,2.85,4.72,1.08,0.989,21,21
1,Sedan,21,29,6.0,7,10.426,6.0,22.8,18.0,15.242,0,21,23,21.67,2.43,4.6,0.96,0.981,21,22
3,SUV,19,29,13.5,3,9.249,13.5,51.3,40.5,15.242,0,29,39,35.88,1.83,4.68,1.16,0.985,19,21
4,SUV,21,31,13.5,3,7.572,13.5,51.3,40.5,57.822,0,21,23,46.76,1.97,4.74,1.25,0.989,20,23
4,Small,18,32,4.0,7,5.254,4.0,15.2,12.0,83.097,0,32,39,30.81,1.75,4.8,0.95,0.982,19,21
3,Sedan,20,34,6.0,3,8.153,6.0,22.8,18.0,86.377,0,34,39,15.96,2.65,4.7,1.1,0.977,20,22
4,SUV,18,33,13.5,7,9.068,13.5,51.3,40.5,83.097,0,33,39,39.81,0.78,4.71,0.94,0.968,21,21
1,Small,21,34,4.0,7,9.091,4.0,15.2,12.0,86.377,0,21,23,48.71,3.38,4.72,1.1,0.994,21,23
3,Small,17,31,4.0,3,9.265,4.0,15.2,12.0,83.097,0,31,39,40.26,0.91,4.72,1.21,0.973,19,21
3,Small,19,29,5.0,3,14.016,4.0,15.2,11.0,57.822,0,29,39,31.76,3.25,4.71,1.18,0.99,19,23
5,Small,19,33,4.0,7,7.217,4.0,15.2,12.0,86.377,0,19,23,10.89,0.57,4.67,1.09,0.851,19,21
3,Truck,16,34,17.5,3,13.502,17.5,66.5,52.5,3.045,0,16,23,11.52,0.97,4.69,0.99,0.914,20,22
4,SUV,18,31,13.5,7,15.163,13.5,51.3,40.5,83.097,0,31,39,17.78,1.11,4.75,1.1,0.951,20,21
5,SUV,19,30,13.5,7,17.212,13.5,51.3,40.5,24.344,0,19,23,12.88,1.76,4.75,1.1,0.957,21,21
5,Sedan,18,29,7.0,3,15.419,6.0,22.8,17.0,3.045,0,29,39,13.21,1.45,4.77,1.02,0.949,21,23
4,Sedan,18,31,6.0,7,9.344,6.0,22.8,18.0,57.822,0,31,39,49.06,1.75,4.76,1.22,0.988,21,22
2,SUV,23,33,13.5,7,13.635,13.5,51.3,40.5,15.242,0,33,39,46.34,3.27,4.69,1.01,0.993,21,21
3,Truck,18,32,17.5,7,12.793,17.5,66.5,52.5,24.344,0,18,23,15.29,1.99,4.69,1.17,0.968,20,21
4,Small,17,29,4.0,7,5.515,4.0,15.2,12.0,24.344,0,29,39,7.56,2.1,4.76,1.1,0.939,21,22
4,Truck,19,31,17.5,7,7.522,17.5,66.5,52.5,24.344,0,19,23,43.13,2.39,4.63,1.18,0.99,21,21
4,SUV,21,31,13.5,7,10.343,13.5,51.3,40.5,83.097,0,31,39,31.81,1.84,4.67,1.0,0.983,19,23
3,Small,20,33,4.0,7,9.462,4.0,15.2,12.0,15.242,0,20,23,12.85,1.21,4.62,1.24,0.938,20,21
5,SUV,16,31,13.5,7,10.363,13.5,51.3,40.5,57.822,0,31,39,12.45,1.1,4.68,0.93,0.93,21,21
4,Small,20,34,6.0,3,14.61,4.0,15.2,10.0,15.242,0,29,34,30.22,0.6,4.65,1.06,0.946,19,23
3,SUV,19,30,13.5,7,7.701,13.5,51.3,40.5,10.783,0,30,39,43.21,3.22,4.69,0.97,0.993,21,22
3,Small,23,30,4.0,7,3.951,4.0,15.2,12.0,15.242,0,30,39,40.5,1.23,4.73,1.24,0.98,20,21
1,SUV,18,30,13.5,7,6.495,13.5,51.3,40.5,24.344,0,30,39,48.56,3.51,4.74,1.24,0.994,19,22
4,Truck,20,29,17.5,3,14.699,17.5,66.5,52.5,10.783,0,29,39,38.54,2.29,4.7,1.23,0.989,21,22
1,Small,19,32,4.0,3,5.657,4.0,15.2,12.0,3.045,0,29,32,44.52,1.12,4.76,1.17,0.98,20,21
1,Sedan,20,31,7.0,7,15.315,6.0,22.8,17.0,15.242,0,31,39,39.75,3.51,4.79,0.99,0.993,21,23
4,Small,19,33,4.0,7,9.784,4.0,15.2,12.0,24.344,0,33,39,42.99,3.39,4.8,0.98,0.993,20,23
3,Small,22,31,4.0,3,9.038,4.0,15.2,12.0,10.783,0,31,39,36.27,2.7,4.72,0.97,0.99,20,21
1,Small,22,34,5.0,3,12.209,4.0,15.2,11.0,5.938,0,34,39,14.75,0.96,4.71,1.04,0.932,20,22
3,Small,16,33,4.0,3,9.247,4.0,15.2,12.0,24.344,0,29,33,17.74,3.43,4.62,1.03,0.984,21,21
2,Sedan,19,32,6.0,7,11.189,6.0,22.8,18.0,10.783,0,29,32,24.59,1.49,4.75,1.09,0.973,21,22
4,Small,21,29,4.0,7,8.518,4.0,15.2,12.0,24.344,0,29,39,44.59,1.12,4.63,1.05,0.98,21,21
5,Small,22,32,4.0,3,11.768,4.0,15.2,12.0,3.045,0,32,39,10.56,1.8,4.63,1.02,0.949,21,21
5,Small,21,33,4.0,7,9.044,4.0,15.2,12.0,10.783,0,21,23,9.12,2.26,4.61,1.21,0.953,20,21
2,Small,18,31,6.0,7,15.43,4.0,15.2,10.0,5.938,0,31,39,47.21,2.58,4.77,1.25,0.992,19,23
1,SUV,22,32,13.5,3,10.192,13.5,51.3,40.5,57.822,0,29,32,12.85,3.15,4.64,1.11,0.976,19,23
5,SUV,21,31,13.5,3,9.453,13.5,51.3,40.5,5.938,0,31,39,20.18,1.82,4.62,1.08,0.973,21,21
2,Truck,21,32,17.5,3,5.156,17.5,66.5,52.5,86.377,0,32,39,16.34,3.13,4.71,1.07,0.981,21,22
5,Truck,18,33,17.5,7,12.34,17.5,66.5,52.5,83.097,0,29,33,15.83,2.57,4.8,0.96,0.976,21,21
2,Small,16,31,4.0,7,5.291,4.0,15.2,12.0,83.097,0,31,39,28.73,1.1,4.61,1.14,0.969,20,23
5,SUV,20,32,13.5,3,10.235,13.5,51.3,40.5,10.783,0,32,39,27.9,2.95,4.73,1.14,0.988,21,22
2,Small,23,32,5.0,7,12.316,4.0,15.2,11.0,5.938,0,32,39,10.96,1.21,4.67,0.9,0.927,21,21
2,Small,18,29,4.0,7,5.196,4.0,15.2,12.0,15.242,0,18,23,20.24,3.29,4.62,1.17,0.985,21,23
1,Sedan,20,30,6.0,7,9.647,6.0,22.8,18.0,5.938,0,20,23,21.76,0.92,4.74,1.01,0.951,20,21
2,Sedan,18,31,6.0,3,12.08,6.0,22.8,18.0,10.783,0,31,39,24.91,2.04,4.67,1.14,0.981,19,23
5,Sedan,21,32,6.0,7,6.027,6.0,22.8,18.0,15.242,0,21,23,39.22,1.03,4.78,1.11,0.976,19,23
3,Small,20,31,4.0,3,6.147,4.0,15.2,12.0,10.783,0,31,39,9.07,2.18,4.74,0.92,0.951,21,22
5,Small,22,32,4.0,3,5.581,4.0,15.2,12.0,5.938,0,32,39,45.85,1.72,4.72,0.95,0.987,20,23
4,Small,19,31,4.0,3,8.582,4.0,15.2,12.0,10.783,0,19,23,18.75,2.37,4.68,0.99,0.978,20,21
