NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
5,Small,22,34,4.0,7,4.165,4.0,15.2,12.0,10.783,0,34,39,23.31,0.67,4.66,1.12,0.938,20,23
1,Small,21,29,4.0,3,11.47,4.0,15.2,12.0,5.938,0,21,23,48.37,1.77,4.8,0.92,0.988,20,22
5,SUV,23,31,13.5,3,10.407,13.5,51.3,40.5,86.377,0,31,39,39.98,3.55,4.62,1.09,0.993,20,21
5,SUV,18,31,13.5,3,6.523,13.5,51.3,40.5,24.344,0,31,39,22.51,2.49,4.71,0.91,0.982,21,22
1,Small,17,31,4.0,7,10.444,4.0,15.2,12.0,5.938,0,31,39,43.26,3.04,4.76,1.21,0.992,20,21
5,Small,17,32,4.0,7,11.598,4.0,15.2,12.0,3.045,0,17,23,30.87,3.43,4.77,1.12,0.991,21,21
1,Sedan,23,32,6.0,3,11.437,6.0,22.8,18.0,24.344,0,32,39,13.25,1.86,4.68,1.11,0.96,20,22
2,Truck,22,29,17.5,3,11.948,17.5,66.5,52.5,15.242,0,29,39,9.18,3.3,4.71,1.21,0.968,19,21
5,Small,19,31,5.0,7,13.457,4.0,15.2,11.0,24.344,0,19,23,44.38,1.68,4.79,1.14,0.987,21,23
2,Small,20,31,4.0,3,8.793,4.0,15.2,12.0,24.344,0,31,39,28.35,0.85,4.74,1.07,0.959,21,22
3,Truck,19,32,17.5,7,11.835,17.5,66.5,52.5,24.344,0,29,32,36.98,1.74,4.74,1.0,0.985,20,21
1,Small,21,33,4.0,3,10.17,4.0,15.2,12.0,86.377,0,33,39,39.61,1.63,4.67,1.24,0.985,19,21
2,Small,16,30,4.0,7,9.673,4.0,15.2,12.0,86.377,0,16,23,7.96,3.25,4.66,0.91,0.962,20,21
5,Small,22,29,4.0,3,10.81,4.0,15.2,12.0,83.097,0,29,39,20.73,3.53,4.76,1.0,0.986,21,21
2,SUV,18,34,13.5,3,10.363,13.5,51.3,40.5,83.097,0,29,34,12.49,0.84,4.78,0.95,0.909,21,22
3,SUV,21,29,13.5,3,10.019,13.5,51.3,40.5,83.097,0,21,23,25.53,3.52,4.71,0.97,0.989,19,22
4,Small,18,33,4.0,7,5.978,4.0,15.2,12.0,57.822,0,18,23,10.33,2.0,4.69,1.23,0.953,20,23
5,Small,23,31,5.0,7,12.779,4.0,15.2,11.0,5.938,0,31,39,8.25,3.41,4.62,1.09,0.965,20,22
2,SUV,21,35,13.5,7,10.36,13.5,51.3,40.5,15.242,0,29,35,34.72,1.91,4.65,1.0,0.985,20,21
5,Small,23,30,4.0,3,8.864,4.0,15.2,12.0,3.045,0,30,39,29.6,0.65,4.79,1.22,0.949,21,22
3,Small,18,29,4.0,3,10.492,4.0,15.2,12.0,86.377,0,18,23,41.14,2.33,4.77,1.02,0.99,20,22
