set N :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;

set M :=  1 2 3 4 5 6 7 8 9 10 ;

set T :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 ;

param arrival := 
    1 5
    2 8
    3 6
    4 7
    5 9
    6 9
    7 6
    8 7
    9 12
    10 6
    11 10
    12 8
    13 8
    14 10
    15 8
 ;

param depart := 
    1 17
    2 17
    3 21
    4 22
    5 21
    6 20
    7 16
    8 18
    9 21
    10 19
    11 20
    12 17
    13 20
    14 20
    15 20
 ;

param TFC := 
    1 1 4
    2 1 4
    3 1 1
    4 1 6
    5 1 4
    6 1 7
    7 1 4
    8 1 4
    9 1 6
    10 1 5
    11 1 5
    12 1 4
    13 1 3
    14 1 6
    15 1 4
    1 2 4
    2 2 4
    3 2 1
    4 2 6
    5 2 4
    6 2 7
    7 2 4
    8 2 4
    9 2 6
    10 2 5
    11 2 5
    12 2 4
    13 2 3
    14 2 6
    15 2 4
    1 3 4
    2 3 4
    3 3 1
    4 3 6
    5 3 4
    6 3 7
    7 3 4
    8 3 4
    9 3 6
    10 3 5
    11 3 5
    12 3 4
    13 3 3
    14 3 6
    15 3 4
    1 4 4
    2 4 4
    3 4 1
    4 4 6
    5 4 4
    6 4 7
    7 4 4
    8 4 4
    9 4 6
    10 4 5
    11 4 5
    12 4 4
    13 4 3
    14 4 6
    15 4 4
    1 5 4
    2 5 4
    3 5 1
    4 5 6
    5 5 4
    6 5 7
    7 5 4
    8 5 4
    9 5 6
    10 5 5
    11 5 5
    12 5 4
    13 5 3
    14 5 6
    15 5 4
    1 6 2
    2 6 2
    3 6 1
    4 6 3
    5 6 2
    6 6 4
    7 6 2
    8 6 2
    9 6 3
    10 6 3
    11 6 3
    12 6 2
    13 6 2
    14 6 3
    15 6 2
    1 7 2
    2 7 2
    3 7 1
    4 7 3
    5 7 2
    6 7 4
    7 7 2
    8 7 2
    9 7 3
    10 7 3
    11 7 3
    12 7 2
    13 7 2
    14 7 3
    15 7 2
    1 8 2
    2 8 2
    3 8 1
    4 8 3
    5 8 2
    6 8 4
    7 8 2
    8 8 2
    9 8 3
    10 8 3
    11 8 3
    12 8 2
    13 8 2
    14 8 3
    15 8 2
    1 9 2
    2 9 2
    3 9 1
    4 9 2
    5 9 2
    6 9 2
    7 9 1
    8 9 2
    9 9 2
    10 9 1
    11 9 2
    12 9 2
    13 9 1
    14 9 2
    15 9 2
    1 10 2
    2 10 2
    3 10 1
    4 10 2
    5 10 2
    6 10 2
    7 10 1
    8 10 2
    9 10 2
    10 10 1
    11 10 2
    12 10 2
    13 10 1
    14 10 2
    15 10 2
 ;

param installed_cost := 
    1 1000
    2 1000
    3 1000
    4 1000
    5 1000
    6 1500
    7 1500
    8 1500
    9 2200
    10 2200
 ;

param number_of_timeslot := 24 ;
