set N :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;

set M :=  1 2 3 4 5 6 7 8 9 10 ;

set T :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 ;

param arrival := 
    1 12
    2 10
    3 12
    4 10
    5 10
    6 11
    7 7
    8 9
    9 11
    10 8
    11 7
    12 3
    13 11
    14 10
    15 11
 ;

param depart := 
    1 20
    2 19
    3 19
    4 23
    5 18
    6 18
    7 21
    8 21
    9 17
    10 20
    11 20
    12 18
    13 22
    14 19
    15 19
 ;

param TFC := 
    1 1 6
    2 1 5
    3 1 6
    4 1 4
    5 1 6
    6 1 6
    7 1 2
    8 1 3
    9 1 2
    10 1 1
    11 1 3
    12 1 3
    13 1 2
    14 1 3
    15 1 4
    1 2 6
    2 2 5
    3 2 6
    4 2 4
    5 2 6
    6 2 6
    7 2 2
    8 2 3
    9 2 2
    10 2 1
    11 2 3
    12 2 3
    13 2 2
    14 2 3
    15 2 4
    1 3 6
    2 3 5
    3 3 6
    4 3 4
    5 3 6
    6 3 6
    7 3 2
    8 3 3
    9 3 2
    10 3 1
    11 3 3
    12 3 3
    13 3 2
    14 3 3
    15 3 4
    1 4 6
    2 4 5
    3 4 6
    4 4 4
    5 4 6
    6 4 6
    7 4 2
    8 4 3
    9 4 2
    10 4 1
    11 4 3
    12 4 3
    13 4 2
    14 4 3
    15 4 4
    1 5 6
    2 5 5
    3 5 6
    4 5 4
    5 5 6
    6 5 6
    7 5 2
    8 5 3
    9 5 2
    10 5 1
    11 5 3
    12 5 3
    13 5 2
    14 5 3
    15 5 4
    1 6 3
    2 6 3
    3 6 3
    4 6 2
    5 6 3
    6 6 3
    7 6 1
    8 6 2
    9 6 1
    10 6 1
    11 6 2
    12 6 2
    13 6 1
    14 6 2
    15 6 2
    1 7 3
    2 7 3
    3 7 3
    4 7 2
    5 7 3
    6 7 3
    7 7 1
    8 7 2
    9 7 1
    10 7 1
    11 7 2
    12 7 2
    13 7 1
    14 7 2
    15 7 2
    1 8 3
    2 8 3
    3 8 3
    4 8 2
    5 8 3
    6 8 3
    7 8 1
    8 8 2
    9 8 1
    10 8 1
    11 8 2
    12 8 2
    13 8 1
    14 8 2
    15 8 2
    1 9 2
    2 9 1
    3 9 2
    4 9 2
    5 9 2
    6 9 2
    7 9 1
    8 9 2
    9 9 1
    10 9 1
    11 9 2
    12 9 2
    13 9 1
    14 9 1
    15 9 2
    1 10 2
    2 10 1
    3 10 2
    4 10 2
    5 10 2
    6 10 2
    7 10 1
    8 10 2
    9 10 1
    10 10 1
    11 10 2
    12 10 2
    13 10 1
    14 10 1
    15 10 2
 ;

param installed_cost := 
    1 1000
    2 1000
    3 1000
    4 1000
    5 1000
    6 1500
    7 1500
    8 1500
    9 2200
    10 2200
 ;

param number_of_timeslot := 24 ;
