NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
2,Small,20,31,5.0,3,12.367,4.0,15.2,11.0,86.377,0,31,39,46.04,2.39,4.79,1.19,0.991,19,23
1,Sedan,21,29,7.0,7,15.843,6.0,22.8,17.0,3.045,0,29,39,18.29,3.15,4.76,0.95,0.983,19,22
3,Sedan,18,34,6.0,7,9.001,6.0,22.8,18.0,10.783,0,34,39,35.17,3.43,4.74,1.16,0.992,20,21
1,Small,19,29,4.0,7,10.252,4.0,15.2,12.0,24.344,0,29,39,43.07,0.79,4.6,1.17,0.971,21,22
2,Small,17,30,6.0,3,14.526,4.0,15.2,10.0,57.822,0,17,23,32.04,2.89,4.6,0.93,0.989,21,22
5,SUV,23,34,13.5,7,7.915,13.5,51.3,40.5,15.242,0,34,39,14.61,2.7,4.74,1.03,0.975,20,22
1,Small,22,29,4.0,3,11.457,4.0,15.2,12.0,5.938,0,29,39,14.73,2.8,4.77,1.21,0.976,19,23
2,Small,17,30,5.0,3,13.912,4.0,15.2,11.0,5.938,0,17,23,32.68,1.27,4.7,0.95,0.976,20,23
4,Sedan,16,30,6.0,3,3.399,6.0,22.8,18.0,15.242,0,30,39,46.68,0.74,4.7,1.09,0.971,21,23
4,Sedan,20,33,6.0,7,7.358,6.0,22.8,18.0,5.938,0,29,33,16.1,0.74,4.7,1.24,0.919,21,22
3,Small,20,31,4.0,3,5.662,4.0,15.2,12.0,24.344,0,20,23,40.73,2.37,4.66,1.06,0.99,21,23
3,Small,19,32,4.0,7,9.243,4.0,15.2,12.0,10.783,0,29,32,41.57,0.61,4.79,0.93,0.961,20,22
5,Small,19,32,4.0,3,7.44,4.0,15.2,12.0,83.097,0,29,32,33.36,2.1,4.62,1.01,0.986,21,21
2,Sedan,17,30,6.0,3,9.973,6.0,22.8,18.0,5.938,0,17,23,29.01,3.32,4.72,1.2,0.99,20,23
3,Small,21,31,4.0,7,6.308,4.0,15.2,12.0,57.822,0,31,39,12.97,3.13,4.72,1.04,0.976,20,23
3,Sedan,18,32,6.0,3,8.392,6.0,22.8,18.0,24.344,0,18,23,40.98,3.37,4.61,1.07,0.993,20,22
5,Sedan,21,32,8.0,3,17.773,6.0,22.8,16.0,15.242,0,29,32,25.12,0.69,4.73,0.98,0.944,19,22
4,Small,21,34,5.0,3,14.211,4.0,15.2,11.0,86.377,0,29,34,43.84,2.41,4.61,0.97,0.991,20,23
2,Small,22,32,6.0,3,16.773,4.0,15.2,10.0,24.344,0,32,39,13.78,1.88,4.61,1.21,0.962,19,23
5,Sedan,21,29,6.0,7,10.037,6.0,22.8,18.0,5.938,0,21,23,35.87,1.56,4.7,0.96,0.982,21,23
