NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,Sedan,21,32,6.0,3,10.423,6.0,22.8,18.0,86.377,0,21,23,9.43,3.48,4.68,1.24,0.97,19,21
1,Sedan,17,31,6.0,3,8.508,6.0,22.8,18.0,57.822,0,17,23,28.5,3.15,4.65,0.93,0.989,20,22
3,Small,22,32,4.0,7,7.263,4.0,15.2,12.0,57.822,0,29,32,32.15,2.72,4.74,1.18,0.989,20,21
4,SUV,21,32,13.5,7,4.301,13.5,51.3,40.5,5.938,0,29,32,34.87,2.89,4.61,1.14,0.99,20,21
4,Sedan,18,30,6.0,7,7.703,6.0,22.8,18.0,15.242,0,30,39,12.74,1.4,4.75,1.13,0.945,21,21
4,SUV,18,29,13.5,7,8.685,13.5,51.3,40.5,3.045,0,29,39,45.87,2.36,4.6,1.13,0.991,21,23
5,Small,19,29,4.0,7,9.227,4.0,15.2,12.0,15.242,0,29,39,49.9,1.44,4.79,1.25,0.986,19,21
3,SUV,19,32,13.5,7,15.943,13.5,51.3,40.5,5.938,0,29,32,26.13,0.53,4.69,1.08,0.93,19,21
4,SUV,18,32,13.5,7,7.491,13.5,51.3,40.5,15.242,0,32,39,35.41,2.63,4.76,1.19,0.989,19,23
2,Small,22,32,5.0,3,11.936,4.0,15.2,11.0,24.344,0,32,39,22.28,2.6,4.61,1.11,0.983,19,21
1,Small,18,33,4.0,3,9.161,4.0,15.2,12.0,3.045,0,18,23,15.36,0.81,4.62,1.21,0.923,19,22
1,Small,19,35,4.0,3,8.177,4.0,15.2,12.0,5.938,0,35,39,19.24,2.81,4.66,1.23,0.982,19,22
2,Truck,20,32,17.5,7,6.895,17.5,66.5,52.5,15.242,0,20,23,25.91,2.59,4.67,1.01,0.985,20,22
2,Truck,23,31,17.5,3,4.276,17.5,66.5,52.5,3.045,0,31,39,30.55,2.41,4.68,0.96,0.987,20,23
1,Sedan,18,30,6.0,3,11.921,6.0,22.8,18.0,10.783,0,30,39,7.28,2.24,4.74,0.92,0.941,20,23
2,Sedan,17,35,6.0,7,8.25,6.0,22.8,18.0,15.242,0,29,35,45.22,2.31,4.61,1.16,0.99,19,21
4,SUV,22,31,13.5,3,2.253,13.5,51.3,40.5,24.344,0,31,39,24.01,3.53,4.8,0.92,0.988,19,22
5,Small,19,31,6.0,3,15.099,4.0,15.2,10.0,3.045,0,19,23,36.47,1.77,4.64,1.02,0.985,20,21
2,SUV,22,32,13.5,3,9.562,13.5,51.3,40.5,57.822,0,32,39,42.21,0.89,4.76,1.1,0.974,20,23
3,Truck,20,31,17.5,7,7.569,17.5,66.5,52.5,10.783,0,31,39,14.49,1.51,4.76,1.24,0.955,21,21
