Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,Gen4,Gen5,Gen6,Gen7,Gen8,Gen9,Gen10,CDA1_supply,CDA2_supply,CDA3_supply,CDA4_supply,CDA5_supply,CDA6_supply,CDA7_supply,CDA8_supply,CDA9_supply,CDA10_supply,CDA11_supply,CDA12_supply,CDA13_supply,CDA14_supply,CDA15_supply,CDA16_supply,CDA1_demand,CDA2_demand,CDA3_demand,CDA4_demand,CDA5_demand,CDA6_demand,CDA7_demand,CDA8_demand,CDA9_demand,CDA10_demand,CDA11_demand,CDA12_demand,CDA13_demand,CDA14_demand,CDA15_demand,CDA16_demand,Bus1_price,Bus2_price,Bus3_price,Bus4_price,Bus5_price,Bus6_price,Bus7_price,Bus8_price,Bus9_price,Bus10_price,Bus11_price,Bus12_price,Bus13_price,Bus14_price,Bus15_price,Bus16_price,Bus17_price,Bus18_price,Bus19_price,Bus20_price,Bus21_price,Bus22_price,Bus23_price,Bus24_price,Theta_bus_1,Theta_bus_2,Theta_bus_3,Theta_bus_4,Theta_bus_5,Theta_bus_6,Theta_bus_7,Theta_bus_8,Theta_bus_9,Theta_bus_10,Theta_bus_11,Theta_bus_12,Theta_bus_13,Theta_bus_14,Theta_bus_15,Theta_bus_16,Theta_bus_17,Theta_bus_18,Theta_bus_19,Theta_bus_20,Theta_bus_21,Theta_bus_22,Theta_bus_23,Theta_bus_24
0,0.029876275424826345,0.0,0.029876275424826345,0.0,0.08914893617021279,0.0,0.010020921419064658,0.029116000000000003,0.1732348908,0.0027579941410143085,0.0087,0.013479275424826317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.003648,0.005291,0.002118,0.009232999999999998,0.005837,0.002767,0.002957,0.00958,5.9e-05,0.001524,0.004835,0.007622,0.003054,0.009619,0.009731,0.006394,0.006357,0.009961,0.004231,0.002498,0.004192,0.004236,0.004024,0.001759,0.003804,0.000204,0.005382,0.005359,0.0099,0.000913,0.001214,24.000000000000604,24.000000000000608,24.000000000000608,24.00000000000061,24.00000000000062,24.000000000000632,24.000000000000636,24.000000000000636,24.000000000000618,24.00000000000064,24.00000000000063,24.000000000000643,24.000000000000632,24.00000000000061,24.00000000000059,24.000000000000597,24.00000000000057,24.00000000000057,24.000000000000593,24.00000000000059,24.000000000000572,24.00000000000057,24.00000000000059,24.000000000000597,0.0,3.3542894921708026e-05,-0.0009752658968363204,-0.0007839612105741781,-4.7593967324861125e-05,-0.00046749225021663204,-0.003831593214879256,-0.003735814269295259,-0.0012186116464039,-0.0007300096284120201,-0.0008253290236983753,-0.0008119841235278235,-0.0008081502214506986,-0.0006892149899983646,-0.0006664368567911638,-0.0005778298964503523,-0.0006961092876210489,-0.0007580813725748915,-0.0003611212020494966,-0.0003498537708467712,-0.0007249192092807887,-0.0007135981471618562,-0.0004390276692961248,-0.0007857727507658454
0,0.07030700000000004,0.0,0.07030700000000004,0.0,0.23245509220405353,0.0,0.0,0.1806779999999999,0.292843804,0.0029068962040529754,0.0116,0.0092,0.030299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002232,0.002095,0.008608,0.007299,0.008612999999999999,0.009347,0.007711,0.004204,0.000502,0.007535,0.006695,0.00731,0.002164,0.006096,0.005752,0.002393,0.00275,0.003702,0.009711,0.005393,0.004431,0.005228,3.5e-05,0.001273,0.00518,0.003518,0.001262,0.004356,0.001851,0.00621,0.00836,0.006089,40.000000000000234,40.000000000000426,40.00000000000014,40.000000000000306,40.00000000000027,40.00000000000034,40.0,40.00000000000027,40.00000000000021,40.00000000000031,40.000000000000185,40.0000000000002,40.00000000000017,40.000000000000114,40.00000000000003,40.00000000000003,39.999999999999986,39.999999999999986,40.00000000000006,40.000000000000085,39.99999999999999,39.999999999999986,40.0000000000001,40.00000000000008,0.0,-1.7772756003634422e-05,-0.0010190811248458659,-0.0006596479287652196,-0.0004844718101713761,-0.0008535128713091996,-0.0017604672462593232,-0.004236506209838547,-0.0013966412298028028,-0.0013796802077408648,-0.0012028826849269164,-0.0012899974441173123,-0.00117810431944234,-0.001036587664657978,-0.0010806345436061432,-0.0011274315871529525,-0.0011124703674227244,-0.0011055400124699614,-0.0012475200770102413,-0.0012987568868673338,-0.0010976379615221725,-0.0011034664601399951,-0.0012856302788444504,-0.0010568494350105216
0,0.03829099999999999,0.0,0.03829099999999999,0.0,0.0,0.09597592846304519,0.0,0.09501469999999997,0.38661781399999995,0.0027465855369546177,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006767,0.009367,0.007207,0.003117,0.0005059999999999986,0.007162,0.00262,0.006773,0.008483,0.009534,0.00218,0.008517,0.007246,0.009476,0.009996,0.005508,0.007365,0.00267,0.000115,0.002012,0.005503,0.002043,0.006371,0.009404,0.002492,0.008534,0.00564,0.002684,0.004842,0.007401,0.009508,0.001584,11.00000000000001,11.000000000000021,10.99999999999995,10.999999999999982,10.999999999999982,10.999999999999968,10.999999999999954,10.999999999999954,10.999999999999952,10.999999999999952,10.999999999999922,10.99999999999994,10.999999999999922,10.999999999999911,10.9999999999999,10.9999999999999,10.999999999999892,10.99999999999989,10.999999999999908,10.999999999999917,10.999999999999892,10.9999999999999,10.999999999999922,10.999999999999922,0.0,-1.8620616740501044e-05,-0.00029607361611268593,-0.0006913281651272569,-0.0007992899693755652,-0.0006359712809876341,-0.005209743123348198,-0.004965177551608529,-0.0013646491870312385,-0.0011579461107095524,-0.0010040191718981577,-0.0010035408514892982,-0.0008993404938847632,-0.000834443932222117,-0.00029590712803037773,-0.0003924692906299988,-0.0003321710481075514,-0.000301889902200331,-0.00045963065197409303,-0.0005278008872518247,-0.0003013280633695535,-0.0003134480319788439,-0.0006093608770042696,-0.0002959714613720074
0,0.044190000000000104,0.0,0.044190000000000104,0.0,0.0,0.04875713485722322,6.973588373426765e-19,0.0751153,0.4183986481,0.002856813242776789,0.0084,0.0084,0.0206,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.000869,0.006091,0.00537,0.006499,0.00836,0.003958,0.005517,0.006155,0.008014,0.007475,0.007669,0.000867,0.005246,0.00211,0.002695,0.000932,0.008922,0.00648,0.006817,0.009951,0.009993,0.002387,0.007412,0.009028,0.004565,0.00419,0.006995,0.008307,0.009766,0.002078,0.006723,0.005523,56.000000000000036,56.00000000000005,56.000000000000014,56.00000000000006,56.00000000000007,56.000000000000085,56.0000000000001,56.0000000000001,56.00000000000007,56.0000000000001,56.000000000000114,56.00000000000013,56.00000000000018,56.00000000000008,56.00000000000004,56.00000000000004,56.00000000000003,56.00000000000002,56.00000000000006,56.00000000000007,56.00000000000002,56.00000000000003,56.000000000000085,56.00000000000004,0.0,5.4490901301186525e-05,-0.0004954340312906486,-0.00045145379646747605,-0.00017054004871649875,-5.7769047619025234e-05,-0.0013637593312617513,-0.002583327185004889,-0.0004824383417183118,-0.00019378363586095644,9.62448233387289e-05,0.000166911913310755,0.0008768273229774436,-0.00014460267398365661,-0.000612378065146668,-0.0005204685677552718,-0.0005522967430109637,-0.0005672354065163743,-0.0004094105065863452,-0.00023129702060949782,-0.0005814473434415108,-0.000569992409194342,-8.160825472588971e-05,-0.0005671892421552391
0,0.05844400000000011,0.0,0.05844400000000011,0.0,0.0,0.030165161899998252,0.0,0.1993148999999999,0.41529026189999996,0.0,0.0146,0.0115,0.030699999999999998,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.000298,0.007291,0.00641,0.005176,0.009263999999999998,0.003,9.7e-05,0.005479,0.009879,0.006033,0.006072,0.002439,0.001005,0.001571,0.007563,0.009129,0.004219,0.001711,0.002668,0.004381,0.00969,0.006717,0.004277,0.003009,0.006676,0.005461,0.001678,0.008816,0.00283,0.006604,0.000402,0.009923,39.99999999999938,39.99999999999939,39.99999999999935,39.9999999999994,39.9999999999994,39.999999999999424,40.0,39.99999999999943,39.99999999999942,39.99999999999943,39.99999999999943,39.99999999999945,39.99999999999951,39.999999999999375,39.999999999999304,39.999999999999304,39.99999999999927,39.99999999999927,39.999999999999346,39.999999999999375,39.999999999999275,39.99999999999929,39.99999999999939,39.999999999999325,0.0,4.905305035610318e-05,-0.0011268039149789867,-0.0008458667694209612,-0.0008196964474773171,-0.001410668948090271,-0.0027313084157016966,-0.004460415043943771,-0.0016666765932557863,-0.0016291755195110454,-0.0015797675925011832,-0.0016071490942825117,-0.0015776676816267887,-0.001512468395595881,-0.0017422651528352338,-0.0016796323511649672,-0.0017657083715738658,-0.0018108548258026322,-0.0015409852027033683,-0.0015660742508670018,-0.0017860929017034404,-0.0017780826566709223,-0.0015710236896964405,-0.0015044422556892915
0,0.06264900000000002,0.0,0.06264900000000002,0.0,0.0,0.03790590849999958,0.0,0.26459059999999995,0.3998053085,0.0,0.014499999999999999,0.0126,0.021400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005054,0.003795,0.004348,0.002247,0.001662999999999996,0.007519,0.008831,0.002869,0.0095,0.002194,0.001145,0.006103,0.002275,0.000751,0.006515,0.001175,0.002186,0.001634,0.001116,0.00121,0.008487,0.003162,0.000752,4e-06,0.005955,0.002205,0.007479,0.004647,0.001941,0.001738,0.004705,0.004614,39.99999999999939,39.9999999999994,39.99999999999937,39.9999999999994,39.99999999999942,39.99999999999943,40.0,39.99999999999943,39.99999999999941,39.99999999999944,39.99999999999942,39.9999999999994,39.999999999999396,39.99999999999939,39.99999999999935,39.99999999999935,39.99999999999934,39.99999999999933,39.99999999999935,39.99999999999935,39.99999999999933,39.99999999999933,39.99999999999936,39.99999999999936,0.0,2.2846232982424885e-05,-0.0012813626373421013,-0.000986763376591819,-0.0012013608158496659,-0.001156063436620272,-0.002866876417476503,-0.0047889101389677596,-0.0019283181581176512,-0.0018049801477982765,-0.00196367471004885,-0.0019099782671137592,-0.0019400712790510117,-0.0020826911830887284,-0.0018055805622521834,-0.0018724040723927218,-0.0018615388559523425,-0.0018573441593206087,-0.0018979575510616738,-0.0019568686982126236,-0.0018404437354037106,-0.0018487332119582814,-0.001950854609852648,-0.00160301536729011
0,0.08492600000000007,0.0,0.08492600000000007,0.0,0.0,0.01189254559833578,0.001594442998336134,0.4556131999999999,0.4039449026,0.0,0.0113,0.0137,0.0252,0.0467,0.0,0.0,0.0,0.0,0.0,0.0,0.001988,0.0064,0.009538,0.005883,0.002136999999999994,0.004583,0.005456,0.0058,0.006127,0.00029,0.009647,0.000287,0.000141,0.004505,0.001815,0.004984,0.000265,0.009895,0.004537,0.003381,0.004856,0.000725,0.009039,0.004299,0.008914,0.004358,0.008193,0.00379,0.001794,2.7e-05,0.009161,0.008321,56.00000000001705,56.00000000001515,56.000000000005166,55.99999999999674,56.00000000001675,56.00000000001612,55.99999999999969,55.999999999999055,55.999999999981675,56.00000000001643,55.999999999999595,55.99999999999949,55.99999999999966,56.00000000000009,56.00000000000122,56.00000000000081,56.000000000000895,56.000000000000966,56.00000000000051,56.000000000000256,56.00000000000104,56.00000000000098,56.00000000000012,56.00000000000275,0.0,1.7419328652616047e-06,-0.0007003055555409538,-0.0006849900584640815,-0.0009100807542455072,-0.0010276380795610795,-0.005729336497635646,-0.00713876703997007,-0.0015248583838339755,-0.0015976910254221436,-0.0008448799570809312,-0.0008351047108177195,-1.3889996699321602e-05,-0.0008436619257507797,-0.0009223417496987778,-0.0009283312271436968,-0.0008691913362909494,-0.0008372271007934933,-0.0009837728360070283,-0.0008827458015878714,-0.0008668312304813314,-0.0008677586507219522,-0.0007896323148231878,-0.0008365438347077344
0,0.07840100000000007,0.0,0.07840100000000007,0.0,0.43395095458742355,0.0,0.006284839012576732,0.0,0.3437742064,0.0,0.011399999999999999,0.0143,0.0217,0.0583,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,0.005449,0.006846,0.002634,0.002202,0.000585999999999998,0.009961,0.005825,0.00465,0.005048,0.006791,0.000257,0.001818,0.002743,0.002913,0.006348,0.005089,0.006499,0.005569,0.008759,0.002301,0.00401,0.009985,0.008346,0.006547,0.007193,0.003361,0.001081,0.00851,0.005341,0.005938,0.005853,0.007166,55.9999999999996,56.00000000000239,55.999999999997726,56.000000000000824,55.99999999999983,56.000000000000625,55.99999999999997,55.999999999999815,55.99999999999954,56.00000000000007,55.99999999999957,55.99999999999962,55.999999999999545,55.999999999999346,55.99999999999893,55.99999999999905,55.99999999999899,55.99999999999896,55.99999999999916,55.999999999999254,55.99999999999895,55.99999999999898,55.99999999999932,55.999999999998465,0.0,6.231416754906748e-05,-0.0012772157300882012,-0.0007685463809916906,-0.000811687079178561,-0.0009999324617989303,-0.0053513257956255885,-0.006601798496344094,-0.0014376843764705091,-0.0013310533992461758,-0.0004899614541768655,-0.0003765861628647537,0.0007700190149234497,-0.0006826744984436495,-0.0010419380852447725,-0.0009024419201084751,-0.0009898993378964459,-0.001033833806212032,-0.0006606300877864238,-0.00046090193201477303,-0.0010344587172804371,-0.0010169487945550241,-0.0003274446297336366,-0.0011328526834170909
0,0.06081600000000026,0.0,0.06081600000000026,0.0,0.3874258182234814,0.0,0.0045325131765198805,0.0,0.2162016686,0.0,0.0096,0.0128,0.021599999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005893,0.00776,0.001787,0.006311,0.009852999999999999,0.002132,0.001274,0.002137,0.005479,0.00165,0.006773,0.007978,0.005534,0.00707,0.000912,0.008347,0.002204,0.008429,0.005006,0.00071,0.00379,0.000733,0.001481,0.004422,0.008306,0.004043,0.00312,0.002121,0.009743,0.002315,0.004917,0.002734,40.00000000000005,40.0,39.99999999999941,39.999999999999716,39.99999999999983,39.999999999999694,40.0,39.999999999999545,39.99999999999948,39.999999999999595,39.99999999999946,39.999999999999744,40.00000000000016,39.99999999999915,39.99999999999877,39.99999999999872,39.99999999999871,39.99999999999871,39.999999999999,39.99999999999924,39.99999999999872,39.99999999999871,39.999999999999375,39.99999999999902,0.0,3.4134882121906345e-07,-0.001448481494768029,-0.0007590600938265151,-0.0006243124928395907,-0.001333676291188723,-0.004000155347661318,-0.005394981067796412,-0.0020024036257334952,-0.0018412639755533346,-0.0017204762382582697,-0.0017820291187019854,-0.001747723679979405,-0.0014924560227183798,-0.0012913119468664913,-0.0013915001484310927,-0.0012957932402693397,-0.0012463752552758633,-0.0014746952912622932,-0.001465567286181029,-0.0012635246286404854,-0.0012762048074016958,-0.0015233967530373272,-0.001352044475457987
0,0.04584199999999998,0.0,0.04584199999999998,0.0,0.3372637098976301,0.0,0.04431875220236923,0.0,0.0768375379,0.0,0.0098,0.0128,0.025699999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5e-05,0.000321,0.008705,0.009054,0.007841,0.009333,0.00899,0.009012,0.007437,0.001276,0.003967,0.008803,0.001263,0.00454,0.003333,0.002437,0.008094,0.00229,0.009126,0.002289,0.002652,0.002652,0.003083,0.004732,0.008972,0.004674,0.009582,0.003403,0.006974,0.00703,0.00348,0.009802,39.99999999999952,39.999999999999524,39.99999999999956,39.999999999999524,39.999999999999524,39.99999999999953,40.0,39.999999999999545,39.99999999999953,39.999999999999545,39.99999999999955,39.99999999999952,39.999999999999524,39.9999999999996,39.99999999999966,39.99999999999967,39.99999999999964,39.99999999999963,39.999999999999574,39.99999999999949,39.99999999999963,39.99999999999963,39.999999999999446,39.99999999999962,0.0,9.011507030445257e-05,-0.0010918156373569705,-0.00017842428904235572,-0.0002809191346316703,-0.00045895424236141444,-0.0002978108232968115,-0.002358590355681699,-0.0011491613696771623,-0.0010598260865852737,-0.0014553599351229186,-0.0013984162217619517,-0.001562968294525857,-0.001717302623809922,-0.0016358330294535123,-0.001749016022252243,-0.0017410356435363585,-0.0017395910909399548,-0.0017889536381744762,-0.001820616228259485,-0.0017053896681451229,-0.0017193970058414993,-0.001755597238840537,-0.0014256170412999271
