Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,Gen4,Gen5,Gen6,Gen7,Gen8,Gen9,Gen10,CDA1_supply,CDA2_supply,CDA3_supply,CDA4_supply,CDA5_supply,CDA6_supply,CDA7_supply,CDA8_supply,CDA9_supply,CDA10_supply,CDA11_supply,CDA12_supply,CDA13_supply,CDA14_supply,CDA15_supply,CDA16_supply,CDA1_demand,CDA2_demand,CDA3_demand,CDA4_demand,CDA5_demand,CDA6_demand,CDA7_demand,CDA8_demand,CDA9_demand,CDA10_demand,CDA11_demand,CDA12_demand,CDA13_demand,CDA14_demand,CDA15_demand,CDA16_demand,Bus1_price,Bus2_price,Bus3_price,Bus4_price,Bus5_price,Bus6_price,Bus7_price,Bus8_price,Bus9_price,Bus10_price,Bus11_price,Bus12_price,Bus13_price,Bus14_price,Bus15_price,Bus16_price,Bus17_price,Bus18_price,Bus19_price,Bus20_price,Bus21_price,Bus22_price,Bus23_price,Bus24_price,Theta_bus_1,Theta_bus_2,Theta_bus_3,Theta_bus_4,Theta_bus_5,Theta_bus_6,Theta_bus_7,Theta_bus_8,Theta_bus_9,Theta_bus_10,Theta_bus_11,Theta_bus_12,Theta_bus_13,Theta_bus_14,Theta_bus_15,Theta_bus_16,Theta_bus_17,Theta_bus_18,Theta_bus_19,Theta_bus_20,Theta_bus_21,Theta_bus_22,Theta_bus_23,Theta_bus_24
0,0.028067617011378693,0.0,0.028067617011378693,0.0,0.045851063829787236,0.0,0.011135092754726643,0.054374399999999996,0.1705150536,0.0011994400707269425,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036479999999999985,0.005291,0.002118,0.009232999999999995,0.005837,0.002351617011378821,0.008166,0.002957,0.00958,5.9e-05,0.001524,0.004835,0.007622,0.003054,0.009619,0.009731,0.006357,0.009961,0.004231,0.002498,0.004192,0.004236,0.002224,0.004024,0.001759,0.003804,0.000204,0.005382,0.005359,0.0099,0.000913,0.001214,11.000000000000092,11.000000000000057,11.000000000000398,11.000000000000455,11.0,10.99999999999978,11.000000000000213,11.000000000000211,11.000000000000743,10.999999999999677,11.000000000001883,11.00000000000028,11.000000000000803,11.000000000001211,11.000000000000286,11.000000000000279,11.00000000000027,11.00000000000027,10.999999999999918,10.999999999999604,11.000000000000274,11.00000000000027,10.999999999999432,11.00000000000033,0.0,8.033399048394847e-05,0.00067517550274522,0.0004888005189063534,0.0009857708986004006,0.001146150886037723,0.0014506263523207364,0.0015734883099290126,0.0010577068637286275,0.001374321556640582,0.0013087573042559197,0.001333728821115073,0.0013186379239066767,0.0013942002284382565,0.0013127292470010068,0.0014349311040450883,0.0013048688424711085,0.001237355443783171,0.0016799946472258655,0.0017158604829020992,0.0012654025476831446,0.0012809111068585422,0.001640258124605424,0.0010663694939915586
0,0.06927399999999985,0.0,0.06927399999999985,0.0,0.1251059543211138,0.0,0.0,0.2603898,0.3083047761,0.0010605304211151628,0.0116,0.0092,0.030299999999999997,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.002095,0.008608,0.007299,0.008613000000000003,0.009347,0.007711,0.003052,0.004204,0.000502,0.007535,0.006695,0.00731,0.002164,0.006096,0.005752,0.002393,0.003702,0.009711,0.005393,0.004431,0.005228,3.5e-05,0.004603,0.001273,0.00518,0.003518,0.001262,0.004356,0.001851,0.00621,0.00836,0.006089,39.99999999999997,39.999999999999986,39.999999999999915,39.99999999999999,39.999999999999986,40.000000000000014,40.0,40.000000000000014,40.0,40.000000000000014,39.99999999999993,39.99999999999994,39.99999999999992,39.99999999999987,39.999999999999794,39.999999999999794,39.99999999999977,39.99999999999976,39.999999999999815,39.99999999999984,39.99999999999976,39.99999999999977,39.99999999999985,39.999999999999844,0.0,0.0004339198544244498,0.0023165784937785624,0.0020737519661140134,0.0016027814847805048,0.002491003389110565,0.008722712847266542,0.006246673883687317,0.0032045218507700084,0.0028707760875176878,0.0031093683704610203,0.003045730450642894,0.0031194100102818587,0.0031733466522649023,0.002918796599026277,0.0029398354543273136,0.0029310043221454554,0.0029267454777007493,0.0028770019895611896,0.0028754350713076316,0.002924319035760894,0.002926946066244918,0.002915965770884605,0.0026860910349803353
0,0.03321199999999992,0.0,0.03321199999999992,0.0,0.0,0.07168571044780761,0.0,0.012016200000000001,0.3929077183,0.0011182078521928746,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009367,0.007207,0.003117,0.0005060000000000004,0.007162,0.00262,0.002276,0.006773,0.008483,0.009534,0.00218,0.008517,0.007246,0.009476,0.009996,0.005508,0.00267,0.000115,0.002012,0.005503,0.002043,0.006371,0.007953,0.009404,0.002492,0.008534,0.00564,0.002684,0.004842,0.007401,0.009508,0.001584,10.999999999999977,10.99999999999998,10.999999999999972,10.999999999999982,11.000000000000004,11.00000000000002,11.00000000000001,11.00000000000001,10.999999999999988,11.00000000000003,10.99999999999999,10.999999999999996,10.99999999999999,10.999999999999975,10.999999999999954,10.999999999999957,10.999999999999947,10.999999999999945,10.999999999999963,10.99999999999997,10.999999999999945,10.999999999999943,10.999999999999977,10.999999999999961,0.0,0.00019563708871795401,0.0012861767009769807,0.0006052438310853105,0.00019078622705180997,0.000950480131504805,-0.0002371089449455517,7.456626794117346e-06,0.0008178851766577721,0.0008582325735298211,0.0010414714895775265,0.0010530859092255384,0.0011391598893490636,0.0011625133924058836,0.001601199266841543,0.0015368146597283326,0.0015858271415133784,0.00161080075718107,0.0014968118792836969,0.00145220226191215,0.0016064633367902867,0.001598354198161327,0.0013836412401326099,0.001479470107193381
0,0.053936999999999916,0.0,0.053936999999999916,0.0,0.0,0.027725706557462444,0.0,0.15629359999999995,0.4123241252,0.0015220186425383543,0.0084,0.0084,0.0206,0.038099999999999995,0.0,0.0,0.0,0.0,1.0408340855860843e-17,0.0,0.006091,0.00537,0.006499,0.008360000000000001,0.003958,0.005517,0.001931,0.006155,0.008014,0.007475,0.007669,0.000867,0.005246,0.00211,0.002695,0.000932,0.00648,0.006817,0.009951,0.009993,0.002387,0.007412,0.000237,0.009028,0.004565,0.00419,0.006995,0.008307,0.009766,0.002078,0.006723,0.005523,56.000000000000036,56.00000000000002,56.00000000000003,56.00000000000003,56.00000000000006,56.000000000000064,56.000000000000064,56.000000000000064,56.000000000000036,56.00000000000008,56.000000000000014,56.00000000000002,56.0,55.999999999999986,55.99999999999996,55.99999999999995,55.99999999999994,55.99999999999994,55.99999999999996,55.999999999999964,55.99999999999994,55.99999999999994,55.99999999999997,55.999999999999986,0.0,0.00035592588496635355,0.001730603055523059,0.0013726680369236278,0.001222378826517257,0.0021741784783147183,0.005632142632368205,0.004412574778625068,0.002588126653176721,0.0026427388007502985,0.0029740057085766718,0.003060339959200236,0.0037447537222017276,0.002664877606976396,0.0020566238917523075,0.002193803363876593,0.0021460974721287528,0.002123691747928225,0.0023430703023985195,0.0025543307618225795,0.0021025871388340176,0.0021196848314922216,0.002722307522017489,0.00193064484541618
0,0.06772599999999987,0.0,0.06772599999999987,0.0,0.0,0.003841647300000815,0.0,0.2796354999999999,0.40146614729999996,0.0,0.0146,0.0115,0.030699999999999998,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.007291,0.00641,0.005176,0.009264000000000001,0.003,9.7e-05,0.008644,0.005479,0.009879,0.006033,0.006072,0.002439,0.001005,0.001571,0.007563,0.009129,0.001711,0.002668,0.004381,0.00969,0.006717,0.004277,0.003283,0.003009,0.006676,0.005461,0.001678,0.008816,0.00283,0.006604,0.000402,0.009923,40.00000000000023,40.00000000000024,40.00000000000015,40.00000000000025,40.00000000000026,40.000000000000284,40.0,40.000000000000284,40.000000000000256,40.0000000000003,40.00000000000039,40.00000000000037,40.00000000000041,40.0000000000005,40.0000000000006,40.00000000000066,40.00000000000061,40.00000000000059,40.00000000000058,40.000000000000526,40.00000000000058,40.0000000000006,40.0000000000005,40.000000000000426,0.0,0.0004682200613568001,0.0019686606548961036,0.0016907057521447129,0.0011172573672356496,0.0016930145122053114,0.006996996108520451,0.0052678894802783765,0.0026031647348602797,0.002315212809056235,0.002421965762973645,0.0024163705741853305,0.002410390114173614,0.002394315871831899,0.001969173907838187,0.0020947578632403,0.0019866027368079173,0.0019310727979733628,0.002286537201997168,0.0023075414029138097,0.0019462499659975048,0.001962106872184589,0.0023280227346587005,0.0019689755796671394
0,0.052902999999999936,0.0,0.052902999999999936,0.0,0.0,0.04411411390000059,0.0,0.17764619999999992,0.3954979139,0.0,0.014499999999999999,0.0126,0.021399999999999995,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.003795,0.004348,0.002247,0.0016629999999999995,0.007519,0.008831,0.002791,0.002869,0.0095,0.002194,0.001145,0.006103,0.002275,0.000751,0.006515,0.001175,0.001634,0.001116,0.00121,0.008487,0.003162,0.000752,0.009669,4e-06,0.005955,0.002205,0.007479,0.004647,0.001941,0.001738,0.004705,0.004614,39.999999999999915,39.99999999999993,40.000000000000256,40.000000000000185,39.999999999999744,39.99999999999965,40.0,39.999999999999986,40.0000000000004,39.99999999999956,39.999999999999936,39.99999999999994,39.99999999999993,39.9999999999999,39.999999999999886,39.999999999999865,39.99999999999984,39.99999999999984,39.99999999999987,39.99999999999988,39.999999999999844,39.99999999999983,39.999999999999886,40.000000000000036,0.0,0.0003892338729874383,0.0014243368301996896,0.0012304168773105287,0.0004917016588836142,0.0015568200406016546,0.005636489645063942,0.0037144559235726855,0.0018038865391687886,0.0016427509308401674,0.0015341808023433903,0.0016069203369160235,0.001545830630353965,0.0013321707458935632,0.0014385330315542263,0.0014267341871104016,0.0014183003858870284,0.0014134190333071114,0.0014476227644708737,0.0014290010396920886,0.0014219415647224564,0.0014205107377917598,0.001457243785770126,0.001433047419257402
0,0.08078499999999991,0.0,0.08078499999999991,0.0,0.0,0.010851384505581891,0.0017606656055808789,0.4208981000000001,0.39604261890000003,0.0,0.0113,0.0137,0.0252,0.0467,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.009538,0.005883,0.002137000000000001,0.004583,0.005456,0.003997,0.0058,0.006127,0.00029,0.009647,0.000287,0.000141,0.004505,0.001815,0.004984,0.009895,0.004537,0.003381,0.004856,0.000725,0.009039,0.006415,0.004299,0.008914,0.004358,0.008193,0.00379,0.001794,2.7e-05,0.009161,0.008321,55.99999999999986,55.999999999999886,55.99999999999973,56.000000000000085,55.999999999999844,55.99999999999984,56.00000000000006,56.00000000000006,56.000000000000256,55.99999999999982,55.99999999999982,55.999999999999645,55.999999999999716,55.999999999999716,55.99999999999957,55.999999999999574,55.99999999999953,55.99999999999952,55.99999999999959,55.99999999999961,55.99999999999952,55.99999999999952,55.99999999999962,55.99999999999963,0.0,0.0005437783209797595,0.0033025247983694645,0.0025951216194505145,0.0015946474856155946,0.00298582034755385,0.006850601590045902,0.005441171047711479,0.003996590848987914,0.0035029059844270756,0.0043298714839271005,0.004367819210598235,0.005143177202045289,0.004208308238608309,0.003877022156234034,0.003952436546700832,0.003983025338426777,0.004001562404457039,0.003965701634129048,0.004126333116398928,0.003959563963128418,0.003968783276193038,0.004252331831884665,0.003655028279696917
0,0.07500199999999985,0.0,0.07500199999999985,0.0,0.4055979445518109,0.0,0.006119774848187221,0.0,0.3383022806,0.0,0.011399999999999999,0.0143,0.0217,0.0583,0.0,0.0,0.0,0.0,0.0,0.0,0.006846,0.002634,0.002202,0.0005860000000000067,0.009961,0.005825,0.005362,0.00465,0.005048,0.006791,0.000257,0.001818,0.002743,0.002913,0.006348,0.005089,0.005569,0.008759,0.002301,0.00401,0.009985,0.008346,0.009811,0.006547,0.007193,0.003361,0.001081,0.00851,0.005341,0.005938,0.005853,0.007166,55.999999999999645,55.999999999999616,55.99999999999981,55.99999999999979,55.99999999999979,55.99999999999986,55.99999999999994,55.99999999999994,55.99999999999993,55.99999999999994,55.99999999999992,56.000000000000135,56.0,55.99999999999983,55.99999999999971,55.99999999999972,55.99999999999966,55.99999999999966,55.99999999999979,55.999999999999844,55.99999999999967,55.99999999999967,55.99999999999988,55.99999999999976,0.0,0.0005481419051483706,0.0023105249778720316,0.002171420880427081,0.0014333032586578674,0.002597334198427994,0.005924084848920702,0.004673612148202198,0.0035111958977531305,0.003240616621507801,0.004148173254765608,0.00428679956744688,0.005392303320464259,0.0038454112337845325,0.0032597364138528015,0.0034721949443331547,0.0033591471488530174,0.0033031778955900566,0.0037755886548264442,0.004028740334710384,0.0032914439510405447,0.003318048400616556,0.004191672699220388,0.002892947735990145
0,0.04888799999999992,0.0,0.04888799999999992,0.0,0.2750056057037164,0.0,0.0037833480962830186,0.0,0.2100910462,0.0,0.0096,0.0128,0.021599999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00776,0.001787,0.006311,0.009853,0.002132,0.001274,0.001153,0.002137,0.005479,0.00165,0.006773,0.007978,0.005534,0.00707,0.000912,0.008347,0.008429,0.005006,0.00071,0.00379,0.000733,0.001481,0.009392,0.004422,0.008306,0.004043,0.00312,0.002121,0.009743,0.002315,0.004917,0.002734,39.99999999999999,40.0,39.999999999999915,39.999999999999986,40.00000000000003,40.00000000000004,40.00000000000002,40.00000000000002,39.99999999999997,40.00000000000006,39.99999999999994,39.99999999999996,39.999999999999936,39.99999999999988,39.9999999999998,39.99999999999981,39.99999999999978,39.99999999999977,39.99999999999983,39.99999999999985,39.99999999999977,39.99999999999977,39.999999999999865,39.99999999999985,0.0,0.00034574600264746555,0.0011022628150873528,0.0013311424524685795,0.0009717884509134653,0.001223840600778379,0.004016223728743807,0.0026213980086087127,0.001516058054516619,0.0014090158638179068,0.0015770574131922436,0.0015334570282932922,0.0015385409502188178,0.0017268370801505222,0.0017670115621535904,0.0017186967687820656,0.0017962099122326406,0.001837071632511463,0.001679283949736687,0.0017263940057057122,0.0018120241677722173,0.0018058098444067219,0.0016895201634005701,0.0015101432767485015
0,0.04595299999999998,0.0,0.04595299999999998,0.0,0.3490340870768254,0.0,0.036402366723174394,0.0,0.07409354619999999,0.0,0.0098,0.0128,0.025699999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000321,0.008705,0.009054,0.007841,0.009333,0.00899,0.001786,0.009012,0.007437,0.001276,0.003967,0.008803,0.001263,0.00454,0.003333,0.002437,0.00229,0.009126,0.002289,0.002652,0.002652,0.003083,0.009704,0.004732,0.008972,0.004674,0.009582,0.003403,0.006974,0.00703,0.00348,0.009802,39.99999999999993,39.99999999999993,39.999999999999844,39.99999999999997,39.99999999999996,39.99999999999997,40.000000000000014,40.000000000000014,40.000000000000014,39.999999999999986,39.999999999999986,40.000000000000036,39.999999999999986,39.99999999999994,39.99999999999987,39.99999999999989,39.99999999999985,39.999999999999844,40.0,40.000000000000085,39.999999999999844,39.99999999999983,40.00000000000014,39.999999999999865,0.0,0.0003392568260475832,0.0007480464165250636,0.0013292471521904122,0.0008703548481153662,0.0013857929020355737,0.005484435407823018,0.0034236558754381294,0.0013887190868305396,0.001284613737450237,0.0009231642522139314,0.0009930571722820067,0.0008074275027930807,0.0006047863434799687,0.0005701479271639823,0.0004943814307860106,0.0004892385743818482,0.00048451145908091014,0.0004860241798000346,0.00048175819465383026,0.0005130159570361499,0.0005036724666499491,0.0005618925597214091,0.0006388904109069162
