scenario,obj_value,number_of_EVs,Demand,Type_11,Installed_11,Type_20,Installed_20,Type_30,Installed_30
535,1900.0,20,471.0,4,3,3,1,3,0
536,1900.0,20,418.0,4,3,3,1,3,0
537,1900.0,20,481.0,4,3,4,1,3,0
538,2200.0,20,401.0,4,4,3,1,3,0
539,2200.0,20,473.0,4,4,3,1,3,0
540,2200.0,20,548.0,5,4,4,1,3,0
541,1900.0,20,384.0,3,3,2,1,2,0
542,1900.0,20,415.0,4,3,3,1,3,0
543,2200.0,20,473.0,4,4,3,1,3,0
544,1900.0,20,471.0,4,3,3,1,3,0
545,1900.0,20,418.0,4,3,3,1,3,0
546,1900.0,20,481.0,4,3,4,1,3,0
547,2200.0,20,401.0,4,4,3,1,3,0
548,2200.0,20,473.0,4,4,3,1,3,0
549,2200.0,20,548.0,5,4,4,1,3,0
550,1900.0,20,384.0,3,3,2,1,2,0
551,1900.0,20,415.0,4,3,3,1,3,0
552,2200.0,20,473.0,4,4,3,1,3,0
553,1900.0,20,471.0,4,3,3,1,3,0
554,1900.0,20,418.0,4,3,3,1,3,0
555,1900.0,20,481.0,4,3,4,1,3,0
556,2200.0,20,401.0,4,4,3,1,3,0
557,2200.0,20,473.0,4,4,3,1,3,0
558,2200.0,20,548.0,5,4,4,1,3,0
559,1900.0,20,384.0,3,3,2,1,2,0
560,1900.0,20,415.0,4,3,3,1,3,0
561,2200.0,20,473.0,4,4,3,1,3,0
562,1900.0,20,471.0,4,3,3,1,3,0
563,1900.0,20,418.0,4,3,3,1,3,0
564,1900.0,20,481.0,4,3,4,1,3,0
565,2200.0,20,401.0,4,4,3,1,3,0
566,2200.0,20,473.0,4,4,3,1,3,0
567,2200.0,20,548.0,5,4,4,1,3,0
568,1900.0,20,384.0,3,3,2,1,2,0
569,1900.0,20,415.0,4,3,3,1,3,0
570,2200.0,20,473.0,4,4,3,1,3,0
571,1900.0,20,471.0,4,3,3,1,3,0
572,1900.0,20,418.0,4,3,3,1,3,0
573,1900.0,20,481.0,4,3,4,1,3,0
574,2200.0,20,401.0,4,4,3,1,3,0
575,2200.0,20,473.0,4,4,3,1,3,0
576,2200.0,20,548.0,5,4,4,1,3,0
577,1900.0,20,384.0,3,3,2,1,2,0
578,1900.0,20,415.0,4,3,3,1,3,0
579,2200.0,20,473.0,4,4,3,1,3,0
580,1900.0,20,471.0,4,3,3,1,3,0
581,1900.0,20,418.0,4,3,3,1,3,0
582,1900.0,20,481.0,4,3,4,1,3,0
583,2200.0,20,401.0,4,4,3,1,3,0
584,2200.0,20,473.0,4,4,3,1,3,0
585,2200.0,20,548.0,5,4,4,1,3,0
586,1900.0,20,384.0,3,3,2,1,2,0
587,1900.0,20,415.0,4,3,3,1,3,0
588,2200.0,20,473.0,4,4,3,1,3,0
589,1900.0,20,471.0,4,3,3,1,3,0
590,1900.0,20,418.0,4,3,3,1,3,0
591,1900.0,20,481.0,4,3,4,1,3,0
592,2200.0,20,401.0,4,4,3,1,3,0
593,2200.0,20,473.0,4,4,3,1,3,0
594,2200.0,20,548.0,5,4,4,1,3,0
595,1900.0,20,384.0,3,3,2,1,2,0
596,1900.0,20,415.0,4,3,3,1,3,0
597,2200.0,20,473.0,4,4,3,1,3,0
598,1900.0,20,471.0,4,3,3,1,3,0
599,1900.0,20,418.0,4,3,3,1,3,0
600,1900.0,20,481.0,4,3,4,1,3,0
601,2500.0,25,572.0,5,5,4,1,3,0
602,2500.0,25,548.0,5,5,4,1,3,0
603,2900.0,25,507.0,4,3,4,2,3,0
604,2500.0,25,585.0,5,5,4,1,3,0
605,2900.0,25,469.0,3,3,2,2,2,0
606,3500.0,25,605.0,5,5,4,2,3,0
607,2500.0,25,539.0,5,5,4,1,3,0
608,2500.0,25,552.0,5,5,4,1,3,0
609,2200.0,25,524.0,4,4,4,1,3,0
610,2600.0,25,473.0,3,2,2,2,2,0
611,2900.0,25,480.0,3,3,2,2,2,0
612,2500.0,25,591.0,5,5,4,1,3,0
613,2500.0,25,545.0,5,5,4,1,3,0
614,2900.0,25,485.0,3,3,3,2,2,0
615,2500.0,25,584.0,5,5,4,1,3,0
616,2200.0,25,543.0,5,4,4,1,3,0
617,2500.0,25,562.0,5,5,4,1,3,0
618,2200.0,25,521.0,4,4,4,1,3,0
619,2500.0,25,538.0,5,5,4,1,3,0
620,2900.0,25,442.0,3,3,2,2,2,0
621,2500.0,25,564.0,5,5,4,1,3,0
622,2900.0,25,486.0,3,3,3,2,2,0
623,3600.0,25,496.0,3,2,3,3,2,0
624,2900.0,25,490.0,3,3,3,2,2,0
625,2900.0,25,497.0,3,3,3,2,2,0
626,2500.0,25,590.0,5,5,4,1,3,0
627,2200.0,25,543.0,5,4,4,1,3,0
628,2500.0,25,595.0,5,5,4,1,3,0
629,2500.0,25,582.0,5,5,4,1,3,0
630,2200.0,25,523.0,4,4,4,1,3,0
631,2900.0,25,484.0,3,3,3,2,2,0
632,2500.0,25,530.0,5,5,4,1,3,0
633,2200.0,25,544.0,5,4,4,1,3,0
634,2500.0,25,656.0,5,5,4,1,3,0
635,2500.0,25,566.0,5,5,4,1,3,0
636,2200.0,25,543.0,5,4,4,1,3,0
637,2500.0,25,595.0,5,5,4,1,3,0
638,2500.0,25,582.0,5,5,4,1,3,0
639,2200.0,25,523.0,4,4,4,1,3,0
640,2900.0,25,484.0,3,3,3,2,2,0
641,2500.0,25,530.0,5,5,4,1,3,0
642,2200.0,25,544.0,5,4,4,1,3,0
643,2500.0,25,656.0,5,5,4,1,3,0
644,2500.0,25,566.0,5,5,4,1,3,0
645,2200.0,25,543.0,5,4,4,1,3,0
646,2500.0,25,595.0,5,5,4,1,3,0
647,2500.0,25,582.0,5,5,4,1,3,0
648,2200.0,25,523.0,4,4,4,1,3,0
649,2900.0,25,484.0,3,3,3,2,2,0
650,2500.0,25,530.0,5,5,4,1,3,0
651,2200.0,25,544.0,5,4,4,1,3,0
652,2500.0,25,656.0,5,5,4,1,3,0
653,2500.0,25,566.0,5,5,4,1,3,0
654,2200.0,25,543.0,5,4,4,1,3,0
655,2500.0,25,595.0,5,5,4,1,3,0
656,2500.0,25,582.0,5,5,4,1,3,0
657,2200.0,25,523.0,4,4,4,1,3,0
658,2900.0,25,484.0,3,3,3,2,2,0
659,2500.0,25,530.0,5,5,4,1,3,0
660,2200.0,25,544.0,5,4,4,1,3,0
661,2500.0,25,656.0,5,5,4,1,3,0
662,2500.0,25,566.0,5,5,4,1,3,0
663,2200.0,25,543.0,5,4,4,1,3,0
664,2500.0,25,595.0,5,5,4,1,3,0
665,2500.0,25,582.0,5,5,4,1,3,0
666,2200.0,25,523.0,4,4,4,1,3,0
667,2900.0,25,484.0,3,3,3,2,2,0
668,2500.0,25,530.0,5,5,4,1,3,0
669,2200.0,25,544.0,5,4,4,1,3,0
670,2500.0,25,656.0,5,5,4,1,3,0
671,2500.0,25,566.0,5,5,4,1,3,0
672,2200.0,25,543.0,5,4,4,1,3,0
673,2500.0,25,595.0,5,5,4,1,3,0
674,2500.0,25,582.0,5,5,4,1,3,0
675,2200.0,25,523.0,4,4,4,1,3,0
676,2900.0,25,484.0,3,3,3,2,2,0
677,2500.0,25,530.0,5,5,4,1,3,0
678,2200.0,25,544.0,5,4,4,1,3,0
679,2500.0,25,656.0,5,5,4,1,3,0
680,2500.0,25,566.0,5,5,4,1,3,0
681,2200.0,25,543.0,5,4,4,1,3,0
682,2500.0,25,595.0,5,5,4,1,3,0
683,2500.0,25,582.0,5,5,4,1,3,0
684,2200.0,25,523.0,4,4,4,1,3,0
685,2900.0,25,484.0,3,3,3,2,2,0
686,2500.0,25,530.0,5,5,4,1,3,0
687,2200.0,25,544.0,5,4,4,1,3,0
688,2500.0,25,656.0,5,5,4,1,3,0
689,2500.0,25,566.0,5,5,4,1,3,0
690,2200.0,25,543.0,5,4,4,1,3,0
691,2500.0,25,595.0,5,5,4,1,3,0
692,2500.0,25,582.0,5,5,4,1,3,0
693,2200.0,25,523.0,4,4,4,1,3,0
694,2900.0,25,484.0,3,3,3,2,2,0
695,2500.0,25,530.0,5,5,4,1,3,0
696,2200.0,25,544.0,5,4,4,1,3,0
697,2500.0,25,656.0,5,5,4,1,3,0
698,2500.0,25,566.0,5,5,4,1,3,0
699,2200.0,25,543.0,5,4,4,1,3,0
700,2500.0,25,595.0,5,5,4,1,3,0
701,2500.0,25,582.0,5,5,4,1,3,0
702,2200.0,25,523.0,4,4,4,1,3,0
703,2900.0,25,484.0,3,3,3,2,2,0
704,2500.0,25,530.0,5,5,4,1,3,0
705,2200.0,25,544.0,5,4,4,1,3,0
706,2500.0,25,656.0,5,5,4,1,3,0
707,2500.0,25,566.0,5,5,4,1,3,0
708,2200.0,25,543.0,5,4,4,1,3,0
709,2500.0,25,595.0,5,5,4,1,3,0
710,2500.0,25,582.0,5,5,4,1,3,0
711,2200.0,25,523.0,4,4,4,1,3,0
712,2900.0,25,484.0,3,3,3,2,2,0
713,2500.0,25,530.0,5,5,4,1,3,0
714,2200.0,25,544.0,5,4,4,1,3,0
715,2500.0,25,656.0,5,5,4,1,3,0
716,2500.0,25,566.0,5,5,4,1,3,0
717,2200.0,25,543.0,5,4,4,1,3,0
718,2500.0,25,595.0,5,5,4,1,3,0
719,2500.0,25,582.0,5,5,4,1,3,0
720,2200.0,25,523.0,4,4,4,1,3,0
721,2900.0,25,484.0,3,3,3,2,2,0
722,2500.0,25,530.0,5,5,4,1,3,0
723,2200.0,25,544.0,5,4,4,1,3,0
724,2500.0,25,656.0,5,5,4,1,3,0
725,2500.0,25,566.0,5,5,4,1,3,0
726,2200.0,25,543.0,5,4,4,1,3,0
727,2500.0,25,595.0,5,5,4,1,3,0
728,2500.0,25,582.0,5,5,4,1,3,0
729,2200.0,25,523.0,4,4,4,1,3,0
730,2900.0,25,484.0,3,3,3,2,2,0
731,2500.0,25,530.0,5,5,4,1,3,0
732,2200.0,25,544.0,5,4,4,1,3,0
733,2500.0,25,656.0,5,5,4,1,3,0
734,2500.0,25,566.0,5,5,4,1,3,0
735,2200.0,25,543.0,5,4,4,1,3,0
736,2500.0,25,595.0,5,5,4,1,3,0
737,2500.0,25,582.0,5,5,4,1,3,0
738,2200.0,25,523.0,4,4,4,1,3,0
739,2900.0,25,484.0,3,3,3,2,2,0
740,2500.0,25,530.0,5,5,4,1,3,0
741,2200.0,25,544.0,5,4,4,1,3,0
742,2500.0,25,656.0,5,5,4,1,3,0
743,2500.0,25,566.0,5,5,4,1,3,0
744,2200.0,25,543.0,5,4,4,1,3,0
745,2500.0,25,595.0,5,5,4,1,3,0
746,2500.0,25,582.0,5,5,4,1,3,0
747,2200.0,25,523.0,4,4,4,1,3,0
748,2900.0,25,484.0,3,3,3,2,2,0
749,2500.0,25,530.0,5,5,4,1,3,0
750,2200.0,25,544.0,5,4,4,1,3,0
751,2500.0,25,656.0,5,5,4,1,3,0
752,2500.0,25,566.0,5,5,4,1,3,0
753,2200.0,25,543.0,5,4,4,1,3,0
754,2500.0,25,595.0,5,5,4,1,3,0
755,2500.0,25,582.0,5,5,4,1,3,0
756,2200.0,25,523.0,4,4,4,1,3,0
757,2900.0,25,484.0,3,3,3,2,2,0
758,2500.0,25,530.0,5,5,4,1,3,0
759,2200.0,25,544.0,5,4,4,1,3,0
760,2500.0,25,656.0,5,5,4,1,3,0
761,2500.0,25,566.0,5,5,4,1,3,0
762,2200.0,25,543.0,5,4,4,1,3,0
763,2500.0,25,595.0,5,5,4,1,3,0
764,2500.0,25,582.0,5,5,4,1,3,0
765,2200.0,25,523.0,4,4,4,1,3,0
766,2900.0,25,484.0,3,3,3,2,2,0
767,2500.0,25,530.0,5,5,4,1,3,0
768,2200.0,25,544.0,5,4,4,1,3,0
769,2500.0,25,656.0,5,5,4,1,3,0
770,2500.0,25,566.0,5,5,4,1,3,0
771,2200.0,25,543.0,5,4,4,1,3,0
772,2500.0,25,595.0,5,5,4,1,3,0
773,2500.0,25,582.0,5,5,4,1,3,0
774,2200.0,25,523.0,4,4,4,1,3,0
775,2900.0,25,484.0,3,3,3,2,2,0
776,2500.0,25,530.0,5,5,4,1,3,0
777,2200.0,25,544.0,5,4,4,1,3,0
778,2500.0,25,656.0,5,5,4,1,3,0
779,2500.0,25,566.0,5,5,4,1,3,0
780,2200.0,25,543.0,5,4,4,1,3,0
781,2500.0,25,595.0,5,5,4,1,3,0
782,2500.0,25,582.0,5,5,4,1,3,0
783,2200.0,25,523.0,4,4,4,1,3,0
784,2900.0,25,484.0,3,3,3,2,2,0
785,2500.0,25,530.0,5,5,4,1,3,0
786,2200.0,25,544.0,5,4,4,1,3,0
787,2500.0,25,656.0,5,5,4,1,3,0
788,2500.0,25,566.0,5,5,4,1,3,0
789,2200.0,25,543.0,5,4,4,1,3,0
790,2500.0,25,595.0,5,5,4,1,3,0
791,2500.0,25,582.0,5,5,4,1,3,0
792,2200.0,25,523.0,4,4,4,1,3,0
793,2900.0,25,484.0,3,3,3,2,2,0
794,2500.0,25,530.0,5,5,4,1,3,0
795,2200.0,25,544.0,5,4,4,1,3,0
796,2500.0,25,656.0,5,5,4,1,3,0
797,2500.0,25,566.0,5,5,4,1,3,0
798,2200.0,25,543.0,5,4,4,1,3,0
799,2500.0,25,595.0,5,5,4,1,3,0
800,2500.0,25,582.0,5,5,4,1,3,0
801,3200.0,30,619.0,5,4,4,2,3,0
802,3200.0,30,582.0,4,4,3,2,2,0
803,2500.0,30,631.0,5,5,4,1,3,0
804,2500.0,30,660.0,5,5,4,1,3,0
805,3200.0,30,555.0,4,4,3,2,2,0
806,3200.0,30,566.0,4,4,3,2,2,0
807,2500.0,30,641.0,5,5,4,1,3,0
808,3200.0,30,721.0,5,4,4,2,4,0
809,3200.0,30,680.0,5,4,4,2,3,0
810,3500.0,30,640.0,5,5,4,2,3,0
811,2500.0,30,660.0,5,5,4,1,3,0
812,3200.0,30,555.0,4,4,3,2,2,0
813,3200.0,30,566.0,4,4,3,2,2,0
814,2500.0,30,641.0,5,5,4,1,3,0
815,3200.0,30,721.0,5,4,4,2,4,0
816,3200.0,30,680.0,5,4,4,2,3,0
817,3500.0,30,640.0,5,5,4,2,3,0
818,2500.0,30,660.0,5,5,4,1,3,0
819,3200.0,30,555.0,4,4,3,2,2,0
820,3200.0,30,566.0,4,4,3,2,2,0
821,2500.0,30,641.0,5,5,4,1,3,0
822,3200.0,30,721.0,5,4,4,2,4,0
823,3200.0,30,680.0,5,4,4,2,3,0
824,3500.0,30,640.0,5,5,4,2,3,0
825,2500.0,30,660.0,5,5,4,1,3,0
826,3200.0,30,555.0,4,4,3,2,2,0
827,3200.0,30,566.0,4,4,3,2,2,0
828,2500.0,30,641.0,5,5,4,1,3,0
829,3200.0,30,721.0,5,4,4,2,4,0
830,3200.0,30,680.0,5,4,4,2,3,0
831,3500.0,30,640.0,5,5,4,2,3,0
832,2500.0,30,660.0,5,5,4,1,3,0
833,3200.0,30,555.0,4,4,3,2,2,0
834,3200.0,30,566.0,4,4,3,2,2,0
835,2500.0,30,641.0,5,5,4,1,3,0
836,3200.0,30,721.0,5,4,4,2,4,0
837,3200.0,30,680.0,5,4,4,2,3,0
838,3500.0,30,640.0,5,5,4,2,3,0
839,2500.0,30,660.0,5,5,4,1,3,0
840,3200.0,30,555.0,4,4,3,2,2,0
841,3200.0,30,566.0,4,4,3,2,2,0
842,2500.0,30,641.0,5,5,4,1,3,0
843,3200.0,30,721.0,5,4,4,2,4,0
844,3200.0,30,680.0,5,4,4,2,3,0
845,3500.0,30,640.0,5,5,4,2,3,0
846,2500.0,30,660.0,5,5,4,1,3,0
847,3200.0,30,555.0,4,4,3,2,2,0
848,3200.0,30,566.0,4,4,3,2,2,0
849,2500.0,30,641.0,5,5,4,1,3,0
850,3200.0,30,721.0,5,4,4,2,4,0
851,3200.0,30,680.0,5,4,4,2,3,0
852,3500.0,30,640.0,5,5,4,2,3,0
853,2500.0,30,660.0,5,5,4,1,3,0
854,3200.0,30,555.0,4,4,3,2,2,0
855,3200.0,30,566.0,4,4,3,2,2,0
856,2500.0,30,641.0,5,5,4,1,3,0
857,3200.0,30,721.0,5,4,4,2,4,0
858,3200.0,30,680.0,5,4,4,2,3,0
859,3500.0,30,640.0,5,5,4,2,3,0
860,2500.0,30,660.0,5,5,4,1,3,0
861,3200.0,30,555.0,4,4,3,2,2,0
862,3200.0,30,566.0,4,4,3,2,2,0
863,2500.0,30,641.0,5,5,4,1,3,0
864,3200.0,30,721.0,5,4,4,2,4,0
865,3200.0,30,680.0,5,4,4,2,3,0
866,3500.0,30,640.0,5,5,4,2,3,0
867,2500.0,30,660.0,5,5,4,1,3,0
868,3200.0,30,555.0,4,4,3,2,2,0
869,3200.0,30,566.0,4,4,3,2,2,0
870,2500.0,30,641.0,5,5,4,1,3,0
871,3200.0,30,721.0,5,4,4,2,4,0
872,3200.0,30,680.0,5,4,4,2,3,0
873,3500.0,30,640.0,5,5,4,2,3,0
874,2500.0,30,660.0,5,5,4,1,3,0
875,3200.0,30,555.0,4,4,3,2,2,0
876,3200.0,30,566.0,4,4,3,2,2,0
877,2500.0,30,641.0,5,5,4,1,3,0
878,3200.0,30,721.0,5,4,4,2,4,0
879,3200.0,30,680.0,5,4,4,2,3,0
880,3500.0,30,640.0,5,5,4,2,3,0
881,2500.0,30,660.0,5,5,4,1,3,0
882,3200.0,30,555.0,4,4,3,2,2,0
883,3200.0,30,566.0,4,4,3,2,2,0
884,2500.0,30,641.0,5,5,4,1,3,0
885,3200.0,30,721.0,5,4,4,2,4,0
886,3200.0,30,680.0,5,4,4,2,3,0
887,3500.0,30,640.0,5,5,4,2,3,0
888,2500.0,30,660.0,5,5,4,1,3,0
889,3200.0,30,555.0,4,4,3,2,2,0
890,3200.0,30,566.0,4,4,3,2,2,0
891,2500.0,30,641.0,5,5,4,1,3,0
892,3200.0,30,721.0,5,4,4,2,4,0
893,3200.0,30,680.0,5,4,4,2,3,0
894,3500.0,30,640.0,5,5,4,2,3,0
895,2500.0,30,660.0,5,5,4,1,3,0
896,3200.0,30,555.0,4,4,3,2,2,0
897,3200.0,30,566.0,4,4,3,2,2,0
898,2500.0,30,641.0,5,5,4,1,3,0
899,3200.0,30,721.0,5,4,4,2,4,0
900,3200.0,30,680.0,5,4,4,2,3,0
901,3500.0,30,640.0,5,5,4,2,3,0
902,2500.0,30,660.0,5,5,4,1,3,0
903,3200.0,30,555.0,4,4,3,2,2,0
904,3200.0,30,566.0,4,4,3,2,2,0
905,2500.0,30,641.0,5,5,4,1,3,0
906,3200.0,30,721.0,5,4,4,2,4,0
907,3200.0,30,680.0,5,4,4,2,3,0
908,3500.0,30,640.0,5,5,4,2,3,0
909,2500.0,30,660.0,5,5,4,1,3,0
910,3200.0,30,555.0,4,4,3,2,2,0
911,3200.0,30,566.0,4,4,3,2,2,0
912,2500.0,30,641.0,5,5,4,1,3,0
913,3200.0,30,721.0,5,4,4,2,4,0
914,3200.0,30,680.0,5,4,4,2,3,0
915,3500.0,30,640.0,5,5,4,2,3,0
916,2500.0,30,660.0,5,5,4,1,3,0
917,3200.0,30,555.0,4,4,3,2,2,0
918,3200.0,30,566.0,4,4,3,2,2,0
919,2500.0,30,641.0,5,5,4,1,3,0
920,3200.0,30,721.0,5,4,4,2,4,0
921,3200.0,30,680.0,5,4,4,2,3,0
922,3500.0,30,640.0,5,5,4,2,3,0
923,2500.0,30,660.0,5,5,4,1,3,0
924,3200.0,30,555.0,4,4,3,2,2,0
925,3200.0,30,566.0,4,4,3,2,2,0
926,2500.0,30,641.0,5,5,4,1,3,0
927,3200.0,30,721.0,5,4,4,2,4,0
928,3200.0,30,680.0,5,4,4,2,3,0
929,3500.0,30,640.0,5,5,4,2,3,0
930,2500.0,30,660.0,5,5,4,1,3,0
931,3200.0,30,555.0,4,4,3,2,2,0
932,3200.0,30,566.0,4,4,3,2,2,0
933,2500.0,30,641.0,5,5,4,1,3,0
934,3200.0,30,721.0,5,4,4,2,4,0
935,3200.0,30,680.0,5,4,4,2,3,0
936,3500.0,30,640.0,5,5,4,2,3,0
937,2500.0,30,660.0,5,5,4,1,3,0
938,3200.0,30,555.0,4,4,3,2,2,0
939,3200.0,30,566.0,4,4,3,2,2,0
940,2500.0,30,641.0,5,5,4,1,3,0
941,3200.0,30,721.0,5,4,4,2,4,0
942,3200.0,30,680.0,5,4,4,2,3,0
943,3500.0,30,640.0,5,5,4,2,3,0
944,2500.0,30,660.0,5,5,4,1,3,0
945,3200.0,30,555.0,4,4,3,2,2,0
946,3200.0,30,566.0,4,4,3,2,2,0
947,2500.0,30,641.0,5,5,4,1,3,0
948,3200.0,30,721.0,5,4,4,2,4,0
949,3200.0,30,680.0,5,4,4,2,3,0
950,3500.0,30,640.0,5,5,4,2,3,0
951,2500.0,30,660.0,5,5,4,1,3,0
952,3200.0,30,555.0,4,4,3,2,2,0
953,3200.0,30,566.0,4,4,3,2,2,0
954,2500.0,30,641.0,5,5,4,1,3,0
955,3200.0,30,721.0,5,4,4,2,4,0
956,3200.0,30,680.0,5,4,4,2,3,0
957,3500.0,30,640.0,5,5,4,2,3,0
958,2500.0,30,660.0,5,5,4,1,3,0
959,3200.0,30,555.0,4,4,3,2,2,0
960,3200.0,30,566.0,4,4,3,2,2,0
961,2500.0,30,641.0,5,5,4,1,3,0
962,3200.0,30,721.0,5,4,4,2,4,0
963,3200.0,30,680.0,5,4,4,2,3,0
964,3500.0,30,640.0,5,5,4,2,3,0
965,2500.0,30,660.0,5,5,4,1,3,0
966,3200.0,30,555.0,4,4,3,2,2,0
967,3200.0,30,566.0,4,4,3,2,2,0
968,2500.0,30,641.0,5,5,4,1,3,0
969,3200.0,30,721.0,5,4,4,2,4,0
970,3200.0,30,680.0,5,4,4,2,3,0
971,3500.0,30,640.0,5,5,4,2,3,0
972,2500.0,30,660.0,5,5,4,1,3,0
973,3200.0,30,555.0,4,4,3,2,2,0
974,3200.0,30,566.0,4,4,3,2,2,0
975,2500.0,30,641.0,5,5,4,1,3,0
976,3200.0,30,721.0,5,4,4,2,4,0
977,3200.0,30,680.0,5,4,4,2,3,0
978,3500.0,30,640.0,5,5,4,2,3,0
979,2500.0,30,660.0,5,5,4,1,3,0
980,3200.0,30,555.0,4,4,3,2,2,0
981,3200.0,30,566.0,4,4,3,2,2,0
982,2500.0,30,641.0,5,5,4,1,3,0
983,3200.0,30,721.0,5,4,4,2,4,0
984,3200.0,30,680.0,5,4,4,2,3,0
985,3500.0,30,640.0,5,5,4,2,3,0
986,2500.0,30,660.0,5,5,4,1,3,0
987,3200.0,30,555.0,4,4,3,2,2,0
988,3200.0,30,566.0,4,4,3,2,2,0
989,2500.0,30,641.0,5,5,4,1,3,0
990,3200.0,30,721.0,5,4,4,2,4,0
991,3200.0,30,680.0,5,4,4,2,3,0
992,3500.0,30,640.0,5,5,4,2,3,0
993,2500.0,30,660.0,5,5,4,1,3,0
994,3200.0,30,555.0,4,4,3,2,2,0
995,3200.0,30,566.0,4,4,3,2,2,0
996,2500.0,30,641.0,5,5,4,1,3,0
997,3200.0,30,721.0,5,4,4,2,4,0
998,3200.0,30,680.0,5,4,4,2,3,0
999,3500.0,30,640.0,5,5,4,2,3,0
1000,2500.0,30,660.0,5,5,4,1,3,0
1001,4200.0,35,699.0,4,4,3,3,2,0
1002,3500.0,35,730.0,5,5,4,2,4,0
1003,3500.0,35,779.0,5,5,4,2,4,0
1004,3500.0,35,723.0,5,5,4,2,4,0
1005,3500.0,35,776.0,5,5,4,2,4,0
1006,3500.0,35,748.0,5,5,4,2,4,0
1007,3500.0,35,753.0,5,5,4,2,4,0
1008,3800.0,35,802.0,6,6,4,2,4,0
1009,3500.0,35,786.0,5,5,4,2,4,0
1010,3500.0,35,804.0,6,5,4,2,4,0
1011,3900.0,35,658.0,4,3,3,3,2,0
1012,3500.0,35,771.0,5,5,4,2,4,0
1013,4200.0,35,689.0,4,4,3,3,2,0
1014,3200.0,35,586.0,4,4,3,2,2,0
1015,3200.0,35,651.0,4,4,3,2,2,0
1016,4200.0,35,658.0,4,4,3,3,2,0
1017,3800.0,35,822.0,6,6,4,2,4,0
1018,3500.0,35,747.0,5,5,4,2,4,0
1019,3800.0,35,807.0,6,6,4,2,4,0
1020,3500.0,35,751.0,5,5,4,2,4,0
1021,3500.0,35,778.0,5,5,4,2,4,0
1022,3800.0,35,848.0,6,6,4,2,4,0
1023,4200.0,35,720.0,5,4,4,3,3,0
1024,3500.0,35,780.0,5,5,4,2,4,0
1025,3500.0,35,783.0,5,5,4,2,4,0
1026,3500.0,35,722.0,5,5,4,2,4,0
1027,3900.0,35,660.0,4,3,3,3,2,0
1028,3200.0,35,605.0,4,4,3,2,2,0
1029,3500.0,35,763.0,5,5,4,2,4,0
1030,3500.0,35,744.0,5,5,4,2,4,0
1031,3900.0,35,678.0,4,3,3,3,2,0
1032,3500.0,35,800.0,6,5,4,2,4,0
1033,3800.0,35,824.0,6,6,4,2,4,0
1034,4200.0,35,767.0,5,4,4,3,4,0
1035,3900.0,35,689.0,4,3,3,3,2,0
1036,3500.0,35,738.0,5,5,4,2,4,0
1037,3500.0,35,772.0,5,5,4,2,4,0
1038,3500.0,35,796.0,6,5,4,2,4,0
1039,3900.0,35,636.0,4,3,3,3,2,0
1040,3500.0,35,730.0,5,5,4,2,4,0
1041,3800.0,35,836.0,6,6,4,2,4,0
1042,3500.0,35,774.0,5,5,4,2,4,0
1043,3800.0,35,808.0,6,6,4,2,4,0
1044,3800.0,35,851.0,6,6,4,2,4,0
1045,3500.0,35,811.0,6,5,4,2,4,0
1046,3500.0,35,721.0,5,5,4,2,4,0
1047,3500.0,35,813.0,6,5,4,2,4,0
1048,3800.0,35,796.0,6,6,4,2,4,0
1049,3900.0,35,643.0,4,3,3,3,2,0
1050,3800.0,35,804.0,6,6,4,2,4,0
1051,3800.0,35,861.0,6,6,4,2,4,0
1052,3200.0,35,645.0,4,4,3,2,2,0
1053,3500.0,35,793.0,6,5,4,2,4,0
1054,4200.0,35,652.0,4,4,3,3,2,0
1055,3500.0,35,775.0,5,5,4,2,4,0
1056,3800.0,35,826.0,6,6,4,2,4,0
1057,3500.0,35,727.0,5,5,4,2,4,0
1058,4500.0,35,956.0,6,5,4,3,4,0
1059,3500.0,35,717.0,5,5,4,2,3,0
1060,3500.0,35,768.0,5,5,4,2,4,0
1061,3800.0,35,828.0,6,6,4,2,4,0
1062,3500.0,35,796.0,6,5,4,2,4,0
1063,3200.0,35,643.0,4,4,3,2,2,0
1064,3500.0,35,829.0,6,5,4,2,4,0
1065,2800.0,35,793.0,6,6,4,1,4,0
1066,3800.0,35,912.0,6,6,4,2,4,0
1067,3500.0,35,755.0,5,5,4,2,4,0
1068,4200.0,35,658.0,4,4,3,3,2,0
1069,3500.0,35,755.0,5,5,4,2,4,0
1070,4200.0,35,658.0,4,4,3,3,2,0
1071,3500.0,35,755.0,5,5,4,2,4,0
1072,4200.0,35,658.0,4,4,3,3,2,0
1073,3500.0,35,755.0,5,5,4,2,4,0
1074,4200.0,35,658.0,4,4,3,3,2,0
1075,3500.0,35,755.0,5,5,4,2,4,0
1076,4200.0,35,658.0,4,4,3,3,2,0
1077,3500.0,35,755.0,5,5,4,2,4,0
1078,4200.0,35,658.0,4,4,3,3,2,0
1079,3500.0,35,755.0,5,5,4,2,4,0
1080,4200.0,35,658.0,4,4,3,3,2,0
1081,3500.0,35,755.0,5,5,4,2,4,0
1082,4200.0,35,658.0,4,4,3,3,2,0
1083,3500.0,35,755.0,5,5,4,2,4,0
1084,4200.0,35,658.0,4,4,3,3,2,0
1085,3500.0,35,755.0,5,5,4,2,4,0
1086,4200.0,35,658.0,4,4,3,3,2,0
1087,3500.0,35,755.0,5,5,4,2,4,0
1088,4200.0,35,658.0,4,4,3,3,2,0
