NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,Sedan,20,30,6.0,3,9.567,6.0,22.8,18.0,57.822,0,30,39,40.1,1.44,4.72,1.05,0.983,20,23
3,Small,20,32,4.0,7,9.708,4.0,15.2,12.0,24.344,0,20,23,18.83,1.12,4.62,1.04,0.954,21,21
4,SUV,19,32,13.5,7,3.607,13.5,51.3,40.5,57.822,0,29,32,19.7,1.14,4.74,1.21,0.956,19,22
4,Small,19,32,4.0,3,9.791,4.0,15.2,12.0,3.045,0,29,32,38.08,3.01,4.61,1.03,0.991,20,21
3,SUV,18,33,13.5,3,7.799,13.5,51.3,40.5,83.097,0,33,39,17.43,1.8,4.8,0.95,0.969,21,22
3,SUV,20,31,13.5,3,7.641,13.5,51.3,40.5,5.938,0,31,39,37.2,1.25,4.65,1.01,0.979,19,21
4,Small,17,30,4.0,7,7.126,4.0,15.2,12.0,10.783,0,17,23,47.07,1.63,4.79,1.15,0.987,21,21
3,SUV,23,31,13.5,3,8.391,13.5,51.3,40.5,15.242,0,31,39,45.77,3.09,4.66,1.13,0.993,19,21
2,Small,19,30,4.0,3,9.293,4.0,15.2,12.0,83.097,0,19,23,10.15,2.26,4.8,1.17,0.957,19,22
4,Sedan,18,32,6.0,3,10.794,6.0,22.8,18.0,10.783,0,32,39,23.71,2.73,4.68,1.04,0.985,21,23
1,SUV,22,32,13.5,3,11.999,13.5,51.3,40.5,3.045,0,29,32,46.52,3.26,4.8,0.99,0.993,20,21
4,Truck,17,29,17.5,3,6.823,17.5,66.5,52.5,15.242,0,17,23,30.69,1.19,4.78,1.03,0.973,19,23
2,SUV,19,29,13.5,3,13.331,13.5,51.3,40.5,10.783,0,29,39,49.54,0.52,4.65,0.99,0.962,19,22
5,Small,17,31,4.0,3,8.732,4.0,15.2,12.0,24.344,0,31,39,17.36,1.42,4.67,1.11,0.96,21,23
2,Sedan,21,33,6.0,3,4.403,6.0,22.8,18.0,86.377,0,21,23,26.4,1.9,4.67,0.97,0.98,21,23
2,Small,18,29,5.0,3,13.278,4.0,15.2,11.0,15.242,0,29,39,26.11,0.69,4.62,1.14,0.946,20,23
2,Small,19,30,4.0,3,9.784,4.0,15.2,12.0,24.344,0,19,23,23.04,0.57,4.67,1.23,0.927,21,23
5,SUV,16,30,13.5,3,6.761,13.5,51.3,40.5,10.783,0,16,23,25.36,1.23,4.7,0.96,0.968,21,23
5,Sedan,20,30,6.0,3,5.938,6.0,22.8,18.0,15.242,0,30,39,46.81,2.52,4.73,0.95,0.992,20,22
4,Small,18,34,4.0,7,8.957,4.0,15.2,12.0,5.938,0,34,39,41.32,0.78,4.7,1.12,0.969,19,21
4,SUV,18,33,13.5,7,9.662,13.5,51.3,40.5,24.344,0,29,33,15.05,3.5,4.75,0.92,0.981,21,21
4,Sedan,19,33,6.0,3,10.874,6.0,22.8,18.0,24.344,0,19,23,15.16,3.01,4.66,0.93,0.978,19,23
1,SUV,19,31,13.5,3,8.235,13.5,51.3,40.5,5.938,0,19,23,48.25,1.91,4.62,0.96,0.989,21,22
4,SUV,20,32,13.5,7,9.276,13.5,51.3,40.5,86.377,0,20,23,41.49,1.12,4.67,0.91,0.979,20,22
4,SUV,17,32,13.5,3,14.337,13.5,51.3,40.5,83.097,0,29,32,16.96,2.67,4.68,0.9,0.978,20,23
3,Sedan,19,30,6.0,7,8.81,6.0,22.8,18.0,15.242,0,30,39,11.33,1.65,4.68,1.17,0.948,20,21
5,SUV,21,30,13.5,3,7.998,13.5,51.3,40.5,3.045,0,30,39,17.45,1.08,4.64,1.13,0.948,19,23
2,Sedan,22,32,6.0,3,4.967,6.0,22.8,18.0,86.377,0,29,32,46.22,2.27,4.65,1.11,0.991,20,23
2,Truck,20,29,17.5,7,9.717,17.5,66.5,52.5,5.938,0,20,23,8.99,0.69,4.77,1.24,0.851,19,23
5,Sedan,17,29,6.0,3,4.365,6.0,22.8,18.0,3.045,0,17,23,11.62,3.1,4.74,1.16,0.973,19,23
4,SUV,18,33,13.5,3,7.772,13.5,51.3,40.5,3.045,0,18,23,24.3,0.94,4.73,1.05,0.957,21,21
5,Small,21,31,4.0,3,5.361,4.0,15.2,12.0,24.344,0,21,23,38.27,0.69,4.74,1.06,0.963,21,21
2,Small,22,30,4.0,7,11.536,4.0,15.2,12.0,24.344,0,30,39,30.69,2.28,4.72,1.22,0.986,20,23
4,SUV,21,31,13.5,3,7.158,13.5,51.3,40.5,24.344,0,31,39,45.53,1.62,4.64,0.94,0.987,20,23
2,SUV,19,30,13.5,3,4.762,13.5,51.3,40.5,86.377,0,30,39,11.24,1.89,4.69,1.05,0.954,19,21
3,Sedan,19,33,6.0,7,8.769,6.0,22.8,18.0,3.045,0,19,23,16.53,0.77,4.65,1.11,0.924,21,22
3,SUV,20,33,13.5,3,16.144,13.5,51.3,40.5,83.097,0,33,39,13.66,1.34,4.7,1.18,0.947,21,21
4,Truck,18,32,17.5,3,3.955,17.5,66.5,52.5,5.938,0,18,23,30.78,1.51,4.65,1.23,0.979,19,21
4,Truck,19,34,17.5,7,11.542,17.5,66.5,52.5,5.938,0,29,34,10.38,2.91,4.69,1.07,0.967,21,21
4,Sedan,20,33,6.0,7,8.477,6.0,22.8,18.0,10.783,0,33,39,18.12,3.31,4.71,1.09,0.983,19,22
3,Small,19,35,4.0,3,6.677,4.0,15.2,12.0,24.344,0,29,35,46.78,1.39,4.73,1.21,0.985,20,21
3,SUV,21,30,13.5,7,14.456,13.5,51.3,40.5,86.377,0,30,39,39.19,1.68,4.73,1.16,0.985,21,22
