set N :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 ;

set M :=  1 2 3 4 5 6 7 8 9 10 11 12 13 ;

set T :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 ;

param arrival := 
    1 9
    2 10
    3 7
    4 12
    5 7
    6 7
    7 7
    8 9
    9 8
    10 6
    11 9
    12 6
    13 7
    14 8
    15 8
    16 8
    17 8
    18 10
    19 5
    20 10
    21 5
    22 6
    23 11
    24 11
    25 9
    26 10
    27 8
    28 7
    29 11
    30 8
    31 10
    32 12
    33 8
    34 9
    35 10
    36 9
    37 11
    38 9
    39 7
    40 10
    41 6
    42 12
    43 12
    44 7
    45 10
    46 9
    47 10
    48 8
    49 9
    50 13
    51 8
    52 9
    53 9
    54 6
    55 11
    56 9
    57 11
    58 8
    59 6
    60 10
    61 7
    62 14
    63 9
    64 10
    65 6
    66 7
    67 8
    68 4
    69 7
    70 8
    71 5
    72 9
    73 10
    74 6
    75 7
    76 6
    77 9
    78 8
    79 6
    80 12
 ;

param depart := 
    1 23
    2 19
    3 20
    4 22
    5 18
    6 19
    7 19
    8 19
    9 18
    10 16
    11 18
    12 19
    13 16
    14 19
    15 18
    16 21
    17 22
    18 21
    19 18
    20 20
    21 18
    22 23
    23 21
    24 17
    25 19
    26 22
    27 23
    28 20
    29 17
    30 18
    31 23
    32 21
    33 23
    34 20
    35 18
    36 18
    37 17
    38 20
    39 21
    40 22
    41 22
    42 17
    43 18
    44 20
    45 21
    46 19
    47 19
    48 23
    49 18
    50 16
    51 21
    52 19
    53 18
    54 18
    55 18
    56 20
    57 20
    58 19
    59 19
    60 23
    61 18
    62 21
    63 20
    64 21
    65 19
    66 21
    67 20
    68 18
    69 17
    70 22
    71 22
    72 19
    73 17
    74 18
    75 20
    76 19
    77 21
    78 20
    79 19
    80 19
 ;

param demand := 
    1 16
    2 12
    3 9
    4 9
    5 16
    6 2
    7 14
    8 11
    9 16
    10 11
    11 16
    12 34
    13 24
    14 9
    15 16
    16 19
    17 14
    18 20
    19 10
    20 24
    21 14
    22 21
    23 16
    24 9
    25 40
    26 22
    27 16
    28 12
    29 16
    30 13
    31 3
    32 11
    33 24
    34 15
    35 12
    36 9
    37 13
    38 19
    39 15
    40 13
    41 16
    42 24
    43 16
    44 7
    45 16
    46 9
    47 14
    48 32
    49 17
    50 15
    51 16
    52 13
    53 16
    54 15
    55 24
    56 15
    57 16
    58 25
    59 24
    60 24
    61 14
    62 24
    63 14
    64 4
    65 19
    66 19
    67 12
    68 24
    69 19
    70 16
    71 11
    72 16
    73 35
    74 12
    75 24
    76 16
    77 9
    78 14
    79 4
    80 24
 ;

param installed_chargers := 
 1 4
 2 4
 3 8
 4 8
 5 8
 6 8
 7 8
 8 8
 9 19
 10 19
 11 19
 12 19
 13 19
 ;

param installed_cost := 
 1 1000
 2 1000
 3 1500
 4 1500
 5 1500
 6 1500
 7 1500
 8 1500
 9 2200
 10 2200
 11 2200
 12 2200
 13 2200
 ;

param POWER := 
    1 1 4
    2 1 4
    3 1 4
    4 1 4
    5 1 4
    6 1 4
    7 1 4
    8 1 4
    9 1 4
    10 1 4
    11 1 4
    12 1 4
    13 1 4
    14 1 4
    15 1 4
    16 1 4
    17 1 4
    18 1 4
    19 1 4
    20 1 4
    21 1 4
    22 1 4
    23 1 4
    24 1 4
    25 1 4
    26 1 4
    27 1 4
    28 1 4
    29 1 4
    30 1 4
    31 1 4
    32 1 4
    33 1 4
    34 1 4
    35 1 4
    36 1 4
    37 1 4
    38 1 4
    39 1 4
    40 1 4
    41 1 4
    42 1 4
    43 1 4
    44 1 4
    45 1 4
    46 1 4
    47 1 4
    48 1 4
    49 1 4
    50 1 4
    51 1 4
    52 1 4
    53 1 4
    54 1 4
    55 1 4
    56 1 4
    57 1 4
    58 1 4
    59 1 4
    60 1 4
    61 1 4
    62 1 4
    63 1 4
    64 1 4
    65 1 4
    66 1 4
    67 1 4
    68 1 4
    69 1 4
    70 1 4
    71 1 4
    72 1 4
    73 1 4
    74 1 4
    75 1 4
    76 1 4
    77 1 4
    78 1 4
    79 1 4
    80 1 4
    1 2 4
    2 2 4
    3 2 4
    4 2 4
    5 2 4
    6 2 4
    7 2 4
    8 2 4
    9 2 4
    10 2 4
    11 2 4
    12 2 4
    13 2 4
    14 2 4
    15 2 4
    16 2 4
    17 2 4
    18 2 4
    19 2 4
    20 2 4
    21 2 4
    22 2 4
    23 2 4
    24 2 4
    25 2 4
    26 2 4
    27 2 4
    28 2 4
    29 2 4
    30 2 4
    31 2 4
    32 2 4
    33 2 4
    34 2 4
    35 2 4
    36 2 4
    37 2 4
    38 2 4
    39 2 4
    40 2 4
    41 2 4
    42 2 4
    43 2 4
    44 2 4
    45 2 4
    46 2 4
    47 2 4
    48 2 4
    49 2 4
    50 2 4
    51 2 4
    52 2 4
    53 2 4
    54 2 4
    55 2 4
    56 2 4
    57 2 4
    58 2 4
    59 2 4
    60 2 4
    61 2 4
    62 2 4
    63 2 4
    64 2 4
    65 2 4
    66 2 4
    67 2 4
    68 2 4
    69 2 4
    70 2 4
    71 2 4
    72 2 4
    73 2 4
    74 2 4
    75 2 4
    76 2 4
    77 2 4
    78 2 4
    79 2 4
    80 2 4
    1 3 8
    2 3 8
    3 3 8
    4 3 8
    5 3 8
    6 3 8
    7 3 8
    8 3 8
    9 3 8
    10 3 8
    11 3 8
    12 3 8
    13 3 8
    14 3 8
    15 3 8
    16 3 8
    17 3 8
    18 3 8
    19 3 8
    20 3 8
    21 3 8
    22 3 8
    23 3 8
    24 3 8
    25 3 8
    26 3 8
    27 3 8
    28 3 8
    29 3 8
    30 3 8
    31 3 8
    32 3 8
    33 3 8
    34 3 8
    35 3 8
    36 3 8
    37 3 8
    38 3 8
    39 3 8
    40 3 8
    41 3 8
    42 3 8
    43 3 8
    44 3 8
    45 3 8
    46 3 8
    47 3 8
    48 3 8
    49 3 8
    50 3 8
    51 3 8
    52 3 8
    53 3 8
    54 3 8
    55 3 8
    56 3 8
    57 3 8
    58 3 8
    59 3 8
    60 3 8
    61 3 8
    62 3 8
    63 3 8
    64 3 8
    65 3 8
    66 3 8
    67 3 8
    68 3 8
    69 3 8
    70 3 8
    71 3 8
    72 3 8
    73 3 8
    74 3 8
    75 3 8
    76 3 8
    77 3 8
    78 3 8
    79 3 8
    80 3 8
    1 4 8
    2 4 8
    3 4 8
    4 4 8
    5 4 8
