NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,Small,18,30,4.0,3,10.777,4.0,15.2,12.0,3.045,0,30,39,43.3,0.55,4.64,0.95,0.959,20,23
5,Sedan,22,30,6.0,7,12.815,6.0,22.8,18.0,15.242,0,30,39,24.93,0.89,4.67,1.21,0.956,21,23
4,Small,20,30,4.0,3,9.047,4.0,15.2,12.0,15.242,0,20,23,29.41,0.64,4.78,1.07,0.948,19,22
4,SUV,20,32,13.5,7,13.435,13.5,51.3,40.5,5.938,0,29,32,32.16,0.83,4.64,1.0,0.963,19,22
2,Small,20,30,4.0,7,9.645,4.0,15.2,12.0,83.097,0,30,39,37.58,0.89,4.67,0.94,0.971,20,21
5,Truck,22,29,17.5,7,11.193,17.5,66.5,52.5,57.822,0,29,39,25.16,1.85,4.72,1.1,0.979,21,22
1,Sedan,19,31,8.0,3,19.48,6.0,22.8,16.0,57.822,0,19,23,30.45,1.4,4.78,1.1,0.977,21,23
1,Small,21,31,5.0,7,13.07,4.0,15.2,11.0,57.822,0,31,39,14.57,2.2,4.63,1.21,0.969,20,22
4,Small,21,31,5.0,7,13.017,4.0,15.2,11.0,86.377,0,21,23,32.33,1.42,4.71,1.18,0.978,20,21
4,Small,20,30,5.0,7,12.892,4.0,15.2,11.0,24.344,0,20,23,44.99,1.66,4.6,0.91,0.987,21,21
3,Sedan,17,29,6.0,3,6.796,6.0,22.8,18.0,57.822,0,17,23,29.48,3.15,4.72,0.98,0.989,19,22
4,Sedan,19,31,6.0,7,10.17,6.0,22.8,18.0,5.938,0,31,39,38.57,1.91,4.61,0.91,0.987,21,21
2,SUV,17,31,13.5,7,5.315,13.5,51.3,40.5,10.783,0,31,39,10.71,2.1,4.71,0.92,0.957,21,23
1,Sedan,22,29,6.0,3,9.714,6.0,22.8,18.0,86.377,0,29,39,23.93,2.25,4.72,1.12,0.982,20,23
1,Small,23,29,4.0,3,4.35,4.0,15.2,12.0,5.938,0,29,39,8.37,0.96,4.72,1.25,0.883,20,21
4,SUV,20,30,13.5,3,14.035,13.5,51.3,40.5,15.242,0,30,39,32.26,1.39,4.67,0.99,0.978,21,22
4,Small,19,30,5.0,7,13.086,4.0,15.2,11.0,57.822,0,30,39,37.47,1.84,4.77,1.23,0.986,19,21
1,Small,20,34,4.0,7,3.499,4.0,15.2,12.0,5.938,0,29,34,30.3,1.33,4.78,1.03,0.975,19,22
2,Truck,21,35,17.5,3,11.075,17.5,66.5,52.5,10.783,0,35,39,38.22,0.6,4.73,0.99,0.957,21,22
4,Sedan,20,31,6.0,3,14.727,6.0,22.8,18.0,83.097,0,20,23,33.08,3.09,4.77,0.93,0.99,19,23
5,Small,21,31,4.0,3,8.574,4.0,15.2,12.0,24.344,0,21,23,9.5,1.5,4.72,0.92,0.932,21,23
4,Truck,20,30,17.5,3,17.085,17.5,66.5,52.5,3.045,0,20,23,20.66,2.81,4.62,1.07,0.983,19,22
4,SUV,17,31,13.5,7,12.697,13.5,51.3,40.5,5.938,0,17,23,12.39,1.0,4.62,1.23,0.922,20,22
3,SUV,17,30,13.5,7,9.966,13.5,51.3,40.5,83.097,0,30,39,47.2,2.18,4.72,0.95,0.99,20,23
5,Small,17,32,4.0,3,6.935,4.0,15.2,12.0,3.045,0,29,32,45.3,2.91,4.69,1.15,0.992,20,22
5,Truck,20,32,17.5,3,10.623,17.5,66.5,52.5,3.045,0,20,23,35.86,3.15,4.65,0.95,0.991,20,23
5,SUV,19,31,13.5,7,12.678,13.5,51.3,40.5,57.822,0,31,39,22.34,1.69,4.63,1.04,0.974,20,23
5,Sedan,20,34,6.0,3,4.42,6.0,22.8,18.0,3.045,0,34,39,25.54,1.66,4.76,1.2,0.977,19,21
4,Sedan,18,30,6.0,3,14.553,6.0,22.8,18.0,5.938,0,18,23,9.81,1.16,4.7,1.14,0.916,21,21
3,Truck,16,29,17.5,7,11.664,17.5,66.5,52.5,10.783,0,16,23,37.36,0.68,4.8,1.06,0.961,19,22
3,Truck,23,32,17.5,7,7.78,17.5,66.5,52.5,15.242,0,29,32,46.32,0.95,4.66,1.19,0.978,21,22
4,Small,21,33,4.0,3,8.298,4.0,15.2,12.0,86.377,0,21,23,30.84,2.55,4.78,1.07,0.987,21,21
2,Truck,18,30,17.5,3,8.428,17.5,66.5,52.5,5.938,0,30,39,26.26,2.06,4.68,0.96,0.982,21,22
3,Sedan,23,32,6.0,3,7.093,6.0,22.8,18.0,15.242,0,32,39,10.73,3.55,4.75,1.18,0.974,19,23
4,SUV,20,30,13.5,7,4.301,13.5,51.3,40.5,3.045,0,30,39,46.59,0.8,4.6,1.12,0.974,21,21
2,SUV,21,31,13.5,3,7.691,13.5,51.3,40.5,57.822,0,31,39,21.11,2.31,4.67,1.16,0.98,20,23
3,SUV,20,32,13.5,7,6.11,13.5,51.3,40.5,57.822,0,32,39,49.56,2.17,4.61,1.25,0.991,19,22
1,SUV,21,33,13.5,7,6.502,13.5,51.3,40.5,5.938,0,29,33,33.23,1.34,4.76,1.12,0.978,21,22
3,Small,16,32,5.0,3,12.221,4.0,15.2,11.0,3.045,0,32,39,21.0,2.6,4.71,1.08,0.982,21,22
1,Truck,20,31,17.5,3,8.607,17.5,66.5,52.5,3.045,0,20,23,15.48,2.52,4.68,0.96,0.975,21,23
5,Sedan,18,30,6.0,3,10.118,6.0,22.8,18.0,83.097,0,18,23,39.28,2.5,4.7,1.23,0.99,19,23
2,Sedan,18,31,6.0,3,1.837,6.0,22.8,18.0,10.783,0,31,39,6.99,2.12,4.63,0.96,0.935,21,23
1,SUV,19,32,13.5,7,9.365,13.5,51.3,40.5,57.822,0,29,32,40.13,3.47,4.64,1.21,0.993,20,22
5,Small,17,31,4.0,7,9.628,4.0,15.2,12.0,83.097,0,31,39,16.28,0.82,4.69,0.93,0.928,20,22
2,Sedan,19,30,6.0,7,12.543,6.0,22.8,18.0,5.938,0,30,39,48.81,2.76,4.64,1.23,0.993,20,23
4,Small,17,30,6.0,3,14.878,4.0,15.2,10.0,57.822,0,30,39,25.84,2.12,4.74,0.97,0.982,20,23
2,Small,20,35,5.0,3,12.747,4.0,15.2,11.0,57.822,0,35,39,33.77,1.63,4.61,1.25,0.982,21,21
2,SUV,21,33,13.5,3,11.876,13.5,51.3,40.5,86.377,0,29,33,12.56,2.21,4.79,1.06,0.965,19,23
4,SUV,19,31,13.5,3,10.333,13.5,51.3,40.5,57.822,0,31,39,7.09,3.13,4.66,1.15,0.956,20,22
