NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
3,Truck,19,33,17.5,3,12.702,17.5,66.5,52.5,3.045,0,29,33,13.85,1.22,4.67,1.24,0.943,19,21
3,Small,19,34,4.0,7,10.559,4.0,15.2,12.0,15.242,0,34,39,27.9,2.2,4.67,1.19,0.984,21,23
3,Small,23,32,4.0,7,5.637,4.0,15.2,12.0,86.377,0,32,39,20.11,2.49,4.69,1.19,0.98,19,23
2,Small,21,33,5.0,7,12.18,4.0,15.2,11.0,57.822,0,29,33,34.53,1.04,4.7,1.04,0.973,19,21
5,Sedan,21,33,6.0,7,3.335,6.0,22.8,18.0,83.097,0,33,39,27.36,2.44,4.74,1.11,0.985,19,23
2,Small,17,32,5.0,7,14.294,4.0,15.2,11.0,10.783,0,17,23,13.12,2.34,4.77,0.94,0.968,19,21
4,SUV,19,30,13.5,3,13.135,13.5,51.3,40.5,10.783,0,19,23,12.46,3.52,4.66,1.22,0.977,19,23
4,Small,22,34,4.0,3,9.872,4.0,15.2,12.0,83.097,0,29,34,47.84,1.73,4.62,0.95,0.988,21,22
2,Small,18,30,4.0,3,10.71,4.0,15.2,12.0,57.822,0,18,23,33.0,2.4,4.7,0.98,0.987,19,21
3,Small,18,30,4.0,7,9.181,4.0,15.2,12.0,24.344,0,18,23,21.63,3.46,4.71,0.9,0.987,19,23
2,Small,17,34,6.0,7,14.728,4.0,15.2,10.0,57.822,0,17,23,9.66,3.05,4.68,1.14,0.967,21,21
2,SUV,20,31,13.5,3,9.358,13.5,51.3,40.5,3.045,0,31,39,36.83,2.15,4.64,1.2,0.987,21,21
1,Sedan,18,32,6.0,7,12.785,6.0,22.8,18.0,83.097,0,29,32,29.73,2.59,4.6,1.0,0.987,21,21
2,Sedan,18,31,6.0,7,6.959,6.0,22.8,18.0,83.097,0,31,39,26.84,1.45,4.62,1.05,0.975,19,21
1,Truck,17,30,17.5,7,7.008,17.5,66.5,52.5,83.097,0,30,39,11.67,1.88,4.75,1.17,0.955,19,23
4,Small,18,29,4.0,7,10.614,4.0,15.2,12.0,3.045,0,18,23,13.08,2.9,4.66,1.16,0.974,19,23
3,SUV,16,32,13.5,7,15.843,13.5,51.3,40.5,83.097,0,16,23,39.21,1.31,4.73,1.23,0.981,21,23
2,Small,17,33,4.0,7,8.388,4.0,15.2,12.0,83.097,0,33,39,9.35,0.8,4.71,0.9,0.875,19,22
2,Sedan,17,35,6.0,3,8.113,6.0,22.8,18.0,86.377,0,29,35,8.07,2.33,4.72,1.01,0.948,21,22
3,Small,18,33,4.0,7,11.461,4.0,15.2,12.0,86.377,0,18,23,9.14,2.96,4.76,1.18,0.964,19,22
5,Small,19,34,5.0,3,13.914,4.0,15.2,11.0,3.045,0,19,23,33.77,0.9,4.66,1.06,0.968,19,23
5,Sedan,18,30,6.0,7,5.961,6.0,22.8,18.0,10.783,0,30,39,32.9,1.22,4.78,1.21,0.975,21,22
3,Sedan,20,29,6.0,7,5.186,6.0,22.8,18.0,24.344,0,20,23,31.45,2.52,4.75,1.04,0.987,19,22
4,SUV,21,31,13.5,3,11.077,13.5,51.3,40.5,3.045,0,31,39,16.09,1.35,4.7,1.15,0.955,21,21
1,Small,17,34,4.0,7,5.498,4.0,15.2,12.0,10.783,0,34,39,25.32,3.35,4.79,0.97,0.988,21,23
4,Small,21,34,5.0,3,13.716,4.0,15.2,11.0,5.938,0,29,34,29.41,1.05,4.72,1.13,0.968,21,23
3,Sedan,17,33,6.0,3,14.358,6.0,22.8,18.0,15.242,0,17,23,10.39,1.45,4.73,1.05,0.936,19,21
5,Sedan,21,31,7.0,3,15.533,6.0,22.8,17.0,86.377,0,31,39,36.04,3.29,4.72,1.1,0.992,20,22
3,Truck,22,30,17.5,7,15.524,17.5,66.5,52.5,24.344,0,30,39,8.01,2.51,4.72,0.91,0.951,19,23
4,Small,21,30,4.0,7,4.392,4.0,15.2,12.0,24.344,0,30,39,49.71,1.41,4.71,1.04,0.986,20,21
5,Truck,16,32,17.5,3,8.055,17.5,66.5,52.5,15.242,0,16,23,17.05,2.24,4.76,1.11,0.974,19,23
5,Small,19,29,4.0,7,11.76,4.0,15.2,12.0,86.377,0,19,23,17.81,0.93,4.64,1.19,0.941,21,23
3,Small,21,31,4.0,7,7.412,4.0,15.2,12.0,86.377,0,31,39,37.96,0.54,4.72,1.16,0.952,21,23
5,Small,21,29,4.0,7,5.205,4.0,15.2,12.0,57.822,0,21,23,40.93,1.38,4.77,0.97,0.982,20,22
4,SUV,17,30,13.5,7,18.735,13.5,51.3,40.5,57.822,0,17,23,27.18,0.61,4.67,1.24,0.941,21,22
2,Small,21,29,4.0,3,5.777,4.0,15.2,12.0,5.938,0,29,39,10.47,1.61,4.77,0.99,0.942,19,21
5,Small,19,31,4.0,3,9.616,4.0,15.2,12.0,3.045,0,19,23,28.78,2.9,4.72,1.08,0.988,21,21
3,Small,22,30,4.0,7,11.253,4.0,15.2,12.0,5.938,0,30,39,19.63,0.53,4.63,1.01,0.908,19,21
5,Small,20,36,6.0,7,15.507,4.0,15.2,10.0,86.377,0,36,39,22.7,1.82,4.64,1.11,0.976,19,22
3,Small,16,29,4.0,3,9.845,4.0,15.2,12.0,24.344,0,29,39,10.44,2.72,4.6,1.14,0.965,20,23
4,Sedan,22,33,6.0,3,10.94,6.0,22.8,18.0,15.242,0,29,33,16.02,0.7,4.78,1.2,0.915,21,21
4,SUV,20,31,13.5,7,8.919,13.5,51.3,40.5,86.377,0,20,23,10.67,2.19,4.69,1.0,0.958,19,22
2,SUV,18,32,13.5,7,11.948,13.5,51.3,40.5,57.822,0,29,32,16.23,1.83,4.66,1.04,0.967,19,22
2,Small,18,29,4.0,3,11.046,4.0,15.2,12.0,3.045,0,18,23,28.78,0.8,4.75,1.2,0.957,19,21
3,Truck,18,34,17.5,7,15.922,17.5,66.5,52.5,86.377,0,18,23,6.76,2.83,4.79,1.09,0.949,21,21
2,Sedan,21,33,6.0,7,5.631,6.0,22.8,18.0,5.938,0,33,39,28.55,0.85,4.62,1.19,0.96,19,23
5,Small,20,30,5.0,3,13.66,4.0,15.2,11.0,57.822,0,30,39,30.34,2.22,4.68,0.92,0.985,20,23
