NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,Sedan,21,32,6.0,7,8.887,6.0,22.8,18.0,5.938,0,21,23,22.93,3.24,4.65,0.9,0.987,20,21
1,SUV,17,31,13.5,3,9.758,13.5,51.3,40.5,83.097,0,31,39,45.34,2.1,4.77,1.11,0.99,21,22
2,SUV,20,31,13.5,3,11.211,13.5,51.3,40.5,5.938,0,31,39,42.23,0.95,4.65,1.07,0.975,20,22
3,Small,19,30,4.0,3,7.941,4.0,15.2,12.0,5.938,0,19,23,22.52,1.16,4.64,0.96,0.962,21,21
5,Small,17,30,5.0,7,12.389,4.0,15.2,11.0,24.344,0,30,39,22.9,1.93,4.66,1.1,0.978,20,21
4,Sedan,17,32,6.0,7,6.651,6.0,22.8,18.0,5.938,0,29,32,18.86,1.14,4.68,1.25,0.955,19,22
4,Sedan,19,31,6.0,3,5.438,6.0,22.8,18.0,24.344,0,19,23,6.89,1.61,4.68,1.11,0.914,19,21
3,Truck,20,31,17.5,3,7.918,17.5,66.5,52.5,86.377,0,20,23,27.61,3.48,4.71,0.93,0.99,19,22
4,Sedan,17,32,6.0,7,10.687,6.0,22.8,18.0,5.938,0,32,39,28.87,3.12,4.68,0.97,0.989,19,22
1,SUV,19,30,13.5,3,7.851,13.5,51.3,40.5,5.938,0,19,23,44.4,1.63,4.77,1.1,0.986,19,21
1,Small,19,32,4.0,3,10.027,4.0,15.2,12.0,3.045,0,32,39,43.48,2.41,4.78,0.99,0.991,21,22
4,Small,18,31,5.0,3,12.742,4.0,15.2,11.0,57.822,0,18,23,25.24,2.02,4.65,1.01,0.981,19,21
5,Small,17,32,6.0,7,16.065,4.0,15.2,10.0,24.344,0,29,32,32.15,0.64,4.63,1.11,0.953,19,23
