NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
5,Small,23,33,5.0,3,14.01,4.0,15.2,11.0,24.344,0,33,39,28.8,1.83,4.66,1.14,0.981,21,23
1,Small,18,29,4.0,7,10.292,4.0,15.2,12.0,86.377,0,29,39,7.8,3.01,4.79,0.9,0.958,19,23
4,Sedan,19,31,6.0,7,9.413,6.0,22.8,18.0,3.045,0,19,23,19.95,2.75,4.6,1.18,0.982,19,21
4,Sedan,19,32,6.0,3,9.834,6.0,22.8,18.0,57.822,0,29,32,45.6,1.26,4.62,1.07,0.983,20,22
5,Sedan,20,32,6.0,3,12.496,6.0,22.8,18.0,57.822,0,32,39,29.4,3.29,4.66,0.94,0.99,21,21
5,Sedan,18,35,6.0,3,9.374,6.0,22.8,18.0,86.377,0,18,23,28.3,2.95,4.64,1.11,0.988,19,21
1,SUV,18,29,13.5,3,8.529,13.5,51.3,40.5,57.822,0,18,23,28.13,3.29,4.67,1.17,0.989,21,23
1,Sedan,17,31,7.0,3,17.417,6.0,22.8,17.0,83.097,0,31,39,17.28,0.96,4.61,0.97,0.941,21,22
2,Sedan,18,31,6.0,3,4.978,6.0,22.8,18.0,86.377,0,18,23,14.77,1.17,4.79,1.06,0.944,19,22
4,SUV,18,35,13.5,3,14.42,13.5,51.3,40.5,24.344,0,18,23,7.88,1.98,4.67,0.96,0.938,20,21
2,Small,18,31,4.0,7,3.596,4.0,15.2,12.0,15.242,0,31,39,24.19,0.51,4.71,1.25,0.922,20,23
1,Small,22,31,5.0,3,12.533,4.0,15.2,11.0,5.938,0,31,39,25.02,1.93,4.71,1.03,0.98,19,21
4,Truck,18,33,17.5,7,9.43,17.5,66.5,52.5,3.045,0,29,33,19.36,0.89,4.77,1.03,0.944,19,23
1,SUV,17,32,13.5,7,11.255,13.5,51.3,40.5,5.938,0,17,23,15.45,3.36,4.64,0.95,0.981,19,23
4,SUV,16,31,13.5,7,12.904,13.5,51.3,40.5,83.097,0,31,39,47.82,1.02,4.66,1.23,0.98,20,23
3,Sedan,24,32,6.0,7,12.837,6.0,22.8,18.0,5.938,0,29,32,44.37,1.05,4.7,0.97,0.979,20,23
2,Small,19,30,4.0,7,4.021,4.0,15.2,12.0,15.242,0,30,39,49.87,2.19,4.71,1.15,0.991,19,23
1,SUV,18,30,13.5,3,11.152,13.5,51.3,40.5,24.344,0,18,23,40.27,2.13,4.63,0.98,0.988,19,22
1,Small,17,32,4.0,7,10.338,4.0,15.2,12.0,15.242,0,29,32,7.92,3.09,4.65,1.21,0.96,20,21
5,SUV,22,31,13.5,3,15.44,13.5,51.3,40.5,15.242,0,31,39,10.88,0.59,4.71,1.08,0.856,20,23
5,Truck,20,31,17.5,7,10.867,17.5,66.5,52.5,24.344,0,20,23,21.93,1.94,4.72,0.94,0.977,19,22
3,Sedan,16,29,6.0,3,9.768,6.0,22.8,18.0,5.938,0,29,39,23.55,0.68,4.75,1.06,0.939,20,22
2,Truck,19,30,17.5,3,9.451,17.5,66.5,52.5,5.938,0,30,39,48.73,0.68,4.74,1.15,0.97,19,21
3,Sedan,20,32,6.0,7,10.282,6.0,22.8,18.0,5.938,0,29,32,30.38,3.36,4.6,1.16,0.99,21,21
5,Sedan,19,33,6.0,7,8.264,6.0,22.8,18.0,83.097,0,19,23,37.0,0.56,4.72,1.1,0.953,19,23
2,SUV,20,31,13.5,7,10.789,13.5,51.3,40.5,83.097,0,20,23,25.07,1.08,4.77,1.07,0.964,19,22
4,Small,20,33,5.0,7,13.352,4.0,15.2,11.0,3.045,0,33,39,29.03,2.67,4.67,1.18,0.987,21,21
2,Sedan,18,31,6.0,3,7.146,6.0,22.8,18.0,24.344,0,31,39,41.73,1.89,4.7,1.18,0.987,21,22
4,SUV,20,33,13.5,7,9.966,13.5,51.3,40.5,83.097,0,33,39,47.08,1.17,4.71,1.13,0.982,19,21
1,Small,22,32,4.0,3,10.264,4.0,15.2,12.0,5.938,0,29,32,42.98,0.53,4.76,1.21,0.957,20,21
1,Small,20,32,4.0,3,6.835,4.0,15.2,12.0,57.822,0,29,32,29.53,3.51,4.69,1.17,0.99,21,22
5,SUV,21,31,13.5,7,12.524,13.5,51.3,40.5,3.045,0,31,39,37.62,2.67,4.68,1.18,0.99,19,21
4,SUV,20,29,13.5,7,6.262,13.5,51.3,40.5,15.242,0,29,39,44.94,1.87,4.73,1.03,0.988,20,23
3,Small,19,36,5.0,3,12.818,4.0,15.2,11.0,83.097,0,19,23,28.94,2.49,4.62,1.19,0.986,21,22
2,Sedan,18,33,8.0,3,17.516,6.0,22.8,16.0,10.783,0,33,39,12.35,2.62,4.66,0.96,0.97,19,21
2,Sedan,18,32,6.0,7,13.122,6.0,22.8,18.0,10.783,0,32,39,16.5,3.01,4.67,1.25,0.98,20,21
2,Small,20,30,6.0,3,17.002,4.0,15.2,10.0,57.822,0,20,23,9.09,0.91,4.67,1.06,0.886,20,23
1,Small,19,29,4.0,3,10.028,4.0,15.2,12.0,3.045,0,19,23,23.09,2.92,4.71,1.01,0.985,21,22
1,Small,21,30,7.0,7,18.016,4.0,15.2,9.0,5.938,0,21,23,11.34,1.62,4.69,1.19,0.947,21,21
4,Truck,19,31,17.5,3,10.954,17.5,66.5,52.5,57.822,0,19,23,31.25,1.7,4.69,0.92,0.981,21,23
5,Small,19,33,4.0,3,10.278,4.0,15.2,12.0,86.377,0,19,23,38.25,3.05,4.67,0.9,0.991,20,23
4,Small,20,31,4.0,3,4.77,4.0,15.2,12.0,83.097,0,20,23,8.98,2.26,4.78,0.96,0.952,20,21
4,SUV,17,32,13.5,3,6.584,13.5,51.3,40.5,15.242,0,29,32,29.71,0.86,4.72,1.16,0.962,20,21
2,Small,16,31,5.0,7,14.174,4.0,15.2,11.0,5.938,0,31,39,19.64,2.45,4.79,1.17,0.979,21,23
3,SUV,19,31,13.5,3,14.087,13.5,51.3,40.5,15.242,0,19,23,21.95,0.6,4.79,0.94,0.927,21,21
3,Sedan,17,30,6.0,3,7.578,6.0,22.8,18.0,24.344,0,17,23,42.05,2.02,4.6,1.24,0.988,21,21
5,SUV,19,32,13.5,7,10.52,13.5,51.3,40.5,57.822,0,29,32,44.83,2.93,4.6,1.01,0.992,20,22
2,Sedan,21,33,6.0,7,8.191,6.0,22.8,18.0,86.377,0,29,33,20.59,2.81,4.67,1.18,0.983,20,21
1,Sedan,20,33,6.0,7,9.723,6.0,22.8,18.0,57.822,0,33,39,13.74,1.3,4.8,1.15,0.946,19,21
4,Sedan,18,30,6.0,7,8.851,6.0,22.8,18.0,83.097,0,30,39,15.85,0.92,4.77,1.19,0.934,21,23
1,Small,19,29,4.0,7,7.539,4.0,15.2,12.0,10.783,0,29,39,30.27,2.74,4.68,0.97,0.988,19,22
4,Sedan,19,31,6.0,3,8.007,6.0,22.8,18.0,5.938,0,31,39,32.23,2.38,4.71,1.13,0.987,21,23
1,Sedan,20,34,6.0,3,10.3,6.0,22.8,18.0,57.822,0,29,34,30.79,2.29,4.76,1.09,0.986,21,23
1,Small,18,31,4.0,3,8.455,4.0,15.2,12.0,5.938,0,18,23,31.76,2.94,4.73,1.11,0.989,20,22
1,Small,18,29,4.0,7,10.992,4.0,15.2,12.0,10.783,0,29,39,48.24,2.18,4.7,1.02,0.991,21,21
3,Truck,18,31,17.5,7,7.153,17.5,66.5,52.5,57.822,0,18,23,19.29,2.38,4.62,1.21,0.978,19,23
4,Sedan,18,35,6.0,7,11.187,6.0,22.8,18.0,57.822,0,35,39,39.18,2.72,4.7,1.12,0.991,21,21
1,Sedan,20,31,6.0,3,13.972,6.0,22.8,18.0,83.097,0,20,23,35.54,2.94,4.78,1.02,0.99,21,21
5,SUV,20,32,13.5,7,6.714,13.5,51.3,40.5,15.242,0,20,23,28.76,1.14,4.7,0.98,0.97,19,23
2,SUV,21,34,13.5,3,4.856,13.5,51.3,40.5,5.938,0,34,39,6.92,2.82,4.63,1.16,0.95,21,21
2,SUV,20,33,13.5,7,11.199,13.5,51.3,40.5,10.783,0,29,33,42.56,0.96,4.64,1.04,0.976,20,21
3,Sedan,18,29,7.0,7,15.723,6.0,22.8,17.0,15.242,0,29,39,38.8,2.74,4.68,1.11,0.991,21,22
4,Small,17,31,4.0,3,8.308,4.0,15.2,12.0,10.783,0,17,23,46.7,1.64,4.75,0.96,0.987,21,23
4,Truck,21,34,17.5,3,10.057,17.5,66.5,52.5,24.344,0,21,23,38.69,2.81,4.79,1.0,0.991,20,23
5,Sedan,22,30,6.0,7,8.098,6.0,22.8,18.0,83.097,0,30,39,37.41,1.96,4.69,1.07,0.986,20,22
1,Small,18,30,4.0,3,9.497,4.0,15.2,12.0,3.045,0,18,23,38.63,2.77,4.77,1.07,0.991,20,21
2,Sedan,18,31,6.0,3,2.963,6.0,22.8,18.0,3.045,0,31,39,24.61,2.09,4.76,1.25,0.981,19,22
3,Small,18,29,4.0,7,9.997,4.0,15.2,12.0,83.097,0,18,23,43.97,3.31,4.71,1.2,0.993,20,22
5,Sedan,18,30,6.0,7,14.069,6.0,22.8,18.0,5.938,0,30,39,30.68,3.38,4.66,1.2,0.99,19,22
1,Sedan,18,30,6.0,3,1.75,6.0,22.8,18.0,10.783,0,30,39,29.93,3.25,4.74,1.18,0.99,19,23
1,Small,19,33,4.0,7,10.667,4.0,15.2,12.0,5.938,0,33,39,41.27,2.27,4.68,1.21,0.989,21,21
1,SUV,22,31,13.5,3,12.696,13.5,51.3,40.5,83.097,0,31,39,16.08,1.44,4.61,1.11,0.958,19,21
2,Truck,21,30,17.5,7,15.307,17.5,66.5,52.5,57.822,0,21,23,18.36,2.16,4.66,0.92,0.975,21,21
3,Small,22,34,4.0,7,11.826,4.0,15.2,12.0,15.242,0,34,39,30.41,3.04,4.77,1.21,0.989,21,23
3,Sedan,20,35,6.0,7,13.819,6.0,22.8,18.0,10.783,0,20,23,11.33,1.11,4.74,0.98,0.924,20,22
4,SUV,20,30,13.5,7,7.681,13.5,51.3,40.5,86.377,0,20,23,37.57,2.47,4.62,0.91,0.989,19,21
