NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
4,Small,17,32,4.0,7,8.964,4.0,15.2,12.0,57.822,0,29,32,15.8,1.11,4.63,0.98,0.945,21,23
1,Small,21,29,4.0,3,7.918,4.0,15.2,12.0,3.045,0,29,39,49.79,1.58,4.75,0.94,0.987,19,22
1,Small,18,31,5.0,3,12.382,4.0,15.2,11.0,5.938,0,18,23,15.76,0.51,4.73,0.9,0.883,19,22
1,SUV,20,32,13.5,7,8.119,13.5,51.3,40.5,5.938,0,20,23,32.58,3.43,4.71,0.92,0.991,19,23
4,Sedan,21,31,6.0,7,8.448,6.0,22.8,18.0,24.344,0,21,23,29.9,0.51,4.66,1.02,0.937,20,23
5,Sedan,20,32,6.0,3,13.628,6.0,22.8,18.0,15.242,0,32,39,30.36,2.23,4.64,1.21,0.985,20,23
3,Sedan,19,33,6.0,7,11.053,6.0,22.8,18.0,24.344,0,33,39,41.32,3.37,4.61,1.18,0.993,19,22
2,Small,20,29,4.0,7,9.529,4.0,15.2,12.0,57.822,0,20,23,26.26,3.52,4.71,1.06,0.989,20,22
5,Sedan,17,33,6.0,3,11.391,6.0,22.8,18.0,15.242,0,29,33,49.19,0.68,4.68,0.99,0.971,19,22
5,SUV,17,29,13.5,7,15.495,13.5,51.3,40.5,15.242,0,17,23,43.44,3.42,4.67,0.96,0.993,21,22
4,Small,19,31,4.0,7,11.412,4.0,15.2,12.0,57.822,0,19,23,26.37,2.91,4.62,0.94,0.987,19,21
3,Small,21,33,4.0,3,8.46,4.0,15.2,12.0,57.822,0,33,39,27.51,0.76,4.77,1.01,0.953,19,22
3,SUV,21,31,13.5,3,14.064,13.5,51.3,40.5,24.344,0,21,23,8.45,3.01,4.63,1.01,0.961,20,23
2,Small,17,29,4.0,3,4.906,4.0,15.2,12.0,83.097,0,29,39,13.9,2.48,4.79,1.07,0.971,20,23
