NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
4,Small,16,30,4.0,7,9.448,4.0,15.2,12.0,83.097,0,16,23,30.19,2.2,4.76,1.24,0.985,19,21
5,Truck,20,33,17.5,7,7.962,17.5,66.5,52.5,86.377,0,29,33,11.51,2.71,4.79,1.03,0.968,19,22
2,Sedan,21,30,6.0,3,7.72,6.0,22.8,18.0,3.045,0,30,39,12.58,3.14,4.79,1.15,0.975,19,22
4,Small,18,31,5.0,3,13.068,4.0,15.2,11.0,3.045,0,31,39,9.88,3.34,4.67,1.06,0.97,20,23
5,SUV,18,32,13.5,7,8.004,13.5,51.3,40.5,10.783,0,32,39,19.26,3.06,4.61,1.11,0.983,19,21
3,Small,21,31,4.0,3,9.396,4.0,15.2,12.0,15.242,0,21,23,19.26,2.06,4.69,1.03,0.975,21,22
5,Small,18,32,4.0,3,8.564,4.0,15.2,12.0,24.344,0,32,39,22.76,0.72,4.63,1.04,0.941,19,23
5,SUV,18,31,13.5,3,5.72,13.5,51.3,40.5,24.344,0,18,23,12.98,0.84,4.78,1.08,0.912,20,21
5,SUV,19,30,13.5,7,8.891,13.5,51.3,40.5,57.822,0,19,23,40.41,0.63,4.73,1.06,0.961,19,23
5,Small,16,33,5.0,3,11.886,4.0,15.2,11.0,15.242,0,29,33,18.56,3.46,4.79,0.99,0.985,21,21
4,Small,21,30,4.0,3,7.64,4.0,15.2,12.0,15.242,0,30,39,15.41,1.69,4.73,0.95,0.962,19,22
1,SUV,19,30,13.5,3,8.769,13.5,51.3,40.5,15.242,0,30,39,49.13,0.71,4.73,0.91,0.972,19,22
1,Small,17,31,4.0,3,2.601,4.0,15.2,12.0,3.045,0,17,23,21.12,0.96,4.71,0.92,0.952,21,21
5,Sedan,18,30,6.0,7,12.581,6.0,22.8,18.0,24.344,0,18,23,44.28,1.48,4.61,1.04,0.985,20,23
2,Small,20,32,5.0,7,12.338,4.0,15.2,11.0,24.344,0,20,23,48.83,2.51,4.78,1.22,0.992,19,21
2,Sedan,18,31,6.0,3,9.014,6.0,22.8,18.0,3.045,0,31,39,31.06,1.28,4.73,1.16,0.975,21,22
