NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
3,Sedan,21,30,7.0,3,15.73,6.0,22.8,17.0,3.045,0,30,39,8.77,1.23,4.61,1.12,0.911,20,23
3,Small,19,33,4.0,7,5.315,4.0,15.2,12.0,10.783,0,33,39,36.49,0.71,4.62,1.17,0.962,21,22
3,SUV,21,31,13.5,7,6.159,13.5,51.3,40.5,86.377,0,21,23,12.59,1.27,4.72,1.16,0.939,21,23
1,Sedan,20,32,6.0,3,6.089,6.0,22.8,18.0,57.822,0,20,23,14.28,2.05,4.61,1.24,0.966,21,23
2,Sedan,18,32,6.0,7,6.923,6.0,22.8,18.0,57.822,0,32,39,17.34,3.16,4.65,1.13,0.982,21,23
3,Small,21,32,4.0,3,8.31,4.0,15.2,12.0,83.097,0,21,23,28.54,2.93,4.65,1.17,0.988,21,21
2,Small,17,30,4.0,7,7.776,4.0,15.2,12.0,57.822,0,17,23,43.82,2.23,4.74,1.16,0.99,21,23
4,Small,20,33,4.0,7,11.073,4.0,15.2,12.0,57.822,0,20,23,17.51,1.74,4.69,0.98,0.968,20,22
1,Sedan,19,30,6.0,3,3.979,6.0,22.8,18.0,24.344,0,30,39,22.15,3.39,4.64,0.9,0.987,21,21
3,Small,18,31,4.0,7,9.654,4.0,15.2,12.0,15.242,0,31,39,22.91,2.63,4.77,1.05,0.984,21,23
3,Truck,19,33,17.5,7,8.801,17.5,66.5,52.5,3.045,0,19,23,34.9,1.46,4.67,1.16,0.981,20,21
3,Sedan,21,33,6.0,7,8.373,6.0,22.8,18.0,3.045,0,33,39,49.43,3.02,4.65,1.03,0.993,21,22
5,Small,18,30,5.0,3,12.094,4.0,15.2,11.0,83.097,0,18,23,31.72,2.79,4.78,1.2,0.989,19,22
2,Sedan,19,29,6.0,3,7.541,6.0,22.8,18.0,10.783,0,29,39,25.08,1.11,4.79,0.99,0.965,20,23
4,Truck,19,31,17.5,3,13.637,17.5,66.5,52.5,57.822,0,19,23,40.96,2.26,4.63,0.95,0.989,20,22
3,Small,18,30,4.0,3,9.927,4.0,15.2,12.0,24.344,0,18,23,45.55,1.15,4.71,1.21,0.981,20,21
3,Small,17,32,5.0,7,12.78,4.0,15.2,11.0,24.344,0,32,39,16.55,3.51,4.7,1.1,0.983,21,23
5,Truck,17,32,17.5,7,9.995,17.5,66.5,52.5,83.097,0,17,23,15.34,1.35,4.63,1.13,0.953,19,21
2,Small,16,33,5.0,3,11.883,4.0,15.2,11.0,86.377,0,16,23,40.3,1.66,4.65,1.14,0.985,21,23
3,Small,21,32,4.0,7,7.065,4.0,15.2,12.0,24.344,0,29,32,18.84,2.38,4.65,0.91,0.978,19,23
4,Small,17,31,5.0,7,12.278,4.0,15.2,11.0,3.045,0,17,23,31.43,1.22,4.78,0.92,0.974,20,22
3,Truck,21,30,17.5,7,12.858,17.5,66.5,52.5,15.242,0,30,39,17.64,2.43,4.64,1.11,0.977,20,23
2,Small,20,30,4.0,3,8.159,4.0,15.2,12.0,86.377,0,30,39,18.94,3.13,4.64,1.13,0.983,20,23
5,Small,22,30,4.0,3,5.562,4.0,15.2,12.0,86.377,0,30,39,9.58,1.22,4.61,1.07,0.918,21,21
1,Truck,18,34,17.5,3,7.468,17.5,66.5,52.5,15.242,0,29,34,18.41,1.84,4.8,0.9,0.971,20,22
1,Truck,18,32,17.5,3,6.116,17.5,66.5,52.5,3.045,0,18,23,19.4,3.1,4.64,1.21,0.984,20,21
2,Truck,20,32,17.5,7,11.484,17.5,66.5,52.5,57.822,0,20,23,23.05,1.32,4.73,1.24,0.968,19,23
3,Sedan,21,30,6.0,3,3.641,6.0,22.8,18.0,57.822,0,30,39,36.83,1.91,4.69,1.17,0.986,20,22
1,Truck,20,32,17.5,7,12.854,17.5,66.5,52.5,24.344,0,20,23,33.14,1.97,4.71,1.25,0.985,21,23
3,Small,18,30,4.0,7,11.812,4.0,15.2,12.0,10.783,0,18,23,30.78,2.99,4.8,1.09,0.989,21,23
2,SUV,17,30,13.5,7,7.57,13.5,51.3,40.5,3.045,0,17,23,43.12,2.41,4.64,1.12,0.99,21,23
5,SUV,19,31,13.5,3,9.419,13.5,51.3,40.5,5.938,0,19,23,45.47,2.54,4.75,0.9,0.991,20,21
2,SUV,21,31,13.5,7,17.037,13.5,51.3,40.5,24.344,0,31,39,29.84,3.09,4.75,1.16,0.989,19,22
2,Small,19,33,4.0,3,8.641,4.0,15.2,12.0,15.242,0,33,39,49.08,0.97,4.78,0.97,0.979,19,22
2,Small,20,35,5.0,7,12.121,4.0,15.2,11.0,10.783,0,20,23,37.81,1.96,4.61,1.08,0.987,19,22
3,Small,22,30,4.0,3,8.363,4.0,15.2,12.0,5.938,0,30,39,33.68,0.51,4.8,1.19,0.943,20,23
