NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
5,Sedan,19,34,6.0,3,14.496,6.0,22.8,18.0,3.045,0,34,39,22.13,1.56,4.73,1.19,0.971,20,23
2,Small,19,30,5.0,7,13.641,4.0,15.2,11.0,10.783,0,30,39,9.71,2.44,4.61,1.15,0.959,21,23
5,Small,19,30,5.0,7,14.276,4.0,15.2,11.0,86.377,0,19,23,44.29,1.85,4.72,1.23,0.988,21,22
2,Small,21,33,4.0,7,6.192,4.0,15.2,12.0,57.822,0,21,23,49.67,3.09,4.7,1.1,0.994,20,21
4,Small,21,32,4.0,7,7.098,4.0,15.2,12.0,86.377,0,32,39,8.58,1.93,4.75,1.22,0.941,20,21
2,SUV,18,30,13.5,3,11.866,13.5,51.3,40.5,24.344,0,18,23,33.15,3.49,4.65,1.15,0.991,21,21
5,Truck,20,29,17.5,7,8.652,17.5,66.5,52.5,86.377,0,29,39,37.87,2.48,4.75,1.22,0.989,20,23
5,Small,18,32,6.0,3,14.913,4.0,15.2,10.0,24.344,0,32,39,44.25,0.95,4.74,1.07,0.976,20,23
1,Small,25,35,4.0,7,7.192,4.0,15.2,12.0,3.045,0,29,35,32.61,0.69,4.7,0.93,0.957,19,22
2,Small,21,31,6.0,7,15.366,4.0,15.2,10.0,57.822,0,21,23,48.12,3.52,4.66,0.92,0.994,21,23
2,SUV,19,31,13.5,3,6.774,13.5,51.3,40.5,3.045,0,31,39,48.71,2.74,4.62,1.1,0.993,19,23
3,Sedan,16,29,6.0,7,11.583,6.0,22.8,18.0,24.344,0,29,39,11.48,3.0,4.75,1.09,0.971,20,23
5,SUV,19,31,13.5,3,20.007,13.5,51.3,40.5,24.344,0,19,23,23.43,0.69,4.7,1.05,0.94,21,21
5,Small,19,34,6.0,3,14.969,4.0,15.2,10.0,86.377,0,19,23,49.86,2.58,4.61,1.09,0.992,20,21
5,Small,17,33,4.0,3,11.685,4.0,15.2,12.0,5.938,0,33,39,35.72,1.28,4.77,1.0,0.978,21,22
3,SUV,22,30,13.5,3,6.16,13.5,51.3,40.5,10.783,0,30,39,11.82,3.5,4.72,1.15,0.976,20,22
2,Small,22,29,4.0,3,11.458,4.0,15.2,12.0,5.938,0,29,39,43.02,2.74,4.78,1.11,0.992,19,23
5,Sedan,20,32,6.0,7,6.881,6.0,22.8,18.0,86.377,0,32,39,7.88,1.57,4.8,0.93,0.922,21,22
3,Truck,19,31,17.5,3,6.63,17.5,66.5,52.5,83.097,0,19,23,48.98,2.71,4.74,1.01,0.992,19,23
2,Small,19,31,5.0,7,13.326,4.0,15.2,11.0,57.822,0,19,23,21.0,2.88,4.63,0.92,0.984,19,23
4,SUV,18,30,13.5,7,3.925,13.5,51.3,40.5,83.097,0,18,23,38.51,2.44,4.77,1.13,0.989,20,22
3,SUV,16,31,13.5,7,16.971,13.5,51.3,40.5,86.377,0,31,39,7.95,1.16,4.72,1.06,0.897,20,23
5,SUV,19,32,13.5,7,7.011,13.5,51.3,40.5,57.822,0,29,32,25.03,2.64,4.63,0.9,0.985,19,23
4,Sedan,19,29,6.0,3,8.901,6.0,22.8,18.0,3.045,0,29,39,26.32,1.32,4.64,0.9,0.972,19,23
2,Small,17,30,4.0,7,11.581,4.0,15.2,12.0,15.242,0,17,23,49.15,1.05,4.75,1.17,0.981,19,22
2,SUV,18,30,13.5,7,6.557,13.5,51.3,40.5,83.097,0,30,39,17.78,2.26,4.8,0.98,0.975,19,23
4,Small,18,29,6.0,7,15.387,4.0,15.2,10.0,5.938,0,29,39,38.15,3.03,4.72,0.97,0.991,21,21
1,Small,21,33,4.0,3,5.543,4.0,15.2,12.0,57.822,0,21,23,19.32,2.99,4.61,1.15,0.983,19,21
1,Small,17,32,4.0,3,11.577,4.0,15.2,12.0,57.822,0,29,32,7.95,1.16,4.76,1.11,0.897,19,23
1,Small,23,30,4.0,7,11.26,4.0,15.2,12.0,24.344,0,30,39,45.83,1.33,4.72,1.06,0.984,20,22
2,Small,18,31,4.0,7,4.98,4.0,15.2,12.0,24.344,0,31,39,36.8,2.47,4.77,0.96,0.989,19,22
1,Small,21,31,4.0,7,7.38,4.0,15.2,12.0,86.377,0,31,39,42.29,2.69,4.77,1.08,0.991,19,22
2,SUV,17,31,13.5,7,4.416,13.5,51.3,40.5,10.783,0,31,39,28.2,1.21,4.66,1.07,0.971,21,23
3,Small,18,33,5.0,7,12.99,4.0,15.2,11.0,24.344,0,33,39,19.47,2.77,4.68,0.98,0.982,21,22
1,Small,20,29,5.0,7,12.564,4.0,15.2,11.0,5.938,0,20,23,11.17,2.68,4.65,1.13,0.967,20,22
1,Small,21,31,4.0,7,7.013,4.0,15.2,12.0,86.377,0,31,39,8.43,3.56,4.73,1.21,0.967,19,21
2,Sedan,22,34,6.0,7,10.019,6.0,22.8,18.0,86.377,0,34,39,47.81,1.43,4.62,1.01,0.985,21,23
4,Small,19,29,6.0,3,16.385,4.0,15.2,10.0,5.938,0,19,23,31.24,0.88,4.77,1.08,0.964,20,21
5,SUV,19,34,13.5,3,14.602,13.5,51.3,40.5,15.242,0,34,39,13.68,1.2,4.66,1.25,0.941,19,22
3,Small,23,33,5.0,3,13.896,4.0,15.2,11.0,83.097,0,33,39,47.29,0.59,4.77,1.06,0.965,21,23
5,Small,17,33,4.0,3,7.633,4.0,15.2,12.0,83.097,0,29,33,9.0,2.51,4.8,1.09,0.957,21,23
1,Small,20,31,4.0,7,8.903,4.0,15.2,12.0,15.242,0,31,39,45.32,2.35,4.64,0.91,0.991,21,21
4,Small,19,33,4.0,3,11.642,4.0,15.2,12.0,24.344,0,19,23,18.74,0.95,4.64,0.96,0.945,21,21
4,SUV,19,33,13.5,3,6.693,13.5,51.3,40.5,15.242,0,29,33,13.6,1.63,4.63,1.09,0.956,21,22
3,Truck,22,34,17.5,3,6.119,17.5,66.5,52.5,57.822,0,34,39,21.68,2.83,4.61,0.96,0.984,21,23
3,Small,18,32,4.0,3,10.183,4.0,15.2,12.0,10.783,0,29,32,27.78,2.53,4.62,1.04,0.986,19,21
4,Sedan,19,31,6.0,7,7.086,6.0,22.8,18.0,15.242,0,31,39,45.33,1.37,4.68,0.91,0.984,21,23
5,Small,21,29,4.0,3,5.727,4.0,15.2,12.0,3.045,0,29,39,13.33,0.65,4.75,1.02,0.891,20,22
5,Small,17,30,5.0,7,13.062,4.0,15.2,11.0,15.242,0,30,39,7.5,2.38,4.67,1.13,0.946,21,21
1,Sedan,21,33,6.0,3,9.577,6.0,22.8,18.0,83.097,0,33,39,18.64,3.3,4.68,0.94,0.984,19,23
4,Small,20,30,6.0,3,15.288,4.0,15.2,10.0,10.783,0,20,23,31.49,1.55,4.69,1.19,0.98,20,23
4,Small,23,29,4.0,7,7.189,4.0,15.2,12.0,86.377,0,29,39,24.2,1.03,4.72,1.16,0.961,20,21
3,SUV,19,30,13.5,3,13.286,13.5,51.3,40.5,86.377,0,19,23,46.53,1.27,4.64,1.1,0.983,20,21
2,Sedan,18,31,6.0,7,10.771,6.0,22.8,18.0,10.783,0,18,23,15.37,1.91,4.8,1.24,0.967,20,23
4,SUV,16,30,13.5,7,2.977,13.5,51.3,40.5,57.822,0,16,23,38.74,2.77,4.78,1.01,0.991,21,21
3,SUV,22,32,13.5,3,13.49,13.5,51.3,40.5,83.097,0,32,39,16.39,2.55,4.72,1.21,0.976,19,21
2,Sedan,17,31,6.0,7,10.464,6.0,22.8,18.0,5.938,0,17,23,19.23,0.52,4.65,1.06,0.905,20,23
4,Small,20,34,5.0,7,13.342,4.0,15.2,11.0,57.822,0,20,23,16.45,1.17,4.8,1.02,0.949,19,21
1,Truck,21,30,17.5,3,6.052,17.5,66.5,52.5,3.045,0,30,39,14.29,0.87,4.78,1.03,0.923,21,23
3,Truck,21,30,17.5,7,9.856,17.5,66.5,52.5,15.242,0,30,39,39.45,2.72,4.75,1.12,0.991,19,23
3,Truck,19,30,17.5,3,17.734,17.5,66.5,52.5,10.783,0,19,23,44.57,2.42,4.77,0.93,0.991,19,23
3,Sedan,22,29,6.0,3,9.883,6.0,22.8,18.0,15.242,0,29,39,46.43,2.85,4.61,0.92,0.992,20,22
3,Sedan,21,29,6.0,3,14.192,6.0,22.8,18.0,10.783,0,29,39,13.68,0.51,4.74,0.91,0.866,21,22
3,Sedan,17,31,6.0,7,6.733,6.0,22.8,18.0,5.938,0,17,23,16.89,2.67,4.77,1.2,0.978,20,23
3,Small,19,34,4.0,7,6.775,4.0,15.2,12.0,57.822,0,34,39,27.85,2.72,4.72,1.2,0.987,20,21
4,Small,17,36,4.0,7,3.644,4.0,15.2,12.0,5.938,0,17,23,41.4,2.58,4.68,0.98,0.991,20,21
5,Small,18,30,4.0,3,7.675,4.0,15.2,12.0,24.344,0,30,39,36.47,2.81,4.78,1.07,0.99,20,23
4,Sedan,19,30,6.0,3,12.425,6.0,22.8,18.0,57.822,0,19,23,27.25,0.9,4.75,1.19,0.96,21,23
