NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,Small,21,30,4.0,3,7.887,4.0,15.2,12.0,15.242,0,21,23,41.89,2.6,4.69,1.19,0.991,19,22
1,Small,19,32,4.0,7,11.759,4.0,15.2,12.0,10.783,0,29,32,14.86,1.88,4.65,1.0,0.965,19,21
5,Sedan,18,35,6.0,3,5.413,6.0,22.8,18.0,57.822,0,35,39,16.25,0.92,4.78,1.06,0.935,21,21
1,Sedan,21,31,6.0,3,11.128,6.0,22.8,18.0,86.377,0,21,23,27.69,3.02,4.79,1.1,0.988,19,23
4,Sedan,18,31,6.0,3,10.999,6.0,22.8,18.0,15.242,0,18,23,26.24,1.62,4.69,1.05,0.977,19,22
4,Small,24,29,4.0,7,8.629,4.0,15.2,12.0,24.344,0,29,39,10.72,2.17,4.66,1.17,0.958,20,21
3,Sedan,20,30,6.0,3,13.151,6.0,22.8,18.0,15.242,0,20,23,10.43,2.7,4.68,1.18,0.965,19,21
5,Sedan,16,29,6.0,7,13.453,6.0,22.8,18.0,15.242,0,16,23,35.63,0.69,4.71,1.23,0.96,21,23
5,Small,19,31,4.0,3,10.095,4.0,15.2,12.0,5.938,0,19,23,28.25,1.15,4.61,1.11,0.97,21,21
5,Small,20,31,4.0,3,10.476,4.0,15.2,12.0,83.097,0,20,23,37.75,2.06,4.78,1.16,0.987,19,21
3,Small,21,31,4.0,3,4.008,4.0,15.2,12.0,86.377,0,21,23,21.28,2.9,4.79,1.06,0.984,20,22
1,Sedan,16,30,6.0,7,5.209,6.0,22.8,18.0,57.822,0,16,23,48.33,3.22,4.62,1.11,0.994,19,23
4,SUV,18,31,13.5,3,8.539,13.5,51.3,40.5,3.045,0,31,39,32.82,1.33,4.64,0.92,0.977,20,22
4,Truck,18,33,17.5,3,11.012,17.5,66.5,52.5,24.344,0,33,39,38.65,0.68,4.62,1.02,0.963,19,22
2,Small,18,30,5.0,3,13.617,4.0,15.2,11.0,86.377,0,18,23,18.35,2.71,4.63,0.92,0.98,21,22
5,Small,20,29,6.0,7,15.157,4.0,15.2,10.0,15.242,0,20,23,15.46,3.48,4.78,1.15,0.982,19,22
1,Small,18,30,4.0,3,11.183,4.0,15.2,12.0,3.045,0,30,39,46.58,3.33,4.73,1.22,0.994,19,22
4,Truck,21,31,17.5,7,12.422,17.5,66.5,52.5,15.242,0,31,39,41.64,1.53,4.8,1.21,0.984,21,22
4,Truck,16,29,17.5,3,3.243,17.5,66.5,52.5,5.938,0,16,23,23.78,2.99,4.71,0.97,0.986,20,23
3,Sedan,20,32,6.0,3,6.176,6.0,22.8,18.0,83.097,0,29,32,14.56,1.81,4.78,0.98,0.963,19,22
3,Small,22,34,4.0,3,10.354,4.0,15.2,12.0,24.344,0,29,34,43.26,1.47,4.72,0.93,0.984,19,21
4,SUV,19,31,13.5,3,16.02,13.5,51.3,40.5,10.783,0,31,39,41.75,3.4,4.71,1.0,0.993,19,21
1,SUV,20,30,13.5,7,7.969,13.5,51.3,40.5,24.344,0,20,23,11.7,2.1,4.67,0.96,0.96,20,22
