NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
3,Sedan,19,31,6.0,7,8.563,6.0,22.8,18.0,83.097,0,19,23,28.45,1.24,4.67,1.18,0.972,20,22
1,Small,20,33,5.0,3,13.379,4.0,15.2,11.0,15.242,0,20,23,41.8,1.52,4.69,1.2,0.984,21,23
5,Sedan,20,31,9.0,7,20.145,6.0,22.8,15.0,5.938,0,20,23,43.56,1.23,4.72,1.25,0.982,20,22
5,Small,18,34,4.0,7,7.033,4.0,15.2,12.0,3.045,0,34,39,26.89,2.72,4.77,1.23,0.986,20,22
5,Small,21,31,4.0,3,9.95,4.0,15.2,12.0,24.344,0,31,39,32.64,2.1,4.7,1.02,0.986,19,22
2,Sedan,22,31,6.0,3,14.903,6.0,22.8,18.0,24.344,0,31,39,48.32,3.12,4.71,1.08,0.993,21,22
2,Sedan,18,31,6.0,3,14.084,6.0,22.8,18.0,86.377,0,18,23,16.71,1.21,4.64,1.11,0.952,19,21
1,Sedan,17,31,6.0,7,8.867,6.0,22.8,18.0,83.097,0,31,39,36.17,3.22,4.71,0.98,0.991,20,21
5,SUV,21,31,13.5,7,14.078,13.5,51.3,40.5,83.097,0,31,39,26.48,1.36,4.61,0.91,0.973,20,21
3,SUV,20,30,13.5,3,6.199,13.5,51.3,40.5,5.938,0,30,39,21.33,1.94,4.75,1.18,0.976,21,21
5,Truck,20,30,17.5,3,7.353,17.5,66.5,52.5,24.344,0,20,23,12.77,2.37,4.63,1.01,0.967,21,21
3,Sedan,17,32,6.0,3,10.706,6.0,22.8,18.0,24.344,0,29,32,12.72,1.4,4.64,1.24,0.945,20,23
1,SUV,18,33,13.5,3,10.214,13.5,51.3,40.5,24.344,0,18,23,22.44,1.18,4.62,1.22,0.963,19,21
2,SUV,20,32,13.5,7,10.983,13.5,51.3,40.5,3.045,0,32,39,28.86,3.4,4.66,0.92,0.99,20,23
4,Sedan,21,32,6.0,3,11.394,6.0,22.8,18.0,3.045,0,21,23,22.75,1.17,4.63,1.09,0.963,21,21
5,Sedan,22,30,6.0,3,12.689,6.0,22.8,18.0,57.822,0,30,39,36.81,2.21,4.64,1.05,0.988,21,21
3,SUV,17,32,13.5,7,12.242,13.5,51.3,40.5,10.783,0,29,32,25.08,3.11,4.78,0.92,0.987,20,22
2,Sedan,21,32,9.0,7,19.893,6.0,22.8,15.0,24.344,0,21,23,36.23,2.7,4.62,0.92,0.99,21,21
5,Small,17,31,4.0,3,8.987,4.0,15.2,12.0,24.344,0,17,23,30.72,1.37,4.75,1.15,0.977,19,22
4,SUV,20,32,13.5,3,10.876,13.5,51.3,40.5,15.242,0,32,39,45.34,0.7,4.7,1.11,0.969,20,21
3,Sedan,21,30,6.0,7,12.51,6.0,22.8,18.0,57.822,0,21,23,15.74,3.57,4.66,1.13,0.982,20,22
4,Small,21,32,5.0,7,12.743,4.0,15.2,11.0,83.097,0,29,32,45.85,2.69,4.78,0.96,0.992,19,22
3,Sedan,20,31,6.0,3,8.416,6.0,22.8,18.0,5.938,0,31,39,37.67,2.94,4.71,1.11,0.991,19,22
1,SUV,19,32,13.5,7,10.212,13.5,51.3,40.5,15.242,0,19,23,36.73,2.41,4.65,1.23,0.989,20,22
4,Small,17,31,4.0,7,9.242,4.0,15.2,12.0,86.377,0,17,23,12.65,3.22,4.77,1.14,0.976,21,22
2,Small,18,32,4.0,7,7.973,4.0,15.2,12.0,3.045,0,32,39,11.04,3.4,4.71,1.03,0.974,20,21
3,SUV,18,30,13.5,7,13.783,13.5,51.3,40.5,24.344,0,18,23,45.59,1.73,4.65,1.24,0.987,19,21
5,Truck,20,30,17.5,3,12.477,17.5,66.5,52.5,83.097,0,20,23,48.34,2.84,4.66,1.04,0.993,21,22
2,Sedan,20,31,6.0,3,10.506,6.0,22.8,18.0,83.097,0,31,39,38.46,2.81,4.63,0.97,0.991,21,22
3,Sedan,18,31,6.0,3,5.902,6.0,22.8,18.0,83.097,0,31,39,11.2,0.56,4.68,0.93,0.853,21,23
1,Sedan,21,29,6.0,7,11.634,6.0,22.8,18.0,57.822,0,21,23,17.3,2.23,4.72,1.09,0.974,21,23
3,Small,22,29,4.0,3,8.45,4.0,15.2,12.0,5.938,0,29,39,10.53,2.97,4.73,0.95,0.969,21,21
5,SUV,17,30,13.5,7,11.45,13.5,51.3,40.5,5.938,0,17,23,17.86,1.12,4.73,0.96,0.951,21,21
3,Small,22,32,4.0,7,7.852,4.0,15.2,12.0,57.822,0,29,32,46.53,3.35,4.64,1.01,0.994,21,22
1,SUV,21,33,13.5,3,10.003,13.5,51.3,40.5,5.938,0,29,33,41.92,0.82,4.73,1.1,0.971,21,22
1,Small,22,31,7.0,3,17.814,4.0,15.2,9.0,86.377,0,31,39,20.04,3.43,4.77,1.2,0.986,20,21
1,Small,18,33,5.0,3,12.393,4.0,15.2,11.0,86.377,0,18,23,6.89,2.07,4.72,0.94,0.932,20,21
4,SUV,21,30,13.5,3,13.087,13.5,51.3,40.5,57.822,0,30,39,9.41,1.86,4.67,0.96,0.944,20,22
2,Small,21,33,7.0,3,19.715,4.0,15.2,9.0,57.822,0,29,33,34.04,0.93,4.69,1.06,0.969,19,22
2,Sedan,19,32,7.0,3,15.169,6.0,22.8,17.0,57.822,0,32,39,34.59,0.87,4.73,1.2,0.967,19,21
5,Sedan,24,29,6.0,3,13.097,6.0,22.8,18.0,5.938,0,29,39,28.96,1.37,4.78,0.92,0.975,21,23
2,SUV,23,33,13.5,7,13.596,13.5,51.3,40.5,10.783,0,29,33,27.0,3.53,4.67,1.15,0.99,21,21
3,Sedan,20,29,6.0,7,9.844,6.0,22.8,18.0,10.783,0,20,23,42.49,1.95,4.63,1.11,0.988,20,22
2,Small,20,33,4.0,3,8.625,4.0,15.2,12.0,3.045,0,20,23,41.56,3.31,4.64,1.04,0.993,19,21
2,Sedan,21,33,6.0,7,10.99,6.0,22.8,18.0,57.822,0,29,33,37.56,0.97,4.67,1.03,0.973,20,21
5,Sedan,18,31,6.0,3,7.944,6.0,22.8,18.0,57.822,0,31,39,20.44,1.86,4.73,1.12,0.974,21,21
4,Small,18,33,4.0,3,6.716,4.0,15.2,12.0,3.045,0,29,33,16.42,3.34,4.65,1.16,0.982,21,22
3,Sedan,18,32,6.0,3,12.446,6.0,22.8,18.0,15.242,0,18,23,18.03,1.17,4.64,0.98,0.954,20,21
4,Small,19,29,4.0,7,8.062,4.0,15.2,12.0,5.938,0,19,23,33.98,2.71,4.73,1.04,0.989,20,23
1,SUV,21,29,13.5,3,9.951,13.5,51.3,40.5,10.783,0,29,39,13.82,2.89,4.64,1.07,0.975,19,21
1,Sedan,21,32,6.0,3,3.62,6.0,22.8,18.0,15.242,0,29,32,9.42,0.97,4.8,1.22,0.896,20,21
5,SUV,22,33,13.5,3,9.32,13.5,51.3,40.5,86.377,0,33,39,44.62,2.26,4.65,0.92,0.99,21,23
3,SUV,18,31,13.5,7,8.641,13.5,51.3,40.5,86.377,0,31,39,35.78,1.86,4.66,0.99,0.985,21,22
3,Small,18,32,4.0,7,9.904,4.0,15.2,12.0,10.783,0,32,39,32.89,3.1,4.6,1.0,0.99,19,23
4,Truck,21,34,17.5,3,10.756,17.5,66.5,52.5,3.045,0,29,34,36.44,2.01,4.75,1.21,0.986,21,23
1,Small,19,31,4.0,7,9.618,4.0,15.2,12.0,3.045,0,31,39,42.33,3.01,4.78,1.04,0.992,19,23
4,SUV,23,32,13.5,3,13.867,13.5,51.3,40.5,10.783,0,32,39,18.53,2.82,4.75,1.16,0.981,20,22
3,Sedan,20,30,6.0,7,8.951,6.0,22.8,18.0,5.938,0,30,39,43.23,2.69,4.61,1.2,0.991,19,22
2,Small,18,35,4.0,3,10.194,4.0,15.2,12.0,3.045,0,35,39,26.49,1.72,4.67,1.03,0.978,19,23
1,Small,19,31,5.0,7,12.597,4.0,15.2,11.0,24.344,0,31,39,10.53,2.13,4.79,0.94,0.956,21,21
