NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
4,Sedan,19,30,7.0,3,15.343,6.0,22.8,17.0,3.045,0,19,23,7.66,2.09,4.62,1.13,0.939,20,22
5,Small,20,34,5.0,7,14.402,4.0,15.2,11.0,24.344,0,34,39,39.13,3.37,4.71,1.05,0.992,19,22
2,Small,18,29,5.0,3,14.135,4.0,15.2,11.0,86.377,0,29,39,35.77,1.8,4.75,1.22,0.985,21,21
2,Sedan,18,36,6.0,3,13.631,6.0,22.8,18.0,5.938,0,29,36,28.62,3.48,4.62,0.97,0.99,21,23
2,SUV,23,30,13.5,7,7.714,13.5,51.3,40.5,15.242,0,30,39,27.3,3.56,4.72,1.1,0.99,19,22
5,Sedan,21,32,6.0,3,6.678,6.0,22.8,18.0,10.783,0,21,23,48.23,2.99,4.65,0.92,0.993,20,21
5,SUV,21,33,13.5,7,7.509,13.5,51.3,40.5,15.242,0,29,33,44.42,0.68,4.76,0.94,0.967,20,22
1,Small,19,31,4.0,3,5.937,4.0,15.2,12.0,10.783,0,31,39,30.82,0.71,4.63,0.96,0.955,20,23
4,SUV,19,33,13.5,3,6.281,13.5,51.3,40.5,86.377,0,29,33,13.44,2.0,4.73,1.23,0.963,21,22
3,Truck,17,32,17.5,3,8.412,17.5,66.5,52.5,57.822,0,29,32,36.16,1.66,4.7,1.11,0.983,21,22
4,Truck,20,33,17.5,7,12.448,17.5,66.5,52.5,15.242,0,20,23,32.88,1.31,4.75,1.17,0.977,19,23
2,Sedan,19,29,6.0,3,11.749,6.0,22.8,18.0,3.045,0,19,23,40.61,2.41,4.64,1.19,0.99,19,21
3,Truck,20,30,17.5,3,7.652,17.5,66.5,52.5,10.783,0,20,23,29.88,0.52,4.62,1.08,0.938,19,22
2,SUV,20,33,13.5,3,2.918,13.5,51.3,40.5,57.822,0,29,33,33.49,0.55,4.78,1.09,0.947,21,22
2,SUV,20,30,13.5,3,10.018,13.5,51.3,40.5,83.097,0,30,39,44.87,0.5,4.72,0.96,0.956,21,21
1,SUV,20,32,13.5,3,7.385,13.5,51.3,40.5,10.783,0,32,39,21.56,2.75,4.61,1.24,0.983,19,21
4,Small,23,32,5.0,3,12.761,4.0,15.2,11.0,10.783,0,29,32,7.36,1.96,4.67,1.1,0.933,21,21
2,Small,20,31,6.0,3,16.355,4.0,15.2,10.0,10.783,0,20,23,19.13,1.18,4.74,1.11,0.957,21,23
4,Small,21,31,4.0,3,11.455,4.0,15.2,12.0,10.783,0,31,39,45.76,2.48,4.72,1.11,0.991,21,21
5,Small,20,34,4.0,7,2.268,4.0,15.2,12.0,83.097,0,29,34,32.68,0.63,4.61,0.94,0.953,19,21
3,Small,17,29,4.0,7,9.584,4.0,15.2,12.0,24.344,0,17,23,10.49,1.99,4.8,1.08,0.953,19,21
3,Truck,22,34,17.5,7,11.198,17.5,66.5,52.5,3.045,0,29,34,11.8,2.65,4.73,1.16,0.969,19,22
1,Small,17,30,6.0,7,14.58,4.0,15.2,10.0,83.097,0,30,39,45.83,1.34,4.69,0.96,0.984,21,22
1,Sedan,20,30,6.0,3,13.738,6.0,22.8,18.0,15.242,0,30,39,9.13,2.01,4.64,1.0,0.947,19,22
2,Small,20,31,7.0,3,17.748,4.0,15.2,9.0,57.822,0,31,39,21.43,2.57,4.64,1.1,0.982,21,21
4,Small,18,31,4.0,3,10.436,4.0,15.2,12.0,24.344,0,31,39,21.26,2.03,4.64,1.24,0.977,19,22
3,Small,21,34,4.0,7,9.051,4.0,15.2,12.0,10.783,0,21,23,23.57,0.55,4.7,0.95,0.926,20,23
4,SUV,23,30,13.5,7,8.033,13.5,51.3,40.5,10.783,0,30,39,12.86,1.33,4.64,0.96,0.943,19,21
2,Small,22,29,5.0,3,13.545,4.0,15.2,11.0,57.822,0,29,39,29.9,1.08,4.68,1.22,0.97,20,21
5,Small,18,31,4.0,7,7.963,4.0,15.2,12.0,5.938,0,18,23,23.39,2.85,4.78,1.0,0.985,20,23
4,Small,19,32,4.0,7,6.662,4.0,15.2,12.0,10.783,0,19,23,28.03,2.25,4.71,1.23,0.984,21,22
3,Sedan,20,31,6.0,3,6.924,6.0,22.8,18.0,3.045,0,31,39,21.8,0.88,4.78,1.05,0.949,21,23
4,Small,20,32,4.0,7,7.068,4.0,15.2,12.0,57.822,0,32,39,37.13,2.42,4.72,1.0,0.989,19,23
1,Small,19,30,4.0,7,11.701,4.0,15.2,12.0,10.783,0,19,23,15.28,1.36,4.73,1.03,0.953,20,21
5,Sedan,18,33,6.0,7,7.464,6.0,22.8,18.0,24.344,0,33,39,13.37,2.63,4.78,0.99,0.972,19,21
4,SUV,20,30,13.5,7,14.555,13.5,51.3,40.5,5.938,0,20,23,11.78,2.2,4.67,1.05,0.962,19,22
1,Small,20,34,4.0,3,10.503,4.0,15.2,12.0,24.344,0,34,39,15.07,2.83,4.64,1.19,0.977,20,22
2,Truck,20,34,17.5,3,9.284,17.5,66.5,52.5,3.045,0,34,39,45.58,2.71,4.63,0.94,0.992,19,23
1,Small,20,32,4.0,3,10.031,4.0,15.2,12.0,10.783,0,20,23,20.82,2.97,4.61,1.19,0.984,19,23
4,SUV,20,31,13.5,3,6.773,13.5,51.3,40.5,15.242,0,31,39,46.08,3.23,4.67,0.91,0.993,20,23
5,Sedan,19,29,7.0,7,15.238,6.0,22.8,17.0,3.045,0,19,23,29.92,1.27,4.74,1.02,0.974,19,23
4,Truck,16,30,17.5,7,7.798,17.5,66.5,52.5,3.045,0,16,23,24.08,2.67,4.72,1.06,0.985,19,23
5,Sedan,17,30,6.0,7,10.595,6.0,22.8,18.0,10.783,0,17,23,18.19,3.08,4.66,1.2,0.982,19,23
5,Sedan,16,29,6.0,3,11.633,6.0,22.8,18.0,83.097,0,29,39,26.16,3.3,4.68,1.13,0.988,20,22
2,SUV,18,33,13.5,7,9.432,13.5,51.3,40.5,57.822,0,18,23,49.37,2.96,4.62,1.03,0.993,19,21
4,Small,22,31,6.0,3,16.44,4.0,15.2,10.0,3.045,0,31,39,17.27,1.83,4.64,1.22,0.969,20,23
5,Truck,18,31,17.5,3,4.889,17.5,66.5,52.5,24.344,0,18,23,17.17,2.55,4.68,0.91,0.977,21,22
1,Small,19,33,4.0,7,7.286,4.0,15.2,12.0,24.344,0,19,23,31.6,2.4,4.75,1.19,0.987,19,21
5,Sedan,21,33,6.0,3,4.35,6.0,22.8,18.0,24.344,0,33,39,15.77,2.8,4.72,1.15,0.978,20,21
3,Sedan,20,33,6.0,7,7.803,6.0,22.8,18.0,3.045,0,20,23,36.15,3.06,4.6,0.95,0.991,21,22
4,Truck,19,30,17.5,3,8.411,17.5,66.5,52.5,10.783,0,19,23,40.78,3.56,4.65,0.93,0.993,19,23
1,Small,21,35,6.0,3,15.511,4.0,15.2,10.0,15.242,0,29,35,18.07,2.48,4.63,1.03,0.978,19,23
1,Sedan,19,33,7.0,7,15.51,6.0,22.8,17.0,15.242,0,33,39,43.14,2.79,4.66,0.99,0.992,20,22
2,Truck,19,29,17.5,3,5.526,17.5,66.5,52.5,10.783,0,29,39,27.36,3.01,4.74,1.07,0.988,19,21
4,Small,16,31,4.0,7,6.766,4.0,15.2,12.0,15.242,0,31,39,47.49,3.54,4.79,1.01,0.994,19,21
1,SUV,23,32,13.5,3,8.239,13.5,51.3,40.5,10.783,0,32,39,49.4,1.11,4.73,1.07,0.982,21,22
2,Sedan,19,29,6.0,7,8.075,6.0,22.8,18.0,24.344,0,19,23,8.49,2.66,4.66,1.03,0.957,20,22
5,Small,18,30,4.0,7,8.493,4.0,15.2,12.0,10.783,0,30,39,28.87,2.98,4.68,1.25,0.988,19,23
2,Small,22,33,4.0,3,11.813,4.0,15.2,12.0,10.783,0,29,33,29.34,3.3,4.78,1.13,0.99,19,22
5,SUV,18,30,13.5,7,11.747,13.5,51.3,40.5,24.344,0,18,23,9.77,3.4,4.67,0.91,0.97,20,23
3,Small,16,34,4.0,7,10.218,4.0,15.2,12.0,5.938,0,16,23,26.73,2.3,4.74,1.11,0.984,21,23
1,Sedan,16,33,6.0,7,7.414,6.0,22.8,18.0,86.377,0,16,23,40.09,1.82,4.68,1.22,0.986,19,21
5,SUV,19,30,13.5,7,7.687,13.5,51.3,40.5,15.242,0,30,39,48.13,2.62,4.63,0.92,0.992,19,23
1,Small,20,29,5.0,7,12.321,4.0,15.2,11.0,3.045,0,29,39,8.35,3.37,4.65,1.22,0.965,21,21
2,Sedan,17,30,6.0,3,10.539,6.0,22.8,18.0,57.822,0,30,39,44.99,0.55,4.71,1.2,0.96,20,23
3,Small,21,32,6.0,7,15.396,4.0,15.2,10.0,83.097,0,29,32,29.27,3.15,4.74,1.0,0.989,21,21
5,Small,20,29,4.0,3,8.259,4.0,15.2,12.0,24.344,0,20,23,30.86,1.45,4.68,1.13,0.978,19,23
4,Small,21,30,5.0,3,12.866,4.0,15.2,11.0,83.097,0,30,39,12.99,1.25,4.66,1.23,0.94,20,23
4,Truck,19,32,17.5,7,7.37,17.5,66.5,52.5,86.377,0,29,32,31.25,3.13,4.77,1.21,0.99,19,22
2,Small,18,30,5.0,3,12.262,4.0,15.2,11.0,5.938,0,30,39,47.65,1.62,4.68,0.95,0.987,20,22
4,Small,23,32,4.0,7,11.057,4.0,15.2,12.0,57.822,0,32,39,23.04,3.36,4.65,1.01,0.987,21,21
1,Small,16,32,4.0,7,6.505,4.0,15.2,12.0,10.783,0,29,32,48.64,1.87,4.62,1.22,0.989,21,22
1,SUV,20,32,13.5,7,11.558,13.5,51.3,40.5,83.097,0,32,39,13.07,1.37,4.73,0.92,0.946,19,23
1,Small,21,35,4.0,3,9.853,4.0,15.2,12.0,86.377,0,29,35,8.29,1.64,4.61,1.15,0.929,21,22
3,SUV,17,30,13.5,7,14.375,13.5,51.3,40.5,86.377,0,30,39,33.3,1.3,4.72,1.01,0.977,20,23
4,Sedan,19,32,6.0,7,9.716,6.0,22.8,18.0,10.783,0,29,32,10.63,3.34,4.75,0.93,0.972,21,23
2,SUV,20,31,13.5,7,13.297,13.5,51.3,40.5,86.377,0,31,39,15.53,2.5,4.74,0.99,0.975,19,21
1,SUV,18,33,13.5,7,9.25,13.5,51.3,40.5,15.242,0,18,23,41.49,2.45,4.65,0.94,0.99,20,22
1,SUV,17,35,13.5,3,10.559,13.5,51.3,40.5,15.242,0,17,23,17.75,2.68,4.78,1.12,0.979,19,22
2,Small,17,34,4.0,7,7.333,4.0,15.2,12.0,3.045,0,17,23,17.49,1.13,4.8,1.13,0.951,19,23
2,Sedan,21,34,6.0,7,8.604,6.0,22.8,18.0,5.938,0,34,39,23.13,2.06,4.62,1.18,0.979,20,23
4,Small,19,31,4.0,3,9.23,4.0,15.2,12.0,24.344,0,19,23,48.86,3.14,4.72,1.25,0.994,20,21
3,Small,16,31,4.0,7,9.275,4.0,15.2,12.0,86.377,0,16,23,37.92,0.69,4.7,0.93,0.963,21,22
3,SUV,20,30,13.5,7,4.374,13.5,51.3,40.5,57.822,0,20,23,11.42,1.84,4.64,0.97,0.954,20,21
4,Small,19,29,4.0,7,11.853,4.0,15.2,12.0,10.783,0,29,39,6.76,3.31,4.8,1.03,0.956,19,23
3,SUV,20,31,13.5,7,5.818,13.5,51.3,40.5,10.783,0,20,23,21.0,3.03,4.61,0.95,0.984,21,21
4,SUV,18,29,13.5,3,5.565,13.5,51.3,40.5,3.045,0,29,39,21.9,1.27,4.63,1.24,0.965,19,21
5,Small,19,30,4.0,3,9.464,4.0,15.2,12.0,86.377,0,30,39,36.78,0.57,4.74,1.15,0.953,19,23
3,Small,20,31,4.0,3,9.027,4.0,15.2,12.0,3.045,0,20,23,6.72,1.7,4.61,1.03,0.916,21,21
1,Sedan,19,33,7.0,7,16.407,6.0,22.8,17.0,15.242,0,19,23,36.34,1.96,4.66,1.03,0.986,20,23
5,Small,18,33,4.0,7,10.959,4.0,15.2,12.0,10.783,0,29,33,11.94,2.11,4.68,1.21,0.961,20,22
5,Small,19,32,4.0,3,4.675,4.0,15.2,12.0,83.097,0,29,32,46.16,3.37,4.68,1.13,0.994,20,21
5,Small,18,31,4.0,3,8.405,4.0,15.2,12.0,57.822,0,18,23,21.71,3.0,4.7,0.97,0.985,20,21
2,Truck,20,33,17.5,3,13.219,17.5,66.5,52.5,5.938,0,33,39,20.81,0.56,4.77,1.06,0.918,19,21
4,SUV,22,31,13.5,3,6.114,13.5,51.3,40.5,5.938,0,31,39,25.6,0.9,4.67,1.06,0.958,20,21
5,Sedan,22,31,6.0,3,5.612,6.0,22.8,18.0,3.045,0,31,39,38.63,1.82,4.72,1.12,0.986,19,23
2,SUV,18,31,13.5,7,5.909,13.5,51.3,40.5,10.783,0,18,23,27.95,2.35,4.6,0.9,0.985,20,21
