NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads1,SL_loads2,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
5,Small,17,32,4,3,7.863,4,15.2,12,15.242,0,29,32,43.63,1.64,4.66,0.98,0.986,21,23
2,Small,18,30,4,3,4.078,4,15.2,12,24.344,0,30,39,35.03,2.69,4.7,1.21,0.989,21,22
4,SUV,19,30,13.5,7,6.136,13.5,51.3,40.5,24.344,0,30,39,49.85,3.51,4.68,1.01,0.994,21,22
4,Sedan,19,33,6,7,5.494,6,22.8,18,3.045,0,29,33,36.53,3.08,4.73,1.11,0.991,20,23
5,SUV,21,34,13.5,3,14.512,13.5,51.3,40.5,83.097,0,21,23,26.21,1.34,4.8,0.9,0.972,20,21
4,Sedan,21,30,6,3,12.955,6,22.8,18,15.242,0,30,39,18.52,1.35,4.66,0.92,0.961,20,21
2,Small,22,30,4,7,7.241,4,15.2,12,3.045,0,30,39,13.08,2.28,4.64,0.92,0.967,19,22
1,Sedan,22,30,6,3,8.852,6,22.8,18,10.783,0,30,39,7.98,1.34,4.67,1.24,0.911,20,22
3,Sedan,20,35,7,7,16.629,6,22.8,17,10.783,0,35,39,22.99,3.12,4.78,0.92,0.986,19,21
2,Truck,17,34,17.5,3,15.763,17.5,66.5,52.5,3.045,0,29,34,30.13,3.58,4.62,1.14,0.991,19,22
2,Small,18,33,4,7,11.679,4,15.2,12,10.783,0,29,33,43.11,2.1,4.65,1.04,0.989,20,22
3,Truck,17,31,17.5,7,6.627,17.5,66.5,52.5,86.377,0,17,23,29.48,1.72,4.78,1.12,0.98,20,23
4,Small,17,31,4,3,6.054,4,15.2,12,83.097,0,17,23,14.27,1.57,4.63,0.96,0.956,19,22
2,Small,22,30,4,7,9.167,4,15.2,12,83.097,0,30,39,38.17,1.29,4.78,1.01,0.98,21,21
3,Small,18,30,4,7,9.198,4,15.2,12,10.783,0,18,23,48.9,3.36,4.61,1.02,0.994,21,21
2,Small,18,30,4,3,11.717,4,15.2,12,57.822,0,18,23,41.73,3.36,4.73,1.09,0.993,20,22
3,SUV,17,29,13.5,7,15.788,13.5,51.3,40.5,57.822,0,17,23,44.02,1.35,4.78,1.07,0.983,20,22
2,SUV,19,33,13.5,7,10.803,13.5,51.3,40.5,15.242,0,19,23,21.02,0.79,4.64,1.03,0.942,21,21
5,Sedan,18,31,6,3,13.459,6,22.8,18,86.377,0,18,23,49.39,2.22,4.63,1.2,0.991,19,21
4,Small,19,32,5,7,12.18,4,15.2,11,15.242,0,19,23,17.67,3.57,4.69,1.13,0.984,21,23
