Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
CC_NoDelay,2841,75,1,9,20,Sedan,24,19.366,8,19,0
CC_NoDelay,2841,75,2,6,21,SUV,54,57.528,33,19,0
CC_NoDelay,2841,75,3,6,19,SUV,54,40.033,23,19,0
CC_NoDelay,2841,75,4,3,19,Small,16,21.841,8,19,0
CC_NoDelay,2841,75,5,6,19,Small,16,29.603,11,19,0
CC_NoDelay,2841,75,6,10,18,Truck,70,57.901,47,19,0
CC_NoDelay,2841,75,7,8,20,SUV,54,54.74,31,19,0
CC_NoDelay,2841,75,8,7,18,Small,16,30.561,12,19,0
CC_NoDelay,2841,75,9,6,19,Small,16,43.939,16,19,0
CC_NoDelay,2841,75,10,10,19,Small,16,10.369,4,19,0
CC_NoDelay,2841,75,11,8,23,Small,16,45.816,16,19,0
CC_NoDelay,2841,75,12,10,18,Small,16,7.856,3,19,0
CC_NoDelay,2841,75,13,8,20,Small,16,62.591,16,19,0
CC_NoDelay,2841,75,14,5,20,Small,16,52.537,16,19,0
CC_NoDelay,2841,75,15,10,20,Sedan,24,33.274,14,19,0
CC_NoDelay,2841,75,16,14,22,Small,16,57.222,16,19,0
CC_NoDelay,2841,75,17,7,21,Truck,70,8.346,7,19,0
CC_NoDelay,2841,75,18,8,22,Truck,70,35.706,29,19,0
CC_NoDelay,2841,75,19,9,22,Truck,70,9.461,8,19,0
CC_NoDelay,2841,75,20,3,19,Small,16,25.243,10,19,0
CC_NoDelay,2841,75,21,10,21,SUV,54,41.26,24,19,0
CC_NoDelay,2841,75,22,7,18,Sedan,24,63.019,24,19,0
CC_NoDelay,2841,75,23,10,22,Sedan,24,47.562,20,19,0
CC_NoDelay,2841,75,24,8,22,Truck,70,36.595,30,19,0
CC_NoDelay,2841,75,25,10,17,Sedan,24,47.694,20,19,0
CC_NoDelay,2841,75,26,6,19,SUV,54,7.369,4,19,0
CC_NoDelay,2841,75,27,11,22,Small,16,53.0,16,19,0
CC_NoDelay,2841,75,28,11,20,Small,16,22.127,8,19,0
CC_NoDelay,2841,75,29,11,20,Small,16,40.306,15,19,0
CC_NoDelay,2841,75,30,5,16,Small,16,31.203,12,19,0
CC_NoDelay,2841,75,31,9,18,SUV,54,19.704,11,19,0
CC_NoDelay,2841,75,32,4,20,Sedan,24,50.294,22,19,0
CC_NoDelay,2841,75,33,9,18,Small,16,5.2,2,19,0
