Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
CC_NoDelay,601,20,1,10,22,Sedan,24,20.041,9,4,0
CC_NoDelay,601,20,2,8,17,Truck,70,44.779,37,19,0
CC_NoDelay,601,20,3,8,18,Small,16,49.191,16,4,0
CC_NoDelay,601,20,4,10,18,SUV,54,28.786,17,19,0
CC_NoDelay,601,20,5,4,18,Small,16,49.345,16,19,0
CC_NoDelay,601,20,6,11,20,Small,16,22.576,9,4,0
CC_NoDelay,601,20,7,8,19,Sedan,24,51.52,22,19,0
CC_NoDelay,601,20,8,12,20,Sedan,24,59.537,24,19,0
CC_NoDelay,601,20,9,11,21,Truck,70,46.994,38,19,0
CC_NoDelay,601,20,10,5,21,Small,16,63.289,16,4,0
CC_NoDelay,601,20,11,10,19,Small,16,52.565,16,19,0
CC_NoDelay,601,20,12,10,21,Sedan,24,25.338,11,19,0
CC_NoDelay,601,20,13,7,20,SUV,54,26.9,15,19,0
CC_NoDelay,601,20,14,5,21,Truck,70,46.446,38,19,0
CC_NoDelay,601,20,15,9,18,Sedan,24,75.305,24,19,0
CC_NoDelay,601,20,16,5,23,SUV,54,43.6,25,19,0
CC_NoDelay,601,20,17,11,18,Small,16,53.698,16,4,0
CC_NoDelay,601,20,18,8,20,Sedan,24,57.322,24,19,0
CC_NoDelay,601,20,19,7,22,SUV,54,31.579,18,19,0
CC_NoDelay,601,20,20,8,21,Sedan,24,16.716,7,19,0
CC_NoDelay,602,20,1,12,21,Small,16,34.47,13,19,0
CC_NoDelay,602,20,2,6,18,Sedan,24,45.125,19,19,0
CC_NoDelay,602,20,3,11,20,Small,16,13.728,5,19,0
CC_NoDelay,602,20,4,4,23,Sedan,24,50.699,22,19,0
CC_NoDelay,602,20,5,7,18,Truck,70,58.324,48,19,0
CC_NoDelay,602,20,6,7,20,Sedan,24,24.006,10,19,0
CC_NoDelay,602,20,7,7,20,Small,16,37.228,14,19,0
CC_NoDelay,602,20,8,7,19,Small,16,20.979,8,4,0
CC_NoDelay,602,20,9,10,18,Small,16,38.368,15,4,0
CC_NoDelay,602,20,10,9,17,SUV,54,41.103,24,19,0
CC_NoDelay,602,20,11,6,17,Sedan,24,45.557,20,19,0
CC_NoDelay,602,20,12,12,21,Sedan,24,69.419,24,19,0
CC_NoDelay,602,20,13,6,21,Sedan,24,30.955,13,4,0
CC_NoDelay,602,20,14,6,20,SUV,54,37.616,22,19,0
CC_NoDelay,602,20,15,11,18,SUV,54,10.821,6,19,0
CC_NoDelay,602,20,16,7,20,Small,16,48.302,16,4,0
CC_NoDelay,602,20,17,7,23,SUV,54,42.636,24,19,0
CC_NoDelay,602,20,18,12,22,Small,16,54.548,16,19,0
CC_NoDelay,602,20,19,12,17,SUV,54,45.088,26,19,0
CC_NoDelay,602,20,20,5,19,Sedan,24,24.807,11,19,0
CC_NoDelay,603,20,1,11,19,Small,16,32.026,12,4,0
CC_NoDelay,603,20,2,7,22,Sedan,24,23.63,10,4,0
CC_NoDelay,603,20,3,8,16,Sedan,24,43.061,18,19,0
CC_NoDelay,603,20,4,10,21,Sedan,24,72.199,24,19,0
