Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
CC_NoDelay,3221,85,1,11,19,SUV,54,57.344,33,19,0
CC_NoDelay,3221,85,2,6,17,Small,16,37.856,14,19,0
CC_NoDelay,3221,85,3,12,18,Small,16,47.469,16,19,0
CC_NoDelay,3221,85,4,8,19,Sedan,24,14.662,6,19,0
CC_NoDelay,3221,85,5,11,18,Small,16,26.15,10,19,0
CC_NoDelay,3221,85,6,7,24,Truck,70,36.593,30,19,0
CC_NoDelay,3221,85,7,7,20,Small,16,11.675,4,19,0
CC_NoDelay,3221,85,8,10,19,SUV,54,60.791,35,19,0
CC_NoDelay,3221,85,9,8,19,SUV,54,34.356,20,19,0
CC_NoDelay,3221,85,10,9,19,Sedan,24,44.152,19,19,0
CC_NoDelay,3221,85,11,9,20,Small,16,60.355,16,19,0
CC_NoDelay,3221,85,12,8,21,Small,16,9.003,3,19,0
CC_NoDelay,3221,85,13,8,23,Small,16,29.676,11,19,0
CC_NoDelay,3221,85,14,7,21,Sedan,24,47.092,20,19,0
CC_NoDelay,3221,85,15,8,21,Sedan,24,44.778,19,19,0
CC_NoDelay,3221,85,16,8,22,Small,16,54.379,16,19,0
CC_NoDelay,3221,85,17,12,21,Small,16,30.994,12,19,0
CC_NoDelay,3221,85,18,8,22,Sedan,24,16.163,7,19,0
CC_NoDelay,3221,85,19,9,20,Small,16,17.863,7,19,0
CC_NoDelay,3221,85,20,7,18,Sedan,24,41.939,18,19,0
CC_NoDelay,3221,85,21,7,17,Truck,70,40.884,33,19,0
CC_NoDelay,3221,85,22,11,19,Sedan,24,15.434,7,19,0
CC_NoDelay,3221,85,23,9,20,Small,16,17.37,7,4,0
CC_NoDelay,3221,85,24,7,20,Sedan,24,25.81,11,4,0
CC_NoDelay,3221,85,25,6,17,SUV,54,38.098,22,19,0
CC_NoDelay,3221,85,26,9,17,Sedan,24,27.286,12,19,0
CC_NoDelay,3221,85,27,8,22,Sedan,24,46.283,20,19,0
CC_NoDelay,3221,85,28,8,18,Sedan,24,24.32,10,19,0
CC_NoDelay,3221,85,29,5,20,Small,16,28.702,11,19,0
CC_NoDelay,3221,85,30,13,21,Sedan,24,70.486,24,19,0
CC_NoDelay,3221,85,31,12,20,Small,16,58.682,16,19,0
CC_NoDelay,3221,85,32,9,22,Small,16,58.982,16,19,0
CC_NoDelay,3221,85,33,11,21,Small,16,48.123,16,19,0
CC_NoDelay,3221,85,34,11,19,Sedan,24,65.646,24,19,0
CC_NoDelay,3221,85,35,9,21,Small,16,56.103,16,4,0
CC_NoDelay,3221,85,36,10,19,Small,16,24.876,9,19,0
CC_NoDelay,3221,85,37,8,19,Small,16,17.974,7,19,0
CC_NoDelay,3221,85,38,9,18,Sedan,24,53.533,23,19,0
CC_NoDelay,3221,85,39,10,23,Sedan,24,57.377,24,19,0
CC_NoDelay,3221,85,40,8,20,Sedan,24,21.644,9,19,0
CC_NoDelay,3221,85,41,14,17,Small,16,30.445,12,19,0
CC_NoDelay,3221,85,42,7,23,Small,16,61.644,16,19,0
CC_NoDelay,3221,85,43,10,20,Small,16,58.307,16,19,0
CC_NoDelay,3221,85,44,11,18,Truck,70,21.956,18,19,0
CC_NoDelay,3221,85,45,10,16,Small,16,33.017,13,19,0
CC_NoDelay,3221,85,46,11,18,SUV,54,26.857,15,19,0
