Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
CC_NoDelay,611,20,1,7,18,Small,16,7.617,3,8,0
CC_NoDelay,611,20,2,11,21,Sedan,24,29.203,13,19,0
CC_NoDelay,611,20,3,11,20,Sedan,24,36.6,16,19,0
CC_NoDelay,611,20,4,11,23,SUV,54,54.519,31,19,0
CC_NoDelay,611,20,5,7,17,Small,16,58.459,16,19,0
CC_NoDelay,611,20,6,5,18,Small,16,35.947,14,8,0
CC_NoDelay,611,20,7,9,17,SUV,54,18.621,11,19,0
CC_NoDelay,611,20,8,7,16,Small,16,54.281,16,8,0
CC_NoDelay,611,20,9,11,23,Sedan,24,40.028,17,8,0
CC_NoDelay,611,20,10,11,20,Small,16,59.809,16,19,0
CC_NoDelay,611,20,11,8,17,Small,16,29.882,11,19,0
CC_NoDelay,611,20,12,7,18,SUV,54,58.359,33,8,0
CC_NoDelay,611,20,13,5,20,SUV,54,24.686,14,19,0
CC_NoDelay,611,20,14,10,18,Sedan,24,79.408,24,8,0
CC_NoDelay,611,20,15,12,19,Small,16,28.011,11,19,0
CC_NoDelay,611,20,16,7,22,SUV,54,57.023,33,19,0
CC_NoDelay,611,20,17,6,20,Truck,70,77.125,63,19,0
CC_NoDelay,611,20,18,8,18,Truck,70,42.26,35,19,0
CC_NoDelay,611,20,19,10,21,Sedan,24,43.187,19,19,0
CC_NoDelay,611,20,20,10,21,Small,16,58.469,16,8,0
CC_NoDelay,612,20,1,8,20,Sedan,24,7.438,3,19,0
CC_NoDelay,612,20,2,8,20,Small,16,61.738,16,19,0
CC_NoDelay,612,20,3,7,17,Small,16,47.879,16,19,0
CC_NoDelay,612,20,4,8,19,SUV,54,54.278,31,19,0
CC_NoDelay,612,20,5,12,19,Small,16,36.502,14,19,0
CC_NoDelay,612,20,6,9,20,Small,16,18.612,7,19,0
CC_NoDelay,612,20,7,6,19,Small,16,48.737,16,19,0
CC_NoDelay,612,20,8,10,16,Truck,70,17.031,14,19,0
CC_NoDelay,612,20,9,7,20,Small,16,54.257,16,19,0
CC_NoDelay,612,20,10,11,19,Small,16,9.552,4,19,0
CC_NoDelay,612,20,11,6,22,SUV,54,25.564,15,19,0
CC_NoDelay,612,20,12,5,19,Small,16,27.419,10,19,0
CC_NoDelay,612,20,13,8,18,Small,16,60.166,16,19,0
CC_NoDelay,612,20,14,8,19,Small,16,43.139,16,19,0
CC_NoDelay,612,20,15,11,17,Small,16,59.281,16,19,0
CC_NoDelay,612,20,16,10,22,Small,16,20.537,8,19,0
CC_NoDelay,612,20,17,6,22,Truck,70,36.387,30,19,0
CC_NoDelay,612,20,18,8,17,SUV,54,11.522,7,19,0
CC_NoDelay,612,20,19,6,19,Truck,70,47.472,39,19,0
CC_NoDelay,612,20,20,9,17,Small,16,39.291,15,19,0
CC_NoDelay,613,20,1,4,20,SUV,54,62.443,36,19,0
CC_NoDelay,613,20,2,8,18,SUV,54,55.814,32,19,0
CC_NoDelay,613,20,3,7,18,Small,16,62.49,16,4,0
CC_NoDelay,613,20,4,11,19,Sedan,24,52.401,22,19,0
CC_NoDelay,613,20,5,7,22,Sedan,24,53.656,23,19,0
CC_NoDelay,613,20,6,11,22,Small,16,79.044,16,4,0
CC_NoDelay,613,20,7,6,23,Small,16,21.023,8,19,0
CC_NoDelay,613,20,8,7,18,Small,16,40.398,15,4,0
CC_NoDelay,613,20,9,9,19,SUV,54,13.042,7,19,0
CC_NoDelay,613,20,10,7,20,SUV,54,37.674,22,19,0
CC_NoDelay,613,20,11,9,20,SUV,54,66.745,38,19,0
CC_NoDelay,613,20,12,11,16,Small,16,42.271,16,19,0
CC_NoDelay,613,20,13,8,20,Sedan,24,10.682,5,4,0
CC_NoDelay,613,20,14,7,19,Small,16,48.904,16,19,0
CC_NoDelay,613,20,15,11,17,Sedan,24,6.497,3,19,0
CC_NoDelay,613,20,16,8,24,Sedan,24,18.956,8,19,0
CC_NoDelay,613,20,17,11,18,Sedan,24,27.765,12,19,0
CC_NoDelay,613,20,18,7,19,Small,16,18.254,7,19,0
CC_NoDelay,613,20,19,11,18,Small,16,35.972,14,19,0
CC_NoDelay,613,20,20,7,21,SUV,54,43.489,25,19,0
CC_NoDelay,614,20,1,8,20,Small,16,78.26,16,19,0
CC_NoDelay,614,20,2,8,19,Sedan,24,28.032,12,19,0
CC_NoDelay,614,20,3,8,21,Sedan,24,43.526,19,19,0
CC_NoDelay,614,20,4,9,21,Small,16,31.161,12,19,0
CC_NoDelay,614,20,5,8,17,Small,16,28.485,11,19,0
CC_NoDelay,614,20,6,7,17,Small,16,41.518,16,4,0
CC_NoDelay,614,20,7,8,22,Sedan,24,41.578,18,19,0
CC_NoDelay,614,20,8,7,23,Small,16,70.143,16,4,0
CC_NoDelay,614,20,9,6,19,SUV,54,46.317,27,19,0
CC_NoDelay,614,20,10,9,21,Truck,70,25.527,21,19,0
CC_NoDelay,614,20,11,8,19,SUV,54,49.123,28,19,0
CC_NoDelay,614,20,12,10,21,Sedan,24,35.761,15,19,0
CC_NoDelay,614,20,13,5,17,Small,16,49.877,16,19,0
CC_NoDelay,614,20,14,9,22,Small,16,43.888,16,19,0
CC_NoDelay,614,20,15,7,17,Small,16,38.023,14,4,0
CC_NoDelay,614,20,16,7,20,SUV,54,20.457,12,19,0
CC_NoDelay,614,20,17,8,21,SUV,54,53.775,31,19,0
CC_NoDelay,614,20,18,7,23,SUV,54,40.104,23,19,0
CC_NoDelay,614,20,19,7,20,Sedan,24,18.458,8,19,0
CC_NoDelay,614,20,20,9,22,Sedan,24,18.599,8,4,0
CC_NoDelay,615,20,1,11,20,Small,16,15.338,6,19,0
CC_NoDelay,615,20,2,14,22,Truck,70,22.091,18,19,0
CC_NoDelay,615,20,3,8,16,Sedan,24,70.983,24,19,0
CC_NoDelay,615,20,4,8,20,Small,16,57.674,16,19,0
CC_NoDelay,615,20,5,10,18,Truck,70,60.938,50,19,0
CC_NoDelay,615,20,6,10,23,Small,16,7.718,3,4,0
CC_NoDelay,615,20,7,11,18,SUV,54,64.028,37,19,0
CC_NoDelay,615,20,8,8,23,Sedan,24,15.85,7,4,0
CC_NoDelay,615,20,9,7,19,SUV,54,7.615,4,4,0
CC_NoDelay,615,20,10,10,19,Truck,70,41.25,34,19,0
CC_NoDelay,615,20,11,10,21,Sedan,24,50.74,22,19,0
CC_NoDelay,615,20,12,9,21,Small,16,13.11,5,4,0
CC_NoDelay,615,20,13,6,21,SUV,54,64.469,37,19,0
CC_NoDelay,615,20,14,9,19,Sedan,24,33.731,14,19,0
CC_NoDelay,615,20,15,3,20,Sedan,24,41.266,18,19,0
CC_NoDelay,615,20,16,7,17,Small,16,35.697,14,4,0
CC_NoDelay,615,20,17,11,23,Sedan,24,48.398,21,19,0
CC_NoDelay,615,20,18,11,20,Small,16,38.617,15,19,0
CC_NoDelay,615,20,19,8,21,Sedan,24,10.265,4,4,0
CC_NoDelay,615,20,20,10,18,SUV,54,32.96,19,4,0
CC_NoDelay,616,20,1,11,21,Small,16,42.595,16,19,0
CC_NoDelay,616,20,2,5,19,Sedan,24,32.338,14,19,0
CC_NoDelay,616,20,3,12,21,Sedan,24,25.862,11,19,0
CC_NoDelay,616,20,4,11,20,Sedan,24,12.428,5,19,0
CC_NoDelay,616,20,5,7,18,Small,16,28.123,11,19,0
CC_NoDelay,616,20,6,7,16,Sedan,24,33.277,14,19,0
CC_NoDelay,616,20,7,8,17,Small,16,36.163,14,19,0
CC_NoDelay,616,20,8,8,20,Small,16,70.295,16,19,0
CC_NoDelay,616,20,9,7,20,SUV,54,27.025,16,19,0
CC_NoDelay,616,20,10,12,20,Sedan,24,50.721,22,19,0
CC_NoDelay,616,20,11,8,21,Small,16,35.811,14,19,0
CC_NoDelay,616,20,12,9,23,Sedan,24,30.59,13,19,0
CC_NoDelay,616,20,13,10,21,SUV,54,24.006,14,19,0
CC_NoDelay,616,20,14,13,19,Small,16,12.336,5,19,0
CC_NoDelay,616,20,15,7,18,Small,16,50.638,16,19,0
CC_NoDelay,616,20,16,6,23,Small,16,30.973,12,19,0
CC_NoDelay,616,20,17,11,19,Small,16,6.697,3,19,0
CC_NoDelay,616,20,18,8,19,Sedan,24,66.676,24,19,0
CC_NoDelay,616,20,19,11,20,SUV,54,37.961,22,19,0
CC_NoDelay,616,20,20,10,19,Small,16,27.428,10,19,0
CC_NoDelay,617,20,1,12,21,Small,16,49.694,16,19,0
CC_NoDelay,617,20,2,8,19,SUV,54,14.968,9,19,0
CC_NoDelay,617,20,3,9,22,Truck,70,6.004,5,19,0
CC_NoDelay,617,20,4,5,19,Sedan,24,51.055,22,19,0
CC_NoDelay,617,20,5,6,21,Truck,70,25.422,21,19,0
CC_NoDelay,617,20,6,9,22,Sedan,24,15.053,6,19,0
CC_NoDelay,617,20,7,8,20,Sedan,24,46.635,20,19,0
CC_NoDelay,617,20,8,9,24,Truck,70,47.292,39,19,0
CC_NoDelay,617,20,9,7,21,Small,16,55.953,16,19,0
CC_NoDelay,617,20,10,5,21,Small,16,9.365,4,19,0
CC_NoDelay,617,20,11,10,21,Small,16,30.07,11,19,0
CC_NoDelay,617,20,12,7,23,Small,16,33.23,13,19,0
CC_NoDelay,617,20,13,8,18,Sedan,24,29.023,12,19,0
CC_NoDelay,617,20,14,8,16,Small,16,62.783,16,19,0
CC_NoDelay,617,20,15,14,20,Small,16,38.685,15,19,0
CC_NoDelay,617,20,16,5,17,Small,16,71.19,16,19,0
CC_NoDelay,617,20,17,9,16,Sedan,24,73.816,24,19,0
CC_NoDelay,617,20,18,9,18,SUV,54,27.926,16,19,0
CC_NoDelay,617,20,19,6,19,Small,16,22.262,8,19,0
CC_NoDelay,617,20,20,9,20,Sedan,24,60.77,24,19,0
CC_NoDelay,618,20,1,8,17,Truck,70,48.29,40,8,0
CC_NoDelay,618,20,2,7,17,SUV,54,78.642,45,19,0
CC_NoDelay,618,20,3,8,17,Sedan,24,16.833,7,19,0
