Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
CC_OneSlotDelay,1,10,1,11,20,NAN,NAN,NAN,29,19,0
CC_OneSlotDelay,1,10,2,8,23,NAN,NAN,NAN,16,19,1
CC_OneSlotDelay,1,10,3,10,19,NAN,NAN,NAN,6,19,0
CC_OneSlotDelay,1,10,4,4,21,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,1,10,5,12,20,NAN,NAN,NAN,11,19,0
CC_OneSlotDelay,1,10,6,9,21,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,1,10,7,9,19,NAN,NAN,NAN,21,19,0
CC_OneSlotDelay,1,10,8,11,20,NAN,NAN,NAN,4,19,1
CC_OneSlotDelay,1,10,9,6,21,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,1,10,10,5,18,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,2,10,1,10,20,NAN,NAN,NAN,7,19,0
CC_OneSlotDelay,2,10,2,8,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,2,10,3,8,18,NAN,NAN,NAN,28,19,0
CC_OneSlotDelay,2,10,4,9,17,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,2,10,5,13,19,NAN,NAN,NAN,13,19,0
CC_OneSlotDelay,2,10,6,5,21,NAN,NAN,NAN,12,19,0
CC_OneSlotDelay,2,10,7,11,20,NAN,NAN,NAN,26,19,0
CC_OneSlotDelay,2,10,8,9,19,NAN,NAN,NAN,11,19,0
CC_OneSlotDelay,2,10,9,9,20,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,2,10,10,12,23,NAN,NAN,NAN,24,19,1
CC_OneSlotDelay,3,10,1,11,21,NAN,NAN,NAN,25,19,0
CC_OneSlotDelay,3,10,2,10,20,NAN,NAN,NAN,4,19,1
CC_OneSlotDelay,3,10,3,10,24,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,3,10,4,8,18,NAN,NAN,NAN,49,19,0
CC_OneSlotDelay,3,10,5,8,18,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,3,10,6,8,21,NAN,NAN,NAN,32,19,0
CC_OneSlotDelay,3,10,7,7,22,NAN,NAN,NAN,10,19,0
CC_OneSlotDelay,3,10,8,8,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,3,10,9,6,19,NAN,NAN,NAN,32,19,1
CC_OneSlotDelay,3,10,10,8,20,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,4,10,1,5,22,NAN,NAN,NAN,16,19,1
CC_OneSlotDelay,4,10,2,10,20,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,4,10,3,9,19,NAN,NAN,NAN,10,19,0
CC_OneSlotDelay,4,10,4,9,21,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,4,10,5,9,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,4,10,6,7,17,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,4,10,7,10,24,NAN,NAN,NAN,20,19,0
CC_OneSlotDelay,4,10,8,7,18,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,4,10,9,13,21,NAN,NAN,NAN,30,19,1
CC_OneSlotDelay,4,10,10,12,17,NAN,NAN,NAN,41,19,0
CC_OneSlotDelay,5,10,1,7,21,NAN,NAN,NAN,23,19,1
CC_OneSlotDelay,5,10,2,10,22,NAN,NAN,NAN,24,19,1
CC_OneSlotDelay,5,10,3,9,21,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,5,10,4,7,19,NAN,NAN,NAN,25,19,0
CC_OneSlotDelay,5,10,5,8,19,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,5,10,6,10,18,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,5,10,7,13,21,NAN,NAN,NAN,11,19,0
CC_OneSlotDelay,5,10,8,5,18,NAN,NAN,NAN,19,19,0
CC_OneSlotDelay,5,10,9,8,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,5,10,10,10,18,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,6,10,1,10,19,NAN,NAN,NAN,15,19,0
CC_OneSlotDelay,6,10,2,7,20,NAN,NAN,NAN,9,19,0
CC_OneSlotDelay,6,10,3,7,21,NAN,NAN,NAN,18,19,0
CC_OneSlotDelay,6,10,4,10,20,NAN,NAN,NAN,21,19,0
CC_OneSlotDelay,6,10,5,10,17,NAN,NAN,NAN,22,19,0
CC_OneSlotDelay,6,10,6,9,20,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,6,10,7,10,20,NAN,NAN,NAN,9,19,0
CC_OneSlotDelay,6,10,8,11,20,NAN,NAN,NAN,24,19,1
CC_OneSlotDelay,6,10,9,11,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,6,10,10,8,21,NAN,NAN,NAN,19,19,1
CC_OneSlotDelay,7,10,1,9,19,NAN,NAN,NAN,26,19,0
CC_OneSlotDelay,7,10,2,10,19,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,7,10,3,8,20,NAN,NAN,NAN,4,19,0
CC_OneSlotDelay,7,10,4,7,21,NAN,NAN,NAN,16,19,1
CC_OneSlotDelay,7,10,5,9,19,NAN,NAN,NAN,15,19,0
CC_OneSlotDelay,7,10,6,10,20,NAN,NAN,NAN,11,19,0
CC_OneSlotDelay,7,10,7,10,18,NAN,NAN,NAN,13,19,0
CC_OneSlotDelay,7,10,8,6,21,NAN,NAN,NAN,18,19,1
CC_OneSlotDelay,7,10,9,8,18,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,7,10,10,7,19,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,8,10,1,8,23,NAN,NAN,NAN,24,19,1
CC_OneSlotDelay,8,10,2,6,21,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,8,10,3,9,19,NAN,NAN,NAN,7,19,0
CC_OneSlotDelay,8,10,4,8,21,NAN,NAN,NAN,15,19,0
CC_OneSlotDelay,8,10,5,10,21,NAN,NAN,NAN,30,19,0
CC_OneSlotDelay,8,10,6,8,19,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,8,10,7,8,18,NAN,NAN,NAN,10,19,0
CC_OneSlotDelay,8,10,8,10,17,NAN,NAN,NAN,13,19,0
CC_OneSlotDelay,8,10,9,11,21,NAN,NAN,NAN,12,19,1
CC_OneSlotDelay,8,10,10,10,18,NAN,NAN,NAN,23,19,0
CC_OneSlotDelay,9,10,1,9,18,NAN,NAN,NAN,50,19,0
CC_OneSlotDelay,9,10,2,8,17,NAN,NAN,NAN,14,19,0
